fen,outcome,side_to_move
rn2r1k1/pp1q1p1p/2p2p2/2PpbP1b/1P6/2NBP1P1/P1Q4P/R3R1K1 w - - 4 19,0.5,w
rnq1r1k1/pp3p1p/2p2p2/2PpbP2/1P6/2N1P1P1/P1Q1b2P/2R1R1K1 w - - 0 21,0.5,w
rnq1rk2/pp3p1p/2p2p2/2Pp1P2/1P4Q1/2b1P1P1/P6P/2R1R1K1 w - - 2 23,0.5,w
r3rk2/pp3p1p/n1p2p2/2Pp1q2/1P5Q/2R1P1P1/P6P/4R1K1 w - - 0 25,0.5,w
r3rk2/pp3p1p/n1p2p2/2Pp1q2/1P5Q/2R1P1P1/P3RK1P/8 w - - 4 27,0.5,w
r3rk2/pp3p1p/n1p2p2/2Pp4/1P5Q/4P1P1/P3R2P/2q1K3 w - - 0 29,0.5,w
r3rk2/pp3p1p/n1p2Q2/2Pp4/1q6/4P1P1/P3RK1P/8 w - - 0 31,0.5,w
r3rk2/pp3p1p/n1p5/2Pp2Q1/1q6/4P1P1/P3RK1P/8 w - - 4 33,0.5,w
r3rk2/pp3p1p/n1p5/2Pp2Q1/1q6/4P1P1/P3RK1P/8 w - - 8 35,0.5,w
rnbqkb1r/pp1p1ppp/2p2n2/8/2P1p3/4P3/PPQPBPPP/RNB1K2R w KQkq - 0 5,0.0,w
rnb1kb1r/pp1p1ppp/2p2n2/4q3/2P1p3/2N1P3/PPQPBPPP/R1B2RK1 w kq - 4 7,0.0,w
r1b1k2r/pp1p1ppp/n1pb1n2/4q3/2P1P3/2N1P3/PPQPB1PP/R1B2RK1 w kq - 1 9,0.0,w
r1b1k2r/pp1p1ppp/n1p2n2/8/2PPP3/2N1P1b1/PPQ1BKPq/R1B2R2 w kq - 2 11,0.0,w
r3k2r/pp3ppp/n1pp1n2/3N4/2PPP1b1/4PKb1/PPQ1B1Pq/R1B2R2 w kq - 2 13,0.0,w
3rr1k1/p2bqppp/5nn1/1pp5/8/1P2P1NP/P3QPP1/1BR1R1K1 w - - 0 23,0.0,w
3rr1k1/p2b1pp1/5np1/1pp1q3/8/1P2PQNP/P4PP1/2R1R1K1 w - - 0 25,0.0,w
r3r1k1/Q2b1pp1/4qnp1/1pp5/8/1P2P1NP/P4PP1/2R1R1K1 w - - 1 27,0.0,w
4r1k1/3b1pp1/5np1/1pQ5/8/1q2P1NP/r4PP1/2RR2K1 w - - 0 29,0.0,w
4r1k1/3b1p2/5pp1/1pQ5/q7/4P1NP/r4PP1/2R3K1 w - - 0 31,0.0,w
4r1k1/5p2/4bpp1/1p6/8/4P1NP/q4PP1/2R3K1 w - - 0 33,0.0,w
4r3/5pk1/4bpp1/1p6/4N3/4P2P/2q2PP1/3R2K1 w - - 4 35,0.0,w
4r3/5pk1/5pp1/1p1b4/4q3/4P2P/1R3PP1/6K1 w - - 2 37,0.0,w
4r3/5pk1/5pp1/1p1b4/8/5P1P/1R4P1/2q4K w - - 2 39,0.0,w
4r3/5pk1/5pp1/1p6/8/5b1P/1q4P1/6K1 w - - 0 41,0.0,w
r3r1k1/p2bqppp/1pp2n2/4nN2/8/1P2P2P/P1Q2PP1/1BRR2K1 b - - 3 19,1.0,b
r2r1qk1/p2b1ppp/1pp2n2/4n3/4N3/1P2P2P/P1Q2PP1/1BRR2K1 b - - 7 21,1.0,b
r2r1qk1/p2b1ppp/1pp3n1/8/4Q3/1P1BP2P/P4PP1/2RR2K1 b - - 2 23,1.0,b
r2r2qk/p2b1ppp/1pp3n1/8/4Q3/1P1BPP1P/P1R3P1/3R2K1 b - - 0 25,1.0,b
2rr2qk/p4ppp/1p2b1n1/8/4Q3/1P1BPP1P/P1R3P1/3R2K1 b - - 2 27,1.0,b
3r2qk/p4ppp/1p4n1/8/4Q3/1P2PP1P/P1B5/3R2K1 b - - 0 29,1.0,b
3q3k/p4ppp/6n1/1p6/3Q4/1P2PP1P/P1B5/6K1 b - - 1 31,1.0,b
7k/Q4ppp/8/1p2n1q1/8/1P2PP1P/P1B5/5K2 b - - 0 33,1.0,b
3q3k/5ppp/8/1Q6/8/1P2Pn1P/P1B5/5K2 b - - 0 35,1.0,b
3q3k/5ppB/8/1Q6/8/1P2Pn1P/P4K2/8 b - - 2 37,1.0,b
7k/5ppB/8/1Q6/4K3/1P2P2q/P7/8 b - - 1 39,1.0,b
8/5ppk/8/5K2/8/1P2P3/P7/8 b - - 0 41,1.0,b
8/5pp1/8/4PK1k/8/1P6/P7/8 b - - 0 43,1.0,b
8/5p2/5Kpk/4P3/1P6/8/P7/8 b - - 1 45,1.0,b
8/5p2/1P3K2/4P1pk/8/8/P7/8 b - - 0 47,1.0,b
1Q6/5p2/5K2/4P1p1/5k2/8/P7/8 b - - 0 49,1.0,b
8/5Q2/5K2/4P1p1/8/3k4/P7/8 b - - 0 51,1.0,b
8/4PQ2/5K2/8/8/3k2p1/P7/8 b - - 0 53,1.0,b
4Q3/8/5K2/8/8/1Q3kp1/P7/8 b - - 2 55,1.0,b
8/8/5K2/8/8/6Q1/P6k/4Q3 b - - 0 57,1.0,b
r1b1r1k1/pp1n1ppp/3q1n2/2pp4/2PN4/1P2P2P/P4PP1/1BRQ1RK1 w - - 0 15,0.5,w
r1b1r1k1/pp1n1ppp/5n2/1qpP4/8/1P2P2P/P4PP1/1BRQ1RK1 w - - 0 17,0.5,w
r1b1r1k1/pp1n1pp1/5n1p/2pP4/1q6/1P2P1PP/P4P2/1BRQR1K1 w - - 1 19,0.5,w
r1b1r1k1/pp1n1pp1/5n1p/2pP4/q7/1P2P1PP/P4P2/1B1QR1K1 w - - 0 21,0.5,w
r3r1k1/pp3pp1/1n3n1p/2pP4/P7/4P1Pb/P4P2/1BQ1R1K1 w - - 0 23,0.5,w
2r1r1k1/pp3pp1/1n5p/3n4/P7/4P1Pb/P4P2/1BQ1R1K1 w - - 2 25,0.5,w
3rr1k1/pp3pp1/1n3n1p/8/P2Q4/4P1Pb/P4P2/1B2R1K1 w - - 6 27,0.5,w
3rr1k1/pp3pp1/4bn1p/8/n7/4P1P1/P4P2/QBR3K1 w - - 2 29,0.5,w
3rr1k1/pp3pp1/1n3n1p/8/8/1b2P1P1/P4P2/Q1R3K1 w - - 0 31,0.5,w
3rr1k1/Qp3pp1/1n5p/8/8/1P2n1P1/5P2/2R3K1 w - - 0 33,0.5,w
4r1k1/1p3pp1/1Q5p/8/8/1P4P1/5P2/3n2K1 w - - 0 35,0.5,w
6k1/5pp1/7p/8/8/1Pn3P1/5PQ1/4r1K1 w - - 3 37,0.5,w
5k2/1Q2rpp1/7p/8/8/1Pn3P1/5P1K/8 w - - 7 39,0.5,w
5k2/5pp1/7p/8/8/1PQ3P1/4rP1K/8 w - - 1 41,0.5,w
5k2/5pp1/7p/2r5/8/1PQ3P1/5P1K/8 w - - 5 43,0.5,w
2r2k2/5pp1/8/7p/5Q2/1P4P1/5P1K/8 w - - 0 45,0.5,w
2r5/5ppk/3Q4/7p/8/1P4P1/5PK1/8 w - - 4 48,0.5,w
7k/5pp1/3Q4/7p/8/1P4P1/2r1KP2/8 w - - 8 50,0.5,w
8/5ppk/8/7p/5Q2/1P4P1/2K2P2/8 b - - 2 52,0.5,b
8/6p1/5pk1/7p/4Q3/1P4P1/3K1P2/8 b - - 1 54,0.5,b
8/5k2/5pp1/7p/4Q3/1P4P1/3K1P2/8 b - - 1 56,0.5,b
8/8/4kp2/6pQ/8/1P4P1/3K1P2/8 b - - 0 58,0.5,b
8/7Q/3k1p2/6p1/8/1P1K2P1/5P2/8 b - - 4 60,0.5,b
8/7Q/5p2/5kp1/8/1P1K2P1/5P2/8 b - - 8 62,0.5,b
8/7Q/5p2/5kp1/8/1P1K2P1/5P2/8 b - - 12 64,0.5,b
3rr1k1/p2bqppp/1pp2n2/4n3/8/1P2P1NP/P1Q2PP1/1BRR2K1 b - - 5 20,0.0,b
3rr2k/p2b1ppp/1pp2n2/4n3/8/qPQ1P1NP/P1R2PP1/1B1R2K1 b - - 9 22,0.0,b
3rrqk1/p2b1ppp/1pp2n2/4n3/4N3/1PQ1P2P/P2R1PP1/1B1R2K1 b - - 13 24,0.0,b
3rrqk1/p4ppp/1pp1b3/3nQ3/4N3/1P2P2P/P2R1PP1/1B1R2K1 b - - 0 26,0.0,b
3rq1k1/p4ppp/1pp5/3n4/4N1P1/1P2P3/P2R1PP1/1B1R2K1 b - - 0 28,0.0,b
3r2k1/p1q2ppp/1pp5/3n2N1/6P1/1P2P3/P2R1PP1/1BR3K1 b - - 4 30,0.0,b
3q2k1/p4ppB/1pp5/6N1/6P1/1P2n3/P4PP1/2R3K1 b - - 0 32,0.0,b
3q4/p4kpB/1pp5/8/6P1/1P2P3/P5P1/2R3K1 b - - 0 34,0.0,b
3q4/p3k1p1/1p4B1/2p5/6P1/1P2P3/P5P1/5RK1 b - - 3 36,0.0,b
7q/p3kRp1/1p4B1/2p5/6P1/1P2P1P1/P7/6K1 b - - 2 38,0.0,b
8/p5p1/1p2k1B1/2p3P1/8/1P2PRPq/P7/6K1 b - - 2 40,0.0,b
7q/p4Rp1/1p6/2p1k1P1/8/1P1BP1P1/P7/6K1 b - - 6 42,0.0,b
1q6/R5p1/1p2k3/2p3P1/2B5/1P2P1P1/P7/6K1 b - - 2 44,0.0,b
8/6R1/1p6/2p2kP1/2B5/1P2P1q1/P7/5K2 b - - 1 46,0.0,b
8/6R1/1p6/2p2kP1/2B5/1P2q3/P5K1/8 b - - 1 48,0.0,b
8/6q1/1p6/2p3k1/8/1P1B4/P5K1/8 w - - 0 51,0.0,w
8/8/1p6/2p3k1/2B5/1P6/q7/5K2 w - - 0 53,0.0,w
8/8/1p3k2/2pB4/8/1P6/8/1q4K1 w - - 4 55,0.0,w
8/8/5kq1/1ppB4/8/1P6/8/5K2 w - - 0 57,0.0,w
8/8/5k2/1ppq4/1P6/8/5K2/8 w - - 0 59,0.0,w
8/8/2q2k2/8/1p6/8/5K2/8 w - - 0 61,0.0,w
8/8/2q2k2/8/8/8/1p2K3/8 w - - 0 63,0.0,w
8/8/2q2k2/8/5K2/1r6/8/8 w - - 2 65,0.0,w
8/8/5k2/8/1r5K/5q2/8/8 w - - 6 67,0.0,w
r2qr1k1/ppb2ppp/2p2nb1/2Pp4/PP1BnP2/3BP3/2Q3PP/RN3RK1 w - - 1 15,0.0,w
r2qr1k1/ppb2ppp/2p2n2/2Pp1b2/PP1B1P2/4P3/3Q2PP/RN3RK1 w - - 2 17,0.0,w
r3r1k1/ppb1qppp/2p5/2Pp1b2/PP1BnP2/2N1P3/3Q2PP/R2R2K1 w - - 6 19,0.0,w
r3r1k1/ppb2ppp/2p5/2Pp4/PP1BbP1q/4P3/6PP/R1QR2K1 w - - 0 21,0.0,w
r5k1/ppb2ppp/2p5/2Ppr3/PP2bPq1/4P3/3R2PP/R1Q3K1 w - - 0 23,0.0,w
4r1k1/pp3ppp/2p5/2Ppb3/PP2b1q1/4P3/R2R2PP/2Q3K1 w - - 2 25,0.0,w
4r1k1/pp3ppp/2p5/2Pp4/Pb2b1q1/4P3/R2R1QPP/6K1 w - - 0 27,0.0,w
4r1k1/pp3ppp/2p5/2Pp1q2/Pb2b3/4P3/R2R2PP/5KQ1 w - - 4 29,0.0,w
6k1/pp3ppp/2p5/P1Pp1q2/1b6/4r3/R2R2bP/4K1Q1 w - - 0 31,0.0,w
rnbqk2r/pp3ppp/2pb1n2/2P1p3/3p4/4P3/PPQPBPPP/RNB2RK1 w kq - 0 7,1.0,w
rnb4r/pp2kppp/2pq1n2/4p3/3p4/N3P3/PPQPBPPP/R1B2RK1 w - - 2 9,1.0,w
rnb4r/pp2kppp/2pq1n2/4N3/3p4/4P3/PPQPBPPP/R1B2RK1 w - - 1 11,1.0,w
rn5r/pp2kppp/2pq1n2/8/3P2b1/5N2/PPQPBPPP/R1B2RK1 w - - 3 13,1.0,w
rn3k1r/pp3ppp/2pq1n2/4Nb2/3P4/8/PPQPBPPP/R1B1R1K1 w - - 7 15,1.0,w
r4k1r/pp1n1ppp/2pq4/5Q2/3P4/8/PP1PBPPP/R1B1R1K1 w - - 0 17,1.0,w
4rk1r/pp3ppp/2pq1n2/5Q2/3P4/3P2P1/PP2BP1P/R1B1R1K1 w - - 1 19,1.0,w
6kr/pp3ppp/2pq1n2/5QB1/3P4/3P2P1/PP2RP1P/R5K1 w - - 1 21,1.0,w
6kr/pp3p1p/2p2p2/8/3q4/3P1QP1/PP2RP1P/R5K1 w - - 0 23,1.0,w
5k1r/pp3p1p/2p2p2/3q4/8/3P1QP1/PP2RPKP/1R6 w - - 4 25,1.0,w
7r/pp3pkp/5p2/3p4/8/3P2P1/PP2RPKP/2R5 w - - 2 27,1.0,w
1r6/pp1R1p1p/5pk1/3p4/8/3P2P1/PP2RPKP/8 w - - 6 29,1.0,w
1r6/pp3p1p/5k2/3R1p2/8/3P1KP1/PP2RP1P/8 w - - 2 31,1.0,w
6r1/pp3p1p/3R4/4Rpk1/8/3P1KP1/PP3P1P/8 w - - 6 33,1.0,w
8/pp3p1p/3R4/5Rrk/7P/3P1KP1/PP3P2/8 w - - 1 35,1.0,w
3r2k1/pb3ppp/1p2rn2/4q3/2B1P2n/p5NP/4QPP1/2R1R1K1 w - - 0 29,1.0,w
3r2k1/pb3ppp/1p2qn2/8/4P2n/4Q1NP/p4PP1/2R1R1K1 w - - 0 31,1.0,w
3r2k1/pb3ppp/1p1q1n2/8/4PQ2/6NP/p4PK1/2R1R3 w - - 1 33,1.0,w
3r2k1/pb3ppp/1p3n2/6q1/4P3/5QNP/p3RPK1/2R5 w - - 5 35,1.0,w
2qr2k1/pb3ppp/1p3n2/8/4P2P/5QN1/R4PK1/8 w - - 1 37,1.0,w
6k1/1q1r1ppp/1p3n2/8/4P2P/5QN1/5PK1/8 w - - 0 39,1.0,w
5k2/3r1ppp/1pq2n2/7P/4P3/6N1/4QPK1/8 w - - 1 41,1.0,w
5k2/2qr1p1p/1p3n1p/8/4P3/5PN1/4Q1K1/8 w - - 1 43,1.0,w
3q4/3r1pkp/1p3n1p/8/4P3/Q4PN1/6K1/8 w - - 5 45,1.0,w
3q3k/5p1p/1p3n1N/8/4P3/Q4P2/3r2K1/8 w - - 1 47,1.0,w
2q4k/5p1p/1p5N/7n/4P3/Q4P1K/3r4/8 w - - 5 49,1.0,w
2q5/5pkp/1p6/7n/4P1N1/5P1K/Q7/8 w - - 1 51,1.0,w
2q5/6kp/1Q3p2/8/4PnN1/5P1K/8/8 w - - 1 53,1.0,w
5q2/6kp/1Q3p2/3P4/6NK/5P2/8/8 w - - 1 55,1.0,w
5q2/5k2/5p1Q/3P3p/6NK/5P2/8/8 w - - 2 57,1.0,w
8/5q2/8/3P3p/5PNK/8/8/8 b - - 0 59,1.0,b
8/8/8/3P3K/5q2/8/8/8 b - - 1 61,1.0,b
rnbq1rk1/ppb2ppp/2p2n2/2Ppp3/1P6/2N1P3/P1QPBPPP/R1B2RK1 b - - 2 8,1.0,b
r1bq1rk1/ppbn1ppp/2p2n2/2P1p3/1P1P4/2N5/PBQPBPPP/R4RK1 b - - 0 10,1.0,b
r1bqr1k1/ppbn1ppp/2p2n2/2P5/NP1p4/5B2/PBQP1PPP/R4RK1 b - - 3 12,1.0,b
r2qr1k1/ppb2ppp/2p2n2/2P1nQ2/NP1p4/8/PB1P1PPP/R2B1RK1 b - - 0 14,1.0,b
r2qr1k1/ppb2p1p/2p2np1/2P5/NPnp4/7Q/P2P1PPP/R1BB1RK1 b - - 3 16,1.0,b
r2qr1k1/pp3p1p/2p2np1/2P5/NP1p1b2/1B5Q/P2B1PPP/R4RK1 b - - 0 18,1.0,b
r2qr1k1/pp3p1p/2p2np1/2P5/NP1p1b2/1B3Q2/P4PPP/RR4K1 b - - 3 20,1.0,b
r2q2k1/pp3p1p/2p2n2/2P1r1p1/NP1p1b2/1B3QP1/P4P1P/R2R2K1 b - - 0 22,1.0,b
r2q4/pp3pkp/2p2n2/2P1r3/NP1p1Q2/1B6/P4P1P/R2R2K1 b - - 0 24,1.0,b
r5q1/pp3pkp/2p2n2/2P1Q3/NP1R4/1B6/P4P1P/R5K1 b - - 0 26,1.0,b
r6k/pp3pqp/2p2n2/2P5/NP1R4/1B4Q1/P4P1P/R4K2 b - - 4 28,1.0,b
r5k1/pp3p1p/2p2n2/2P5/NP1R4/1B4P1/P4P2/3R1K2 b - - 2 30,1.0,b
4r3/pp3pkp/2p2n2/2P5/1P1R4/1BN3P1/P4PK1/3R4 b - - 6 32,1.0,b
4r3/1p3pkp/2p2n2/P1P5/3R4/1BN3P1/P4PK1/7R b - - 0 34,1.0,b
8/4rpkp/p1p2n2/2P5/R7/1BN3P1/P4PK1/7R b - - 1 36,1.0,b
8/5pkp/R1p2n2/2r5/N7/1B4P1/P4PK1/7R b - - 1 38,1.0,b
8/5pkp/2R2n2/6r1/N7/1B3KP1/P4P2/7R b - - 2 40,1.0,b
8/5pkp/8/5r2/N3n3/1B4P1/P1R2PK1/7R b - - 6 42,1.0,b
8/5pkp/8/8/N7/1B4P1/P4K2/7R b - - 0 44,1.0,b
8/5pkp/8/8/8/1BN1K1P1/P7/7R b - - 4 46,1.0,b
8/5p1R/8/6k1/8/2N1K1P1/P1B5/8 b - - 0 48,1.0,b
8/5pR1/8/7k/5K2/2N3P1/P1B5/8 b - - 4 50,1.0,b
8/7R/5p1k/8/5K2/P1N3P1/2B5/8 b - - 2 52,1.0,b
r3r1k1/pp1b1ppp/2pq1n2/4n3/3N3P/1P2P3/P4PP1/1BRQ1RK1 b - - 0 17,1.0,b
r3r1k1/pp3ppp/2pq1n2/4n2b/3N3P/1P2PP2/P1Q3P1/1BR2RK1 b - - 2 19,1.0,b
r3rq1k/pp3ppp/2p2n2/4nQ1b/3N3P/1P2PP2/P5P1/1BRR2K1 b - - 6 21,1.0,b
r3rq1k/pp3ppp/5nb1/2p1n1Q1/7P/1P2PP2/P3N1P1/1BRR2K1 b - - 3 23,1.0,b
r3rq1k/pp3ppp/5nn1/2p3Q1/7P/1P2PP2/P3N1P1/2RR2K1 b - - 2 25,1.0,b
r4q1k/pp3ppp/5nn1/2p5/7P/1P2rP2/P3N1P1/2RRQ1K1 b - - 1 27,1.0,b
r4q1k/pp3ppp/5n2/2p5/7n/1P3P2/PQ4P1/2RR2K1 b - - 1 29,1.0,b
r4qk1/pp3ppp/5nn1/2p5/8/1P3P2/PQR2KP1/3R4 b - - 5 31,1.0,b
4rqk1/pp3ppp/5nn1/8/2R5/1P3P2/PQ1R1KP1/8 b - - 0 33,1.0,b
4r1k1/pp3ppp/5nn1/8/2R5/1P3P2/P3QKP1/8 b - - 0 35,1.0,b
5k2/pp3ppp/5nn1/8/1R6/1P3P2/P3K1P1/8 b - - 2 37,1.0,b
5k2/pR3ppp/8/3n4/5n2/1P3P2/P4KP1/8 b - - 2 39,1.0,b
5k2/1R3ppp/p7/8/5n2/1P2nP2/P4KP1/8 b - - 3 41,1.0,b
4k3/R4ppp/p7/8/5n2/1P3P2/P4Kn1/8 b - - 3 43,1.0,b
8/3k1ppp/8/8/R4n2/1P3P2/P4Kn1/8 b - - 2 45,1.0,b
8/3k1ppp/8/8/R7/1P2nPK1/P7/8 b - - 2 47,1.0,b
8/3k1ppp/3n4/8/RP4K1/5P2/P7/8 b - - 0 49,1.0,b
8/5ppp/1k1n4/7R/1P4K1/5P2/P7/8 b - - 4 51,1.0,b
8/5p2/3n2p1/1k6/1P4K1/5P2/P7/7R b - - 2 53,1.0,b
8/5p2/3n2p1/6K1/2k5/5P2/P7/3R4 b - - 3 55,1.0,b
8/5p2/3n1Kp1/1k6/8/5P2/P7/2R5 w - - 7 58,1.0,w
8/4Kp2/8/1k4p1/2n2P2/8/P7/2R5 w - - 0 60,1.0,w
8/4Kp2/8/4n1P1/2k5/8/P7/1R6 w - - 3 62,1.0,w
8/5p2/3K4/4n1P1/4k3/8/P7/3R4 w - - 7 64,1.0,w
8/5p2/3K4/4R1P1/5k2/8/P7/8 w - - 1 66,1.0,w
8/5p2/3K4/3R2P1/8/5k2/P7/8 w - - 5 68,1.0,w
8/5K2/8/3k2P1/8/8/P7/8 w - - 0 70,1.0,w
8/5KP1/8/3k4/8/8/P7/8 w - - 1 72,1.0,w
6Q1/8/4K3/8/3k4/8/P7/8 w - - 3 74,1.0,w
8/8/3K4/8/6Q1/4k3/P7/8 w - - 7 76,1.0,w
8/8/8/4K3/3Q4/5k2/P7/8 w - - 11 78,1.0,w
8/7Q/8/4K3/8/8/P4k2/8 w - - 15 80,1.0,w
8/8/8/4K3/8/8/P3Q3/7k w - - 19 82,1.0,w
8/8/8/8/5K2/8/P2Q4/5k2 w - - 23 84,1.0,w
8/8/8/8/5K2/P7/5k2/2Q5 w - - 3 86,1.0,w
8/8/8/8/P4K2/8/2Q5/4k3 w - - 3 88,1.0,w
8/8/P7/8/5K2/8/2Q5/6k1 w - - 1 90,1.0,w
R7/8/8/8/5K2/8/2Q5/6k1 w - - 1 92,1.0,w
rn1q1rk1/ppb2ppp/2p2n2/2Pp1b2/1P2p3/P2PP3/1BQ1BPPP/RN3RK1 b - - 0 10,0.5,b
r3qrk1/ppb2ppp/n1p2n2/2Pp1b2/1P1Pp3/P1N1P3/1BQ1BPPP/R4RK1 b - - 2 12,0.5,b
r2bqrk1/p4ppp/p1p2n2/2Pp1b2/1P1Pp3/P1N1P3/1B2QPPP/R4RK1 b - - 1 14,0.5,b
1r1bqrk1/p4ppp/2p2n2/pPPp1b2/3Pp3/P1N1P3/1B2QPPP/R3R1K1 b - - 0 16,0.5,b
1r1bqrk1/p4ppp/5n2/ppPp4/3Pp1b1/P1N1P2P/1BQ2PP1/R3R1K1 b - - 0 18,0.5,b
1r1bqrk1/p2b1ppp/5n2/1pPN4/p2Pp3/P3P2P/1B3PP1/R1Q1R1K1 b - - 0 20,0.5,b
1r2qrk1/p2b1ppp/5b2/1pPn4/p2Pp3/P3P2P/1B3PP1/RQ1R2K1 b - - 3 22,0.5,b
1rr3k1/p2b1ppp/4qb2/1pPn4/p2PP3/P3P2P/1B4P1/RQ1R2K1 b - - 0 24,0.5,b
1rr3k1/p2b1ppp/4qb2/1pP5/p2PP3/P6P/1B4K1/RQ2R3 b - - 0 26,0.5,b
1rr3k1/p2b1ppp/5b2/1pP5/p2PP3/P5q1/1B6/RQ2R2K b - - 3 28,0.5,b
1rr3k1/p2b1ppp/5b2/1pP5/p2PP3/P5q1/1B6/RQ2R2K b - - 7 30,0.5,b
1rr3k1/p2b1ppp/5b2/1pP5/p2PP1q1/P7/1B3K2/RQ2R3 b - - 11 32,0.5,b
1rr3k1/p2b1ppp/8/1pP3q1/p2PP2b/P2K4/1B6/RQ2R3 b - - 15 34,0.5,b
1rr3k1/p2b1ppp/6q1/1pP5/p2PP3/P2K4/1B6/R6Q b - - 2 36,0.5,b
1rr3k1/p4ppp/4b3/1pP5/p2PP3/P5q1/1B1K4/R5Q1 b - - 6 38,0.5,b
1rr3k1/p4ppp/4b3/2P5/pP1PP3/8/1B1K4/6R1 b - - 0 40,0.5,b
1rr3k1/p4ppp/4b3/2PP4/p3P3/2B5/3K4/6R1 b - - 0 42,0.5,b
1rr2k2/p4p1R/8/2Pb4/p3P3/2B5/3K4/8 b - - 0 44,0.5,b
1r3k1R/p4p2/8/2r5/p3b3/2B5/3K4/8 b - - 1 46,0.5,b
2R5/p3kp2/8/8/p3b3/2B5/3K4/8 b - - 0 48,0.5,b
8/p2k1p2/2b5/8/p1RB4/8/3K4/8 b - - 4 50,0.5,b
8/3k1p2/p7/1b1R4/p2B4/8/3K4/8 b - - 1 52,0.5,b
8/5R2/p1k5/1b6/3B4/p7/3K4/8 b - - 0 54,0.5,b
8/6B1/p4R2/1b1k4/8/8/p2K4/8 b - - 1 56,0.5,b
8/8/p7/1b3R2/4k3/8/3K4/B7 b - - 0 58,0.5,b
8/8/p7/1b6/4k3/8/3K4/B7 b - - 3 60,0.5,b
8/8/p7/1b6/4k3/8/1B1K4/8 b - - 7 62,0.5,b
8/8/p7/8/2b2k2/4B3/3K4/8 b - - 11 64,0.5,b
8/8/p7/3k4/2b5/8/3K4/6B1 b - - 15 66,0.5,b
6b1/8/p7/4k3/8/8/2K4B/8 b - - 19 68,0.5,b
6b1/8/p5k1/4B3/8/3K4/8/8 b - - 23 70,0.5,b
8/8/p5k1/3b4/8/3K4/1B6/8 b - - 27 72,0.5,b
8/5k2/p7/1b6/8/4K3/1B6/8 w - - 31 75,0.5,w
8/8/p3k3/1b6/3B4/8/5K2/8 b - - 35 77,0.5,b
8/8/p7/1b6/4k3/2B5/5K2/8 b - - 39 79,0.5,b
8/8/p7/5k2/2b5/6K1/8/B7 b - - 43 81,0.5,b
8/8/p7/3b4/5k2/2B5/5K2/8 b - - 47 84,0.5,b
8/8/p1b5/6k1/8/4K3/8/B7 b - - 51 86,0.5,b
b7/8/p5k1/8/3K4/8/1B6/8 w - - 55 89,0.5,w
b7/8/K7/5k2/8/8/1B6/8 b - - 0 91,0.5,b
3rr1k1/p3qppp/1pp1bn2/4n3/8/1P2P1NP/P1Q2PP1/1BRR2K1 w - - 6 21,0.0,w
4r1k1/p1q2ppp/1pp1bn2/4n3/8/1PQ1P1NP/P4PP1/1BRr2K1 w - - 0 23,0.0,w
4r1k1/p1q1nppp/1pp1bn2/8/8/1PQ1P1NP/P1B2PP1/3R2K1 w - - 3 25,0.0,w
4r1k1/p1q1nppp/1pp1bn2/8/3Q4/1P2P1NP/P1BR1PP1/6K1 w - - 7 27,0.0,w
1q2r2k/p3nppp/1pp1bn2/8/4B2Q/1P2P1NP/P2R1PP1/6K1 w - - 11 29,0.0,w
1q2r2k/p3n1pp/1pp1b3/5p1Q/4B3/1P2P2P/P2R1PP1/6K1 w - f6 0 31,0.0,w
2q1r2k/p5pp/1pp1b3/5n2/8/1P2P2P/P2RQPP1/6K1 w - - 2 33,0.0,w
2q1r2k/p5pp/1pp5/8/6P1/1P2n2P/3RQP2/6K1 w - - 0 35,0.0,w
2q1r3/p4kpp/1pp5/8/6P1/1P2P2P/2R1Q3/6K1 w - - 3 37,0.0,w
4r3/p2qk1pp/1pp5/8/6P1/1P2P2P/R7/5QK1 w - - 7 39,0.0,w
r7/p3k1pp/1pp1q3/8/1P4P1/4P2P/R7/2Q3K1 w - - 1 41,0.0,w
r7/p3k1pp/1pp5/8/1P4P1/4P1KP/q7/2Q5 w - - 0 43,0.0,w
r5q1/p1Q3pp/1p2k3/8/1P4P1/4P1KP/8/8 w - - 3 45,0.0,w
6r1/p3k1pp/1p6/8/1P4P1/4P1KP/8/8 w - - 0 47,0.0,w
4r3/p4kpp/1p6/8/1P4P1/4PK1P/8/8 w - - 4 49,0.0,w
3r4/p5pp/1p4k1/8/1P4P1/4P2P/3K4/8 w - - 8 51,0.0,w
4r3/p4kpp/1p6/8/1P4P1/4P2P/4K3/8 w - - 12 53,0.0,w
4r3/p4kpp/1p6/8/1P2K1P1/4P2P/8/8 w - - 16 55,0.0,w
8/p4kpp/1pr5/8/1P1KP1P1/7P/8/8 w - - 1 57,0.0,w
8/p4kpp/1p6/1r6/4P1P1/4K2P/8/8 w - - 0 59,0.0,w
8/p4kpp/1p6/6P1/2r1P2P/4K3/8/8 w - - 1 61,0.0,w
2r5/p4k1p/1p4pP/6P1/4P3/4K3/8/8 w - - 0 63,0.0,w
2r5/p3k2p/6pP/1p2P1P1/8/8/4K3/8 w - - 0 65,0.0,w
2r5/p3k2p/4P1pP/6P1/8/1p2K3/8/8 w - - 0 67,0.0,w
2r5/p3k2p/4P1pP/6P1/8/4K3/8/1q6 w - - 0 69,0.0,w
2r5/p6p/4k1pP/6P1/8/3q2K1/8/8 w - - 2 71,0.0,w
8/p6p/4k1pP/6P1/8/8/2r1q3/4K3 b - - 6 73,0.0,b
