fen,outcome,side_to_move
2r2k1r/pp2bppp/4bN2/q3Q3/5B2/1B3P2/PPP3PP/2KR3R b - - 0 15,0.0,b
2r2k1r/pp3ppp/4Bb2/4B3/8/5P2/PPP3PP/2KR3R b - - 0 17,0.0,b
2r2k1r/pp1R3p/4pp2/8/8/5P2/PPP3PP/2K4R b - - 1 19,0.0,b
2r2k2/p6R/4pp2/8/8/5P2/PPP3rP/2K4R b - - 0 21,0.0,b
5k1R/p7/4pp2/8/8/5P2/Pr4rP/3K3R b - - 1 23,0.0,b
8/p1R5/4ppk1/8/8/5P2/Pr4rP/3K3R b - - 5 25,0.0,b
8/p7/4ppk1/8/8/5P1P/6r1/r1RK3R b - - 2 27,0.0,b
8/p7/4p1k1/5p2/7P/5P2/6r1/2K4R b - - 0 29,0.0,b
8/8/4p1k1/p7/5p1P/5P2/3R2r1/2K5 b - - 1 31,0.0,b
8/8/4p3/p6k/5p1P/2K2P2/8/8 b - - 2 33,0.0,b
8/8/4p3/8/K4p1k/5P2/8/8 b - - 0 35,0.0,b
8/8/4p3/8/2K2p2/5k2/8/8 b - - 1 37,0.0,b
8/8/8/4K3/4pp2/5k2/8/8 b - - 1 39,0.0,b
8/8/8/4K3/5p2/4p3/5k2/8 b - - 3 41,0.0,b
8/8/8/8/4K3/5p2/4pk2/8 b - - 1 43,0.0,b
8/8/4K3/8/8/6k1/4pp2/8 b - - 1 45,0.0,b
8/2K5/8/8/8/6k1/8/4qq2 b - - 1 47,0.0,b
2K5/8/8/3q4/8/6k1/8/5q2 b - - 5 49,0.0,b
1K6/8/8/2q5/8/6k1/8/5q2 b - - 9 51,0.0,b
8/8/K7/2q5/8/6k1/8/1q6 b - - 13 53,0.0,b
8/8/K7/2q5/8/6k1/8/1q6 b - - 17 55,0.0,b
rnbqk2r/pp3ppp/2pb1n2/3pp3/2P5/1P1BPN2/PB1P1PPP/R2QK2R b KQkq - 3 6,0.0,b
rnbqk2r/pp3ppp/2pb1n2/3P4/8/1P1BPP2/PB1P1P1P/R2QK2R b KQkq - 0 8,0.0,b
r1bqk2r/pp3pRp/2nb1n2/3p4/8/1P1BPP2/PB1P1P1P/R2QK3 b Qkq - 0 10,0.0,b
r1b1k2r/pp2qpRp/3b1n2/1B1p4/1n6/1P2PP2/PB1P1P1P/R1Q1K3 b Qkq - 4 12,0.0,b
r6r/pp1kqpRp/3b1B2/3p4/1n6/1P2PP2/P2P1P1P/R1Q1K3 b Q - 0 14,0.0,b
r6r/pp1k1pRp/3b1q2/3p4/8/1PQnPP2/P2P1P1P/R4K2 b - - 1 16,0.0,b
r6r/pp1k1pRp/8/3p4/8/1P1QPq2/P2P1P1b/4RK2 b - - 1 18,0.0,b
r6r/pp1k1pRp/8/8/3p4/1P1QP3/P2P1P1b/5R2 w - - 0 21,0.0,w
r6r/1p3R1p/p2k4/8/3P4/1P1Q4/P2P1P1b/5R2 w - - 0 23,0.0,w
r7/7r/3k4/p7/3P4/1P1Q4/P2P1P1b/5R2 w - - 0 25,0.0,w
r7/8/8/p7/3k4/1P6/P2P1P1Q/5R2 w - - 0 27,0.0,w
8/8/8/8/r2k4/P7/3P1P1Q/5R2 w - - 0 29,0.0,w
8/8/8/8/3k4/3r1P2/7Q/5R2 w - - 0 31,0.0,w
8/8/8/3k1P2/8/8/7Q/3r1R2 w - - 1 33,0.0,w
8/8/8/5k2/8/8/8/3R3Q w - - 0 35,0.0,w
8/8/3k4/8/8/8/8/R6Q w - - 4 37,0.0,w
8/8/3k4/8/8/8/8/R6Q w - - 8 39,0.0,w
8/8/8/5k2/8/8/8/R6Q w - - 12 41,0.0,w
r2qr1k1/pp1nbppp/2p1bn2/3pp3/4P3/2PP1P2/PPBNQ1PP/R1B2R1K b - - 4 11,1.0,b
r2qr1k1/pp1nbppp/2p1bn2/8/3pP3/3P1P2/PPBN1QPP/R1B2R1K b - - 1 13,1.0,b
r1q1r1k1/pp1nbppp/4bn2/2p5/3pPB2/1N1P1P2/PPB2QPP/R4R1K b - - 1 15,1.0,b
r1q1rk2/pp1nbppp/4b3/2p4n/3pP3/1N1P1P2/PPBB1QPP/2R2R1K b - - 5 17,1.0,b
r1q1rk2/pp1nbppp/4bn2/8/3pP3/1B1P1P2/PP1B1QPP/2R2R1K b - - 1 19,1.0,b
r2qrk2/pp1nb1pp/4pn2/6B1/3pP3/3P1P2/PP3QPP/2R2R1K b - - 1 21,1.0,b
r3rk2/pp2b1pp/1q2pn2/4n1B1/3pP3/3P1P2/PPR2QPP/3R3K b - - 5 23,1.0,b
2r2k2/pp2b1pp/1q2pn2/4n1B1/3pP3/3P1P2/PP3QPP/3R2K1 b - - 1 25,1.0,b
2r2k2/pp2B1pp/1q2p3/7n/3pP3/3R1P2/PP3QPP/6K1 b - - 0 27,1.0,b
2r5/pp2k1pp/4p3/7n/3RP3/5P2/PP4PP/6K1 b - - 0 29,1.0,b
8/pp2k1pp/4p3/7n/3RP3/5P2/PPr3PP/4K3 b - - 4 31,1.0,b
8/pp2k1pp/4p3/7n/4P3/5P2/P2K2PP/8 b - - 0 33,1.0,b
8/pp2k1pp/4p3/8/4PP2/6Pn/P2K3P/8 b - - 0 35,1.0,b
8/pp4pp/2k1p3/8/4PP2/5KPn/P6P/8 b - - 4 37,1.0,b
8/pp4pp/4p3/8/1k2PP2/6PK/P6P/8 b - - 0 39,1.0,b
8/pp4pp/4p3/4PP2/8/6PK/k6P/8 b - - 0 41,1.0,b
8/pp2P1pp/8/8/5p2/6PK/k6P/8 b - - 0 43,1.0,b
4Q3/pp4pp/8/8/5P2/7K/k6P/8 b - - 0 45,1.0,b
8/pp4pp/8/4Q3/5P2/7K/3k3P/8 w - - 4 48,1.0,w
8/6Qp/pp6/8/5P2/6K1/3k3P/8 w - - 0 50,1.0,w
8/1Q6/p7/8/1p3P2/6K1/3k3P/8 w - - 0 52,1.0,w
8/8/p7/8/5P2/Q5K1/2k4P/8 w - - 3 54,1.0,w
8/8/Q7/5P2/8/2k3K1/7P/8 w - - 1 56,1.0,w
8/5P2/Q7/8/8/2k3K1/7P/8 w - - 1 58,1.0,w
8/8/Q7/4k3/8/6K1/7P/5Q2 w - - 3 60,1.0,w
8/8/Q7/4k3/8/3Q2K1/7P/8 w - - 7 62,1.0,w
8/8/Q7/8/8/4k1KP/8/3Q4 w - - 1 64,1.0,w
rnbqk2r/ppb2ppp/2p2n2/2P1p3/1P1p4/4P3/P1QPBPPP/RNB2RK1 w kq - 0 8,1.0,w
r1bqk2r/ppb2ppp/B1p2n2/2P1p3/1P6/N3p3/P1QP1PPP/R1B2RK1 w kq - 0 10,1.0,w
r2qk2r/ppb2ppp/2p1b3/2Pnp3/1PB5/N3P3/P1QP2PP/R1B2RK1 w kq - 3 12,1.0,w
r2qk2r/ppb2ppp/2p1b3/2P1p3/2B1P3/N1Q5/n2P2PP/R1B2RK1 w kq - 0 14,1.0,w
r3k2r/ppb2ppp/2p5/2P1p3/2QqP3/N7/R2P2PP/2B2RK1 w kq - 1 16,1.0,w
r6r/ppb2kpp/2p5/2P5/3pP3/N7/R2P2PP/2B3K1 w - - 0 18,1.0,w
7r/pRb1rkpp/2p5/2P5/3pP3/N7/3P2PP/2B3K1 w - - 1 20,1.0,w
7r/p3rkpp/2p5/2P5/2NpP3/8/3P2PP/2B3K1 w - - 2 22,1.0,w
5r2/p3r1pp/2pN2k1/2P5/3pP3/6P1/3P3P/2B3K1 w - - 1 24,1.0,w
5r2/p5pp/2pNr1k1/2P5/4P1P1/3p4/1B1P3P/6K1 w - - 1 26,1.0,w
8/p5pp/2pNr1k1/2P5/1r1BP1P1/3p4/3P2KP/8 w - - 5 28,1.0,w
5r2/p5pp/2pNr1k1/2P5/3BP1P1/3p4/3P2KP/8 w - - 9 30,1.0,w
1r6/p5pp/2pNr3/2P3k1/4P1P1/3p2K1/3P3P/6B1 w - - 13 32,1.0,w
8/pr4pp/2pP4/6k1/3BP1P1/3p2K1/3P3P/8 w - - 1 34,1.0,w
8/1r4pp/p2P4/2B1P1k1/6P1/3p2K1/3P3P/8 w - - 0 36,1.0,w
1r6/3P2pp/p3P3/2B3k1/6P1/3p2K1/3P3P/8 w - - 1 38,1.0,w
1r6/3PP1p1/p7/2B2k1P/8/3p2K1/3P3P/8 w - - 1 40,1.0,w
3Q4/6p1/8/p1B2k1P/8/3p2K1/3P3P/8 w - - 0 42,1.0,w
8/6p1/8/p1B3kP/Q7/3p2K1/3P3P/8 w - - 4 44,1.0,w
8/6p1/6Q1/p1B1k2P/8/3p2K1/3P3P/8 w - - 8 46,1.0,w
8/6p1/4Q3/p1B4P/4k3/3p2KP/3P4/8 b - - 0 48,1.0,b
r1bq1rk1/ppppppbp/2n2np1/8/PP6/5NP1/2PPPPBP/R1BQK2R w KQ - 1 6,1.0,w
r1bq1rk1/ppppppbp/5np1/3n4/P7/5NP1/1BPPPPBP/1R1QK2R w K - 2 8,1.0,w
r1bqr1k1/pppppp1p/5npb/3n4/P7/2P2NP1/1B1PPPBP/1R1Q1K1R w - - 1 10,1.0,w
1rbqr1k1/pppppp1p/1n3npb/8/P1P5/3P1NP1/1B2PPBP/1R1Q1K1R w - - 1 12,1.0,w
1rbqr1k1/pppppp1p/5n1b/P5p1/2P5/5NP1/1B2PPBP/1R1Q1K1R w - - 0 14,1.0,w
1rbqr1k1/pppp1p1p/5p1b/P7/2P3p1/5NP1/4PPBP/1R1Q2KR w - - 0 16,1.0,w
1rbqr1k1/pppp1pbp/8/P4N2/2P3p1/6P1/4PPBP/1R1Q2KR w - - 1 18,1.0,w
1rbqr3/pppp1p1p/6k1/P7/2PQ2p1/6P1/4PPBP/1R4KR w - - 2 20,1.0,w
1rb1r3/Qpp2p1p/5qk1/P2p4/2P3p1/4P1P1/5PBP/1R4KR w - d6 0 22,1.0,w
1Q2r3/1bp2p1p/5qk1/P7/2p3p1/4P1P1/5P1P/1R4KR w - - 0 24,1.0,w
4r3/2p2p1p/2Q1q1k1/P7/2p3p1/4P1P1/5P1P/1R4KR w - - 3 26,1.0,w
4r3/5p1p/6k1/P7/4q1p1/2Q1P1P1/5P1P/1R4KR w - - 1 28,1.0,w
8/7p/4p1k1/P7/4q1p1/2Q1P1P1/5P1P/6KR w - - 0 30,1.0,w
8/7p/4p1k1/P4q2/6p1/2Q1P1PP/5P1K/7R w - - 3 32,1.0,w
5q2/7p/4p1k1/P7/6P1/2Q1P1PK/8/7R w - - 2 34,1.0,w
8/6kp/4pq2/P7/6P1/4P1PK/1Q6/7R w - - 6 36,1.0,w
8/7p/4p1k1/P4q2/6P1/4P1PK/8/1Q5R w - - 10 38,1.0,w
8/5k1p/P7/5p2/8/4P1PK/8/1Q5R w - - 1 40,1.0,w
8/3k3p/P7/8/8/4P1PK/8/1Q5R w - - 3 42,1.0,w
8/P6Q/8/4k3/8/4P1PK/8/7R w - - 1 44,1.0,w
8/7Q/3k4/8/4Q3/4P1PK/8/7R w - - 3 46,1.0,w
rnbqk1nr/ppp2ppp/3b4/3pp3/8/1P2PQ2/PBPP1PPP/R3KBNR b KQkq - 3 4,0.0,b
rnbqk2r/ppp2ppp/3b1n2/1B1p4/4p3/1P2P3/PBPP1PPP/R2QK1NR b KQkq - 3 6,0.0,b
rn1q3r/pppk1ppp/3b1n2/3p4/4p3/1P2P2N/PBPP1PPP/R2QK2R b KQ - 1 8,0.0,b
r2q3r/pppk1ppp/2nb1n2/3p4/8/1P1QP2N/PBP2PPP/R3K2R b KQ - 0 10,0.0,b
r3q2r/pppk1ppp/2n2n2/1Q1p4/1b6/1P2P2N/PBP1KPPP/R6R b - - 4 12,0.0,b
r3q2r/pppk1p1p/2nb1p2/3Q4/8/1P2P2N/P1P1KPPP/R6R b - - 0 14,0.0,b
r3q1r1/pQpk1p1p/3b1p2/8/1n6/1P2P2N/P1P1KPPP/3R3R b - - 0 16,0.0,b
r3q1r1/1Qpk1p1p/3b1p2/8/1n6/1P2P2N/P1P1KPPP/3R3R b - - 2 18,0.0,b
4q1r1/2pk1p1p/3b1p2/8/1Q6/1P2P2N/2r2PPP/3RK2R b - - 1 20,0.0,b
2k1q3/2p2p1p/5R2/8/1Q6/1P2P2N/2r2PrP/4K2R b - - 0 22,0.0,b
2k1q3/2p2p1p/5R2/8/5Q2/1P2P2N/4KPrP/7r b - - 1 24,0.0,b
r4rk1/pp2ppbp/1qn1bnp1/2p5/3p1P2/Q1PP1NP1/PP1BP1BP/R4R1K b - - 5 11,0.0,b
r2r2k1/pp2ppbp/1qn1bnp1/2p5/5P2/Q1BP1NP1/PP2P1BP/R1R4K b - - 2 13,0.0,b
r2r2k1/pp2ppbp/1qn2np1/3b4/2P2P2/Q1B2NP1/PPR1P1BP/R6K b - - 0 15,0.0,b
r2R2k1/pp2ppbp/2n2np1/8/2P1bP2/Q1B2NP1/PP2PqBP/R6K b - - 0 17,0.0,b
3r3k/pp2ppbp/2n2Bp1/8/2P1bP2/1Q3NP1/PP2PqBP/R6K b - - 0 19,0.0,b
3r3k/pQ2pp1p/2n2bp1/8/2P2P2/5BP1/PP2Pq1P/R6K b - - 0 21,0.0,b
Q5k1/p3pp1p/2Br1bp1/8/2P2P2/6P1/PP2Pq1P/R6K b - - 2 23,0.0,b
8/p3ppkp/3r1bp1/2q5/B1P2P2/5QP1/PP2P2P/R6K b - - 6 25,0.0,b
8/p3ppkp/3r1bp1/2P5/q4P2/5QP1/PP2P1KP/R7 b - - 0 27,0.0,b
3r4/p3ppkp/6p1/2P5/q4P2/6P1/Pb2P1KP/R2Q4 b - - 1 29,0.0,b
8/p3ppkp/6p1/2P5/5P2/6P1/Pb2PK1P/3q4 b - - 1 31,0.0,b
8/p3ppkp/6p1/2P5/3b1PK1/6P1/P3P2P/7q b - - 5 33,0.0,b
8/p3ppkp/6p1/2b2P2/4q3/6PK/P3P2P/8 b - - 2 35,0.0,b
8/4ppkp/p7/2b2p2/P7/6PK/4q2P/8 w - - 0 38,0.0,w
5k2/p4p2/1p1n1p1p/1P1P3P/3K1PP1/P2B4/8/8 b - - 0 37,1.0,b
8/pn2kp2/1p3p1p/1P1P3P/5PP1/P2B4/4K3/8 b - - 4 39,1.0,b
8/pn3p2/1p1k3p/1P1P2PP/8/P2B4/4K3/8 b - - 0 41,1.0,b
8/p4p1P/1p1k4/1P1P3P/8/Pn1B4/4K3/8 b - - 0 43,1.0,b
7Q/p4p2/1p6/1P1k3P/8/P2BK3/8/2n5 w - - 2 46,1.0,w
8/p4p2/1p5Q/1P2k2P/8/P2B4/5K2/2n5 w - - 6 48,1.0,w
8/p4p2/1p5P/1P1k4/8/P2B4/5K2/2Q5 w - - 1 50,1.0,w
8/5p1P/pp1k4/1P6/2Q5/P2B4/5K2/8 w - - 0 52,1.0,w
8/3k1p2/1p3Q2/1p6/2Q5/P2B4/5K2/8 w - - 2 54,1.0,w
r2q1rk1/pp1nbppp/2p1bn2/3pp3/4P3/1BPPBP2/PP2Q1PP/RN3R1K b - - 2 10,0.0,b
r2q1rk1/pp2bppp/2p1bn2/2B1p3/4P3/1BPP4/PP2Q1PP/RN3R1K b - - 0 12,0.0,b
r2q1rk1/pp4pp/2p1pn2/2b1p3/4P3/2PP4/PP1NQ1PP/R4R1K b - - 1 14,0.0,b
r2q1rk1/1p4pp/pbp1pn2/4p3/4P3/1NPP1R2/PP2Q1PP/R6K b - - 3 16,0.0,b
r4r2/1pq2kpp/pbp1pR2/4p3/4P3/1NPP4/PP2Q1PP/5R1K b - - 0 18,0.0,b
r4r2/1pq4p/pbpkpp2/4p2Q/4P3/1NPP4/PP4PP/5R1K w - - 3 21,0.0,w
4rrk1/2p2qbn/1p1p2pp/pPnPp3/P3Pp2/R2P1PPB/7P/2BQ1R1K w - - 0 29,1.0,w
5rk1/2p1rqbn/3p2pp/pPpPp3/P3Pp2/3P1PPB/7P/2BQ1R1K w - - 0 31,1.0,w
5rk1/2p3bn/3pq1pp/pPp1p3/P3Pp2/3P1PP1/7P/2BQ1R1K w - - 0 33,1.0,w
r5k1/2p3bn/3pq1pp/pPp5/P3Pp2/3P1P2/3B3P/3Q1R1K w - - 2 35,1.0,w
r5k1/2p3bn/3p2pp/pP6/P1q1PB2/5P2/7P/3Q1R1K w - - 0 37,1.0,w
r5k1/5qbn/3p2pp/pP6/P3P3/5P2/7P/3Q2RK w - - 2 39,1.0,w
r5k1/6bn/3Q2pp/pP6/P3P3/8/6RP/5q1K w - - 2 41,1.0,w
r5k1/6b1/3Q1npp/pP2P3/P7/8/7P/5R1K b - - 0 43,1.0,b
6k1/5rb1/4QPpp/pP6/P7/8/7P/5R1K b - - 2 45,1.0,b
5bk1/2R2r2/4QP1p/pP4p1/P7/8/7P/7K b - - 1 47,1.0,b
2R4k/5Q2/5P1p/pP4p1/Pb6/8/7P/7K b - - 2 49,1.0,b
r2qk2r/pp1nbppp/2p1bn2/3pp3/4P3/1B1P1P2/PPPNQ1PP/R1B2R1K b kq - 6 9,0.5,b
r2qk2r/pp2bppp/2p1bn2/3pp3/4P3/1N1P1P2/PPP3PP/R1B1QR1K b kq - 0 11,0.5,b
r2q3r/pp1kbppp/2p1bn2/4p3/4P3/1NQP4/PPP3PP/R1B2R1K b - - 2 13,0.5,b
r4q1r/pp1k1ppp/2p1bn2/4Q1B1/1b2P3/1N1P4/PPP3PP/R4R1K b - - 0 15,0.5,b
r3kq1r/pp3p1p/2p1bQ2/8/1b2P3/1N1P4/PPP3PP/R4R1K b - - 0 17,0.5,b
r4q1r/ppk2p1p/2p1Q3/8/1b2P3/1N1P4/PPP2RPP/R6K b - - 0 19,0.5,b
5r1r/ppk4p/2p1p3/8/1b2P3/1N1P4/PPP3PP/3R3K b - - 1 21,0.5,b
3r3r/ppk1b2p/2p1p3/8/4P3/1NPP2P1/PP5P/3R3K b - - 0 23,0.5,b
6r1/ppk1b2p/2p1p3/8/4P3/1NPR2P1/PP5P/6K1 b - - 0 25,0.5,b
6r1/pp5p/1kp1p3/2b5/4P3/1NPR2P1/PP4KP/8 b - - 4 27,0.5,b
5b2/pp5p/1kp1p1r1/8/3NP3/2PR2P1/PP3K1P/8 b - - 8 29,0.5,b
8/pp4bp/1kp1r3/8/4P3/2PR1KP1/PP5P/8 b - - 1 31,0.5,b
8/pp2r2p/1kp5/4b3/4P3/2P3P1/PP4KP/3R4 b - - 5 33,0.5,b
8/pp2r2p/2p5/1k6/4P3/2P3P1/P4K1P/3R4 b - - 0 35,0.5,b
8/pp5p/2p5/8/2k1r3/2P3PP/P4K2/2R5 b - - 0 37,0.5,b
8/pp2r2p/8/2p5/2k5/1RP3PP/P4K2/8 w - - 3 40,0.5,w
8/1p2r2p/p7/2p5/8/R1Pk1KPP/P7/8 w - - 2 42,0.5,w
8/1p4rp/p7/2p5/5K2/1RP3PP/P1k5/8 w - - 6 44,0.5,w
8/7p/p7/2p5/4K3/2P3PP/Prk5/8 w - - 2 46,0.5,w
8/7p/p7/2p5/2P1K2P/r5P1/2k5/8 w - - 1 48,0.5,w
8/7p/p7/2p2K2/2P3PP/6r1/8/3k4 w - - 3 50,0.5,w
8/7p/p7/2p2KPP/2P5/2r5/2k5/8 w - - 1 52,0.5,w
8/6P1/p6p/2p2K1P/2r5/8/2k5/8 w - - 0 54,0.5,w
8/7Q/p6p/2p2K1P/3r4/8/2k5/8 w - - 3 56,0.5,w
8/8/7Q/p1p1K2P/8/3r4/2k5/8 w - - 0 58,0.5,w
8/8/1Q6/p1pK3P/8/3r4/2k5/8 w - - 4 60,0.5,w
8/8/1Q6/p6P/3K4/3r4/2k5/8 w - - 3 62,0.5,w
8/8/8/p1Q4P/4K3/2r5/2k5/8 b - - 7 64,0.5,b
8/7P/8/p6r/4K3/8/2k5/8 b - - 0 66,0.5,b
8/7P/8/7r/4K3/p7/2k5/8 b - - 1 68,0.5,b
7Q/8/8/7r/8/5K2/2k5/q7 b - - 0 70,0.5,b
8/6q1/8/7r/8/5K2/2k5/8 b - - 3 72,0.5,b
8/6q1/8/8/8/8/2k2K2/4r3 b - - 7 74,0.5,b
8/6q1/8/8/8/8/2k1K3/r7 b - - 11 76,0.5,b
8/6q1/8/8/8/8/2k1K3/2r5 b - - 15 78,0.5,b
8/6q1/8/8/8/8/2k1K3/1r6 b - - 19 80,0.5,b
8/6q1/8/8/8/8/2k2K2/4r3 b - - 23 82,0.5,b
3rr1k1/p3qppp/1p2bn2/2p5/7n/PP1BP1NP/4QPP1/2R1R1K1 w - - 3 25,1.0,w
3r2k1/pq2rppp/1p2bn2/1Bp5/7n/PP2P1NP/5PP1/2R1RQK1 w - - 7 27,1.0,w
6k1/p1q1rppp/1p2bn2/2p5/B6n/PP2P1NP/5PP1/2Rr1QK1 w - - 0 29,1.0,w
6k1/p1q1rppp/1p3n2/1Bpb4/8/PP2P1NP/5Pn1/2RQ2K1 w - - 0 31,1.0,w
6k1/p1q1rppp/1p6/1BpQ3n/8/PP2n2P/5P2/2R3K1 w - - 0 33,1.0,w
6k1/p3rppp/1p6/1BpQ3n/8/PP2P1qP/4K3/2R5 b - - 3 35,1.0,b
2r5/pp3pkp/5p2/3P4/1P6/P1nB4/2R2PPP/6K1 w - - 1 27,1.0,w
2r5/pp3pkp/5p2/3P4/1P6/P1nB1P2/2R2KPP/8 w - - 3 29,1.0,w
2r5/pp3pkp/5p2/3P4/1P6/P2BnPP1/2R3KP/8 w - - 3 31,1.0,w
8/pp3pkp/5p2/3P1B2/1P6/P1r2PP1/2n2K1P/8 w - - 2 33,1.0,w
8/pp1P1pkp/5p2/5B2/1P1n4/P4rP1/5K1P/8 w - - 0 35,1.0,w
3Q4/pp3pkp/5p2/5n2/1P6/r5P1/6KP/8 w - - 0 37,1.0,w
8/pp3pkp/5p2/8/1P4n1/r5P1/3Q1K1P/8 w - - 4 39,1.0,w
8/pp3pkp/5p2/4n3/1P6/3Q2P1/6KP/8 w - - 1 41,1.0,w
8/p4p1p/1p3p1k/4n3/QP6/6P1/6KP/8 w - - 2 43,1.0,w
8/5p1p/5p1k/1pQ5/1P6/3n2P1/6KP/8 w - - 2 45,1.0,w
8/5pkp/5p2/1p6/1P3Q2/6P1/6KP/8 w - - 1 47,1.0,w
5k2/5p1p/5Q2/1p6/1P6/6P1/6KP/8 w - - 1 49,1.0,w
8/5p1Q/4k3/1p6/1P6/6P1/6KP/8 w - - 1 51,1.0,w
8/5Q2/3k4/1p6/1P6/6P1/6KP/8 w - - 1 53,1.0,w
8/8/3k4/1Q6/1P6/6P1/6KP/8 w - - 1 55,1.0,w
8/5k2/8/6Q1/1P6/6P1/5K1P/8 w - - 5 57,1.0,w
3k4/8/8/4Q3/1P6/6P1/5K1P/8 w - - 9 59,1.0,w
8/6Q1/3k4/1P6/8/6P1/5K1P/8 w - - 3 61,1.0,w
8/1P4Q1/8/3k4/8/6P1/5K1P/8 w - - 1 63,1.0,w
1Q6/8/8/4Q3/8/3k2P1/5K1P/8 w - - 3 65,1.0,w
r2q1rk1/ppb2ppp/2p2nb1/2Pp1P2/1P1Bn3/3BP3/P1Q3PP/RN3RK1 b - - 0 14,0.0,b
r2qr1k1/ppb2ppp/2p2n2/2Pp1P1b/1P1Bn1P1/3BP2P/P1Q5/RN3RK1 b - g3 0 16,0.0,b
r2qr1k1/ppb2ppp/2p2n2/2Pp1P2/1P1B2P1/3BP1n1/P1Q5/RN1R2K1 b - - 2 18,0.0,b
r2qr1k1/pp3ppp/2p2n2/2Pp1P2/1P1P2P1/3B2n1/P4Q2/RN1R2K1 b - - 0 20,0.0,b
r1q1r1k1/pp3ppp/2p2n2/2Pp1P2/1P1PnQP1/3B4/P5K1/RN1R4 b - - 4 22,0.0,b
r1q1r1k1/pp3pp1/2p5/2Pp1P1n/1P1Pn3/3B4/P5KQ/RN1R4 b - - 1 24,0.0,b
r3r1k1/pp3pp1/2p5/2Pp3n/1P1PB1q1/8/P4K1Q/RN1R4 b - - 2 26,0.0,b
r3r3/pp3ppk/2p5/2Pp3n/1P1P4/8/P2N1K1Q/R2q4 b - - 1 28,0.0,b
r3r3/pp3ppk/2p5/2Pp3n/1P1q4/8/P4Q2/R5K1 b - - 1 30,0.0,b
r3r3/pp3ppk/2p2q2/2Pp3n/1P6/5Q2/P5K1/8 b - - 3 32,0.0,b
r3r3/pp3ppk/2p5/2Pp3n/1P6/5Q2/P5K1/1q6 b - - 7 34,0.0,b
r3r3/pp3ppk/2p5/2Pp3n/1Pq5/8/4Q3/5K2 b - - 3 36,0.0,b
r3r3/pp3ppk/2p5/2Pp3n/1P6/8/3q4/5K2 b - - 3 38,0.0,b
3rr1k1/p3qppp/1p2bnn1/2p5/8/PP2P1NP/4QPP1/1BR1R1K1 w - - 1 24,1.0,w
3rr1k1/p1q2ppp/1p3nn1/2p5/2Q5/PP2P1NP/5PP1/1B2R1K1 w - - 1 26,1.0,w
3rr1k1/p2q1pp1/1p3np1/2p5/2Q5/PP2P2P/4NPP1/4R1K1 w - - 0 28,1.0,w
2qr2k1/p4pp1/1p3nN1/2p5/2Q1r3/PP2P2P/5PP1/4R1K1 w - - 1 30,1.0,w
2qr2N1/p4pp1/1p6/2p5/4n3/PP2P2P/5PP1/4R1K1 b - - 0 32,1.0,b
6r1/p4pp1/1p6/2p5/4n3/PP2PP1P/8/4R1K1 b - - 0 34,1.0,b
3r4/p4pp1/1p6/8/2P1P3/P3P2P/8/4R1K1 b - - 0 36,1.0,b
8/5pp1/pp6/8/2P1P3/P3P2P/5K2/3r4 b - - 1 38,1.0,b
8/5pp1/8/pP6/P3P3/4P2P/5K2/3r4 b - - 0 40,1.0,b
8/6p1/8/pP3P2/P6P/4P3/5K2/3r4 b - - 0 42,1.0,b
8/8/6P1/pP6/P6P/4P3/4K3/5r2 b - - 2 44,1.0,b
8/8/6P1/pP6/P6P/4P3/4r3/2K5 b - - 6 46,1.0,b
8/6P1/8/pP6/P6P/4r3/1K6/8 b - - 0 48,1.0,b
3r2k1/pb3ppp/1p1r1n2/4q3/1PB1P2n/6NP/4QPP1/2R1R1K1 b - - 0 29,0.5,b
3r4/pbR2kpp/3r1n2/1p2q3/1P2P2n/6NP/4QPP1/4R1K1 b - - 1 31,0.5,b
3r4/pb1r1kpp/5nn1/1p2q3/1P2P3/6NP/4QPP1/2R1R1K1 b - - 5 33,0.5,b
3r1k2/pb1r2pp/5n2/Qp2q3/1P2P2n/6NP/5PP1/2R1R1K1 b - - 9 35,0.5,b
3r4/pb1r1kpp/5n2/QpR1q3/1P2P3/6NP/5PK1/4R3 b - - 2 37,0.5,b
3r4/p2r1kpp/2bq1n2/Q1R5/1P2P3/6NP/5PK1/4R3 b - - 2 39,0.5,b
3r4/p2r1kpp/3q4/Q1R5/1P2R3/7P/5PK1/8 b - - 0 41,0.5,b
3r4/p2r1kpp/3q4/Q4R2/1P4R1/7P/5PK1/8 b - - 4 43,0.5,b
3rk3/p3R1pp/3q4/Q4R2/1P6/7P/5PK1/8 b - - 0 45,0.5,b
8/3rk1pp/3q4/5R2/1P6/4Q2P/5PK1/8 b - - 2 47,0.5,b
3k4/3r2pp/2q5/4R3/1P6/4Q1KP/5P2/8 b - - 6 49,0.5,b
3k4/3r2pp/3q4/4R1Q1/1P6/7P/5P1K/8 b - - 10 51,0.5,b
8/2kr2pp/4R3/8/1q6/6QP/5P1K/8 b - - 1 53,0.5,b
8/2kr3p/4R3/8/1q6/6QP/5P1K/8 b - - 2 55,0.5,b
8/4R2p/2kr4/8/1q6/5Q1P/5P1K/8 b - - 6 57,0.5,b
1q6/7R/2k5/3r4/8/6QP/5P1K/8 b - - 2 59,0.5,b
8/7R/2k5/8/6K1/3r3P/5P2/8 b - - 2 61,0.5,b
8/1k6/4R3/8/6K1/r6P/5P2/8 b - - 6 63,0.5,b
8/1k2R3/8/5K2/8/7P/r4P2/8 b - - 10 65,0.5,b
