fen,outcome,side_to_move
8/1p4pp/p7/8/3k4/8/2K2r2/8 w - - 18 64,0.0,w
8/1p4pp/8/p7/3k4/8/7r/4K3 b - - 2 66,0.0,b
8/1p4pp/8/8/3k4/p7/7r/6K1 b - - 1 68,0.0,b
8/1p4pp/8/8/3k4/p7/7r/4K3 b - - 5 70,0.0,b
5rk1/1pb2pp1/p1p2r2/P1Pp1B1n/1P1R1P2/4P3/5KRP/8 w - - 1 32,1.0,w
5rk1/1pb2p2/p1p2rp1/P1Pp1BR1/1P1R1P2/8/5K1P/8 w - - 0 34,1.0,w
5rk1/1p3p2/2p2rp1/PpPp2R1/3R1b2/8/5K1P/1B6 w - - 0 36,1.0,w
5rk1/1p3p2/2p3p1/PpPp2R1/r7/6K1/7P/1B6 w - - 2 38,1.0,w
5rk1/1p6/2p3p1/rpPp4/6R1/6K1/7P/8 w - - 0 40,1.0,w
5r2/1p3k2/2p5/1pPp4/r5R1/6K1/7P/8 w - - 3 42,1.0,w
8/1p3r2/2p5/1pPp4/r7/6KP/8/8 b - - 0 44,1.0,b
r7/1p3r2/2p5/2Pp4/1p5P/8/6K1/8 b - - 2 46,1.0,b
r7/1p6/2p5/2Pp4/1p1r3P/8/7K/8 b - - 6 48,1.0,b
8/8/2p5/1pPp3P/1p1r4/8/r7/6K1 b - - 2 50,1.0,b
5rk1/1pb2pp1/p1p1r3/P1Pp1B1n/1P1B1P2/4Pn2/5KRP/3R4 b - - 2 30,0.0,b
5rk1/1pb1rpp1/p1p5/P1Pp1B1n/1P1R1P2/4PK2/6RP/8 b - - 2 32,0.0,b
4r1k1/1pb1rp2/p1p3B1/P1Pp3n/1P3P2/3RPK2/6RP/8 b - - 0 34,0.0,b
4rk2/1pb1r3/p1p3R1/P1Pp3n/1P3PK1/3RP3/7P/8 b - - 2 36,0.0,b
4r3/1pb2k1r/p1p3R1/P1Pp1P1n/1P6/3RPK2/7P/8 b - - 2 38,0.0,b
4r3/5k1r/p1p5/PPPp1P1n/8/3RPK2/7b/8 b - - 0 40,0.0,b
4r3/2b2k1r/P1p5/1pPp1P1n/8/4PK2/8/3R4 b - - 0 42,0.0,b
4r3/2b3nr/P1p2k2/1pPp4/8/4PK2/8/6R1 b - - 1 44,0.0,b
Q3r3/2b4r/2p2k2/1pnp4/8/4PK2/8/6R1 b - - 0 46,0.0,b
r7/2b5/2p2k2/1pnp4/8/4P2r/6K1/1R6 b - - 3 48,0.0,b
r3r3/2b5/2p2k2/1pnp4/8/5K2/8/1R6 b - - 3 50,0.0,b
4r3/2b5/2p2k2/1p1p4/4n3/r7/8/1R4K1 b - - 7 52,0.0,b
6r1/2b5/2p2k2/1p1p4/8/r7/3n4/1R2K3 b - - 11 54,0.0,b
6r1/2b5/2p2k2/1p1p4/8/r1nK4/8/8 b - - 3 56,0.0,b
6r1/8/2p2k2/1p1p4/3bn3/r7/8/8 w - - 0 60,0.0,w
5rk1/1pb2pp1/p1p1r3/P1Pp1bNn/1P1BnP2/3BP3/6RP/3R2K1 b - - 0 28,1.0,b
5rk1/1pb2pp1/p1p5/P1Pp1b1n/1P1BNP2/3BP3/6KP/3R4 b - - 0 30,1.0,b
5rk1/1pb2pp1/p1p5/P1P4n/1P2pP2/4P3/6KP/B2R4 b - - 1 32,1.0,b
2r3k1/1p3pp1/p1p5/P1P4n/1P2pP2/8/7P/B2R1K2 b - - 0 34,1.0,b
4r1k1/1p4p1/p1p2p2/PPP2P1n/4p3/8/7P/B2R1K2 b - - 0 36,1.0,b
1r4k1/1P4p1/2p2p2/1pP2P1n/4p3/8/7P/B2R1K2 w - - 0 39,1.0,w
1r6/1P2R1p1/2p2p1k/1pP2P1n/4p3/8/7P/B4K2 w - - 4 41,1.0,w
1r6/1PR3p1/2p2p2/1pP2P1n/4p1k1/8/7P/B5K1 w - - 8 43,1.0,w
1r6/1P4p1/2R2p2/1pP2k1n/3B4/4p3/7P/6K1 w - - 0 45,1.0,w
8/1r4p1/2R2p2/2P2k1n/1p6/4B3/5K1P/8 w - - 0 47,1.0,w
8/6p1/1P3p2/5k2/1p3n2/4B3/5K1P/8 w - - 1 49,1.0,w
8/1P4p1/5p2/5k2/5B2/8/1p3K1P/8 w - - 0 51,1.0,w
8/6p1/5p2/8/5k2/8/5K1P/1Q6 w - - 0 53,1.0,w
8/6Q1/5p2/5k2/8/8/5K1P/8 w - - 1 55,1.0,w
8/8/5p2/4k3/6Q1/8/5K1P/8 w - - 5 57,1.0,w
8/8/4kp2/8/8/6Q1/5K1P/8 w - - 9 59,1.0,w
6Q1/8/5p2/5k2/8/5K2/7P/8 w - - 13 61,1.0,w
8/3Q4/8/4kp2/8/5K2/7P/8 w - - 0 63,1.0,w
8/8/8/3k4/5Q2/5K2/7P/8 w - - 1 65,1.0,w
8/4Q3/8/3k4/8/5K2/7P/8 w - - 5 67,1.0,w
8/8/8/2k5/4Q3/8/5K1P/8 w - - 9 69,1.0,w
8/8/8/5Q2/2k5/8/5K1P/8 w - - 13 71,1.0,w
8/8/1k6/4Q3/8/8/5K1P/8 w - - 17 73,1.0,w
8/8/k7/3Q4/8/8/5K1P/8 w - - 21 75,1.0,w
k7/8/8/1Q6/8/8/5K1P/8 w - - 25 77,1.0,w
k7/8/8/1Q6/8/8/5K1P/8 w - - 29 79,1.0,w
k7/8/8/1Q5P/8/8/5K2/8 w - - 1 81,1.0,w
k7/7P/8/1Q6/8/8/5K2/8 w - - 1 83,1.0,w
8/k6P/8/1Q6/8/8/5K2/8 w - - 5 85,1.0,w
1k5B/8/Q7/8/8/8/5K2/8 w - - 3 87,1.0,w
r1bq1rk1/pp3ppp/4nn2/4R1B1/2Pb4/2N3Q1/PP3PPP/3R1BK1 w - - 1 16,0.0,w
r1b2rk1/pp3ppp/4nn2/4Q3/2P5/2N1B3/PP3PPP/3q1BK1 w - - 0 18,0.0,w
r1br2k1/1p3ppp/p3nn2/4Q3/2P5/2N1B3/PP3PPP/5BK1 w - - 0 20,0.0,w
r2r2k1/1p3ppp/p1b1nn2/4Q3/2P5/2N1BB2/PP3PPP/6K1 w - - 4 22,0.0,w
rr4k1/5ppp/p1p1nn2/Q7/2P5/2N1B3/PP3PPP/6K1 w - - 2 24,0.0,w
r5k1/4Qppp/2p1nn2/p7/2P5/2N1B3/Pr3PPP/6K1 w - - 0 26,0.0,w
3r2k1/5ppp/2Q1nn2/p7/2P5/2N1B3/P4PPP/1r4K1 w - - 1 28,0.0,w
3r2k1/5ppp/2Q1nn2/p7/2P5/8/P4PPP/3r2K1 b - - 0 30,0.0,b
r3r1k1/pp1bb1np/2p1p1p1/3p4/6P1/2P5/PPBN3P/R1B2R1K w - - 0 21,0.0,w
r4rk1/pp1b2np/2pbp1p1/3p4/6P1/2P2N2/PPB3KP/R1B2R2 w - - 4 23,0.0,w
5rk1/pp1b2np/2pbprpB/3p4/6P1/2P2N2/PPB3KP/4RR2 w - - 8 25,0.0,w
5rk1/pp1b2np/3bp1p1/2pp2N1/6P1/2P1B3/PPB3KP/4Rr2 w - - 0 27,0.0,w
6k1/pp4np/3bp1p1/1bpp2N1/6P1/2P1B3/PPB4P/5K2 w - - 1 29,0.0,w
6k1/pp4np/3bp1p1/1bpp2N1/6P1/1PP1B3/P1B2K1P/8 w - - 1 31,0.0,w
6k1/pp4np/3bp1p1/1bpp2N1/6P1/1PP1B3/P1B1K2P/8 w - - 5 33,0.0,w
6k1/pp4np/4p1p1/1bp3N1/3P2P1/1P2B3/P1B4b/3K4 w - - 0 35,0.0,w
6k1/pp4np/6p1/1bP1p1N1/4BbP1/1P2B3/P7/3K4 w - - 2 37,0.0,w
4n1k1/pB5p/6p1/1bP3N1/5pP1/1P6/P7/3K4 w - - 1 39,0.0,w
4n1k1/pB5p/6p1/2P5/5Nb1/1P6/P7/3K4 w - - 0 41,0.0,w
8/p5kp/2B2np1/2P5/5Nb1/1P6/P2K4/8 w - - 4 43,0.0,w
8/p5kp/2B2np1/2P2b2/2N5/1P6/P2K4/8 b - - 8 45,0.0,b
8/p5kp/6p1/2P5/4b3/NP6/P2K4/8 b - - 1 47,0.0,b
b7/6kp/p5p1/2P5/8/1P2K3/P7/1N6 b - - 3 49,0.0,b
8/5k1p/p1b3p1/2P5/5K2/1PN5/P7/8 b - - 7 51,0.0,b
8/7p/p1b3pK/2P1k3/8/1PN5/P7/8 b - - 11 53,0.0,b
8/7K/p1b3p1/2k5/8/1P6/P7/1N6 w - - 0 56,0.0,w
rnb2rk1/pp2qppp/2p2n2/3pp3/2P5/bP2P3/PBBPNPPP/1R1QK2R b K - 9 9,0.0,b
rn2qrk1/pp3ppp/2p1bB2/3p4/2P5/bP2P3/P1BPNPPP/1R1QK2R b K - 0 11,0.0,b
r3qrk1/pp1n1p1p/2p1bp2/3p3Q/2PN4/bP2P3/P1BP1PPP/1R2K2R b K - 3 13,0.0,b
r3Qrk1/pp1n3p/2p1p3/3p1p2/2P5/bP2P3/P1BP1PPP/1R2K2R b K - 0 15,0.0,b
4rr2/pp1n2kp/2p1p3/3p1p2/2P5/bP2PK2/P1BP1PPP/1R5R b - - 3 17,0.0,b
4rr2/pp4kp/2p1p3/4np2/2P2K2/b3P3/P1BP1PPP/1R5R b - - 2 19,0.0,b
4r3/pp3rkp/2p1p1n1/5pK1/B1P5/b3P3/P2P1PPP/1R5R b - - 6 21,0.0,b
3r4/pR1r2kp/2p1p1n1/5pK1/B1P5/b3P3/P2P1PPP/3R4 b - - 0 23,0.0,b
3r4/pr2b1kp/2B1p1n1/5p1K/2P5/4P3/P2P1PPP/3R4 b - - 0 25,0.0,b
1r1r4/p3b1kp/4p3/4np1K/2P5/4P3/P2PBPPP/3R4 b - - 4 27,0.0,b
1r1r4/p3b1kp/4p3/4np1K/2PP4/4P3/P3BPPP/3R4 b - - 0 29,0.0,b
1r1r4/p3bnkp/8/3R1p1K/2P5/4P3/P3BPPP/8 b - - 0 31,0.0,b
8/p3bnkp/1r6/3P1p1K/8/3BP3/P4PPP/8 b - - 2 33,0.0,b
5k2/p2r1p1p/1p2bnp1/1P6/3rP2n/R4PNP/4B1P1/4R1K1 w - - 0 37,0.0,w
5k2/r4p1p/1p2bnp1/1P6/3rP2n/5PNP/4B1P1/R5K1 w - - 0 39,0.0,w
5k2/1r3p1p/Rp2bnp1/1P6/4P2n/5PNP/4B1P1/6K1 w - - 3 41,0.0,w
5k2/1r1n1p1p/1p2b1p1/1P2P3/R7/5PNP/4B1n1/6K1 w - - 0 43,0.0,w
5k2/2rn1p1p/1p4p1/1P1bP3/R4P2/6NP/4B1K1/8 w - - 1 45,0.0,w
5k2/3n1p1p/1p4p1/1P1bP3/R3NP2/2r2K1P/4B3/8 w - - 5 47,0.0,w
5k2/3n1p1p/1p4p1/1P1bP3/R3NPB1/3r4/5K2/8 w - - 2 49,0.0,w
5k2/5p1p/1p4p1/1P2P3/R4PB1/3r1b2/5K2/8 w - - 2 51,0.0,w
5k2/5p1p/1p4p1/1P2P3/R4P2/8/4Br2/8 b - - 1 53,0.0,b
5k2/5p1p/1p4P1/1P2r3/R7/8/8/8 b - - 0 55,0.0,b
4r1k1/pp1bb1np/2p3p1/P2p4/6P1/2P5/1P1N2K1/R1BB1r2 w - - 0 27,1.0,w
5rk1/pp1bb2p/P1p1n1p1/3p4/6P1/2P5/1P1N4/R1BB1K2 w - - 1 29,1.0,w
6k1/p2bbr1p/Ppp1n1pB/3p4/6P1/2P2N2/1P6/R2B1K2 w - - 2 31,1.0,w
3b2k1/p2b1r1p/Ppp3pB/2npN3/6P1/2P5/1P2K3/R2B4 w - - 6 33,1.0,w
3b4/p2b1k1p/Ppp3pB/3p4/6P1/2Pn1K2/1P6/R2B4 w - - 2 35,1.0,w
3b4/p2b1k1p/Ppp3p1/2np4/5BP1/2P1K3/1P6/1R1B4 b - - 6 37,1.0,b
1B6/p2bbk1p/Ppp3p1/2n5/3P2P1/4K3/1P6/1R1B4 b - - 0 39,1.0,b
1B6/p4k1p/Ppp3p1/2n3b1/3P2B1/8/1P2K3/1R6 b - - 2 41,1.0,b
8/B4k1p/Ppp3p1/6b1/3n2B1/3K4/1P6/1R6 b - - 1 43,1.0,b
8/P4k1p/1Bp2bp1/1n6/6B1/3K4/1P6/1R6 b - - 0 45,1.0,b
8/B4k1p/2p3p1/8/6B1/3K4/1R6/8 b - - 0 47,1.0,b
8/B7/2B2kp1/7p/8/3K4/1R6/8 b - - 0 49,1.0,b
8/B7/6p1/5k2/4B2p/3K4/1R6/8 b - - 3 51,1.0,b
8/B3k3/6R1/8/4B2p/3K4/8/8 b - - 0 53,1.0,b
8/5k2/6R1/2B5/4B3/2K4p/8/8 b - - 1 55,1.0,b
8/6k1/8/2B5/4B3/2K5/7R/8 b - - 0 57,1.0,b
8/8/4k3/2B2R2/4B3/2K5/8/8 b - - 4 59,1.0,b
8/2k5/8/3B1R2/8/B1K5/8/8 b - - 8 61,1.0,b
8/2k5/5R2/3B4/1B6/2K5/8/8 b - - 12 63,1.0,b
2k5/5R2/8/3B4/8/B1K5/8/8 b - - 16 65,1.0,b
2k5/5R2/8/3B4/8/B1K5/8/8 b - - 20 67,1.0,b
4k3/5R2/4B3/8/8/2K5/8/2B5 b - - 24 69,1.0,b
4k3/5R2/4B3/8/8/2K5/8/2B5 b - - 28 71,1.0,b
4k3/5R2/4B3/8/8/B1K5/8/8 b - - 32 73,1.0,b
4k3/5R2/8/3B4/1B6/2K5/8/8 b - - 36 75,1.0,b
2k5/5R2/1B6/3B4/8/2K5/8/8 b - - 40 77,1.0,b
5rk1/pp1b2np/3b2p1/P1pp4/6P1/1NP5/1P4K1/R1BB4 w - - 0 29,1.0,w
5rk1/p2b2np/Pp1b2pB/3p4/2p3P1/1NP5/1P4K1/R2B4 w - - 0 31,1.0,w
5r2/p2b1knp/Pp4pB/3pb3/2p3P1/2P2B2/1P4K1/R1N5 w - - 4 33,1.0,w
5r2/p4knp/bp4pB/3pb3/2p3P1/2P2B2/1P2N1K1/4R3 w - - 0 35,1.0,w
5r2/p5np/bp1k2pB/3Bb3/2p3P1/2P5/1P2N1K1/R7 w - - 3 37,1.0,w
4r3/R5np/1p4pB/3kb3/2p3P1/2P5/1P2N1K1/8 w - - 1 39,1.0,w
6r1/R5bp/1p4p1/3k4/2p3P1/2P2K2/1P2N3/8 w - - 2 41,1.0,w
6r1/R5bp/1p2N1p1/3k4/2p3P1/2P2K2/1P6/8 w - - 6 43,1.0,w
8/6Np/1p1k2p1/8/2p3P1/2P2K2/1P6/8 w - - 1 45,1.0,w
4N3/4k2p/1p4p1/8/2p3P1/2P3K1/1P6/8 w - - 5 47,1.0,w
4N3/3k3p/1p4p1/8/2p3P1/2P3K1/1P6/8 w - - 9 49,1.0,w
8/4k2N/1p4p1/8/2p3P1/2P3K1/1P6/8 w - - 1 51,1.0,w
4k3/8/6p1/1p6/2p3P1/2P2NK1/1P6/8 w - - 0 53,1.0,w
8/8/4k1p1/1N6/2p3P1/2P3K1/1P6/8 w - - 1 55,1.0,w
8/8/5kp1/8/2p3P1/N1P2K2/1P6/8 w - - 5 57,1.0,w
8/8/5kp1/8/2N1K1P1/2P5/1P6/8 w - - 3 59,1.0,w
8/4k3/8/6p1/2N3P1/2P2K2/1P6/8 w - - 2 61,1.0,w
8/8/6k1/6p1/4N1P1/2P2K2/1P6/8 w - - 6 63,1.0,w
8/6k1/8/6p1/4N1P1/2P1K3/1P6/8 w - - 10 65,1.0,w
8/4k3/8/6N1/5KP1/2P5/1P6/8 w - - 3 67,1.0,w
8/2k5/8/4K3/4N1P1/2P5/1P6/8 w - - 7 69,1.0,w
8/k7/8/6P1/3KN3/2P5/1P6/8 w - - 1 71,1.0,w
8/2k3P1/8/8/3KN3/2P5/1P6/8 w - - 1 73,1.0,w
6Q1/4k3/8/2N5/3K4/2P5/1P6/8 w - - 3 75,1.0,w
4k3/p4p2/1p1n1p1p/3P4/1P1K2P1/P2B4/5P1P/8 w - - 1 34,0.0,w
8/p2k1p2/B2n1p1p/1p1P4/1P1K2P1/P7/5P1P/8 w - - 0 36,0.0,w
8/p4p2/Bk1n1p1p/1p1P4/1P4P1/P2K1P2/7P/8 w - - 1 38,0.0,w
2n5/p1k2p2/5p1p/1p1P4/1P4P1/P4P2/2K4P/8 w - - 2 40,0.0,w
8/p3np2/3k1p1p/1p1P4/1P2K1P1/P4P2/7P/8 w - - 6 42,0.0,w
8/p3np2/3k1p1p/1p6/1P2K1P1/P4P2/7P/8 w - - 2 44,0.0,w
8/p4p2/3k3p/1p3n2/1P6/P2K1P2/7P/8 w - - 0 46,0.0,w
8/p4p2/3kn2p/1p6/1P3K2/P4P2/7P/8 w - - 4 48,0.0,w
8/p4p2/2k1nK1p/1p6/1P6/P4P2/7P/8 w - - 8 51,0.0,w
8/p7/6Kp/1p1k4/1P1n4/P4P2/7P/8 w - - 3 53,0.0,w
8/p5K1/8/1p1k3p/1P6/P4n1P/8/8 w - - 0 55,0.0,w
8/p7/8/1p1k1K2/1P1n3p/P6P/8/8 w - - 2 57,0.0,w
8/p7/8/1p1k4/1P5p/n3K2P/8/8 b - - 1 59,0.0,b
8/p7/8/1p6/1k3K1p/n6P/8/8 w - - 1 62,0.0,w
8/p7/8/2k5/1p4Kp/n6P/8/8 w - - 0 64,0.0,w
8/8/8/p1k3K1/8/np5P/8/8 w - a6 0 66,0.0,w
8/8/8/p1k5/5K1P/n7/8/1q6 w - - 0 68,0.0,w
8/8/8/p1k4q/8/n5K1/8/8 b - - 1 70,0.0,b
8/8/8/2k4q/p7/6K1/2n5/8 b - - 3 72,0.0,b
8/8/1k6/7q/8/p7/2n3K1/8 b - - 1 74,0.0,b
8/8/1k6/7q/8/4K3/p7/n7 b - - 3 76,0.0,b
8/8/1k6/7q/8/1n2K3/8/q7 b - - 1 78,0.0,b
5k2/p2r1ppp/1p2bn2/1P2P3/3r3n/5PNP/4B1P1/R3R1K1 b - - 0 36,1.0,b
5k2/p2r1ppp/1p2b3/1P2P3/3r1n1n/R4PNP/4B1P1/R5K1 b - - 4 38,1.0,b
4k3/R2r1ppp/1p2b3/1P1rP3/5n1n/5PNP/6P1/R4BK1 b - - 0 40,1.0,b
4k3/R2r1ppp/1p2b3/1P1rPN2/8/5P1P/8/R4BK1 b - - 0 42,1.0,b
R3k3/1r3ppp/1p6/1P1rPb2/8/5P1P/8/R4BK1 b - - 3 44,1.0,b
8/4kppp/1R6/1P1rPb2/8/5P1P/8/R4BK1 b - - 0 46,1.0,b
8/R2bkppp/1R6/1P2r3/7P/5P2/8/5BK1 b - - 0 48,1.0,b
8/R2bkppp/4R3/1P6/7P/5P2/5K2/5B2 b - - 0 50,1.0,b
8/R2b2pp/1P2k3/5p2/7P/5P1B/5K2/8 b - - 0 52,1.0,b
2b5/1P4R1/4k3/5p1p/7P/5P1B/5K2/8 b - - 0 54,1.0,b
8/8/1R3k2/5p1p/7P/5P1B/5K2/8 b - - 2 56,1.0,b
8/8/8/5R1p/3k3P/5P1B/5K2/8 b - - 0 58,1.0,b
8/8/4B3/7R/7P/1k3P2/5K2/8 b - - 2 60,1.0,b
8/8/4B3/1R6/7P/k3KP2/8/8 b - - 6 62,1.0,b
8/8/4B3/k6P/8/4KP2/8/1R6 b - - 0 64,1.0,b
8/8/8/7P/8/kB2KP2/8/1R6 b - - 4 66,1.0,b
8/7P/8/1k6/8/1B2KP2/8/1R6 b - - 0 68,1.0,b
7Q/8/1k6/8/8/1B2KP2/8/R7 b - - 2 70,1.0,b
7Q/8/1k6/8/8/1B2KP2/8/R7 b - - 6 72,1.0,b
8/8/8/2k5/8/4KP1Q/8/R2B4 b - - 10 74,1.0,b
8/8/8/1k6/R5Q1/4KP2/8/3B4 b - - 14 76,1.0,b
8/2k5/4Q3/8/R7/1B2KP2/8/8 b - - 18 78,1.0,b
8/3Q4/1k6/3B4/R7/4KP2/8/8 b - - 22 80,1.0,b
r1bq1rk1/1pp2pbp/3p1np1/pPn1p3/P2P4/5NP1/1BP1PPBP/R2Q1RK1 b - - 0 10,1.0,b
r1bqr1k1/1pp2pbp/3p1np1/pPP5/P3p3/6P1/1BP1PPBP/R2QNRK1 b - - 2 12,1.0,b
r1br2k1/1pp2pbp/5np1/pPp1B3/P3p3/6P1/2P1PPBP/R3NRK1 b - - 1 14,1.0,b
r2r2k1/1pp2pbp/5np1/pPp1B3/P5b1/5BP1/2P1P2P/R3NRK1 b - - 0 16,1.0,b
r3r1k1/1pp2pbp/5np1/pPp1B3/P7/5NP1/2P1P2P/1R3RK1 b - - 2 18,1.0,b
r3r1k1/1pB2pbp/6p1/pPp5/P7/4nNP1/2P1P2P/3R1RK1 b - - 0 20,1.0,b
r5k1/1p3pbp/1B4p1/pPp5/P7/5NP1/2P1r2P/3R2K1 b - - 1 22,1.0,b
r5k1/1p3p1p/1B4p1/pPp5/P2N4/6P1/2r4P/4R1K1 w - - 0 25,1.0,w
r7/1p2Rpkp/1B4p1/pP6/P1p5/6P1/2N4P/6K1 w - - 2 27,1.0,w
1r6/2R2p1p/1B3kp1/pP6/P1p5/6P1/2N4P/6K1 w - - 3 29,1.0,w
1r6/2R2p1p/6p1/1P4k1/P7/2B3P1/2N4P/6K1 w - - 1 31,1.0,w
8/5R1p/6p1/1P4k1/r7/2B3P1/2N2K1P/8 w - - 0 33,1.0,w
8/7R/6p1/1P3k2/8/6P1/r1NB1K1P/8 w - - 3 35,1.0,w
8/2R5/rP4p1/8/4k3/6P1/2NB1K1P/8 w - - 1 37,1.0,w
8/1P2R3/1r4p1/5k2/8/6P1/2NB1K1P/8 w - - 1 39,1.0,w
8/1P2R3/1r4p1/3N4/6k1/6P1/3B1K1P/8 w - - 5 41,1.0,w
8/1R6/6p1/3N1k2/8/6P1/3B1K1P/8 w - - 1 43,1.0,w
8/4R3/8/3N1k2/6p1/6P1/5K1P/2B5 w - - 0 45,1.0,w
8/4R3/8/6k1/6p1/B3N1P1/5K1P/8 w - - 4 47,1.0,w
8/5k2/8/4R3/6N1/B5P1/5K1P/8 w - - 1 49,1.0,w
8/5k2/8/4R3/6N1/B5P1/5K1P/8 w - - 5 51,1.0,w
8/6k1/3B4/4R3/8/4N1P1/5K1P/8 w - - 9 53,1.0,w
7k/8/3B4/6R1/6N1/6P1/5K1P/8 w - - 13 55,1.0,w
5B1k/8/8/6R1/8/4N1P1/5K1P/8 w - - 17 57,1.0,w
8/8/3B3k/6R1/8/4N1PP/5K2/8 w - - 1 59,1.0,w
7k/8/8/5NR1/5B2/6PP/5K2/8 w - - 5 61,1.0,w
7k/6R1/8/4BN2/8/6PP/5K2/8 w - - 9 63,1.0,w
rnbq1rk1/ppb2ppp/2p2n2/2Pp4/1P2p3/P2PP3/2Q1BPPP/RNB2RK1 b - - 0 9,0.0,b
r2q1rk1/ppb2ppp/n1p2n2/2Pp4/1P2P1B1/P3P3/2Q2PPP/RNB2RK1 b - - 0 11,0.0,b
r2q1rk1/ppn2ppp/2p2n2/1PPpb3/4P3/P3P3/2Q1BPPP/RNB2RK1 b - - 2 13,0.0,b
r2q1rk1/p1n2ppp/2p2n2/2PP4/8/P3P3/2Q1BPPP/bNB2RK1 b - - 0 15,0.0,b
r4rk1/p1n2ppp/2p2n2/2Pq4/8/P1Q1P3/4BPPP/2B2RK1 b - - 0 17,0.0,b
r3r1k1/p1n2ppp/2p2n2/2P2q2/8/P1Q1PB2/5PPP/2BR2K1 b - - 4 19,0.0,b
3r2k1/p1n2ppp/2p2n2/2P2q2/8/P1Q1PB2/1B3PPP/6K1 b - - 1 21,0.0,b
3r2k1/p1n2ppp/2p2n2/2P5/8/P3PB2/5PPP/2B3K1 b - - 0 23,0.0,b
3r2k1/p1n2ppp/2B5/2n5/8/P3P3/5PPP/2B2K2 b - - 0 25,0.0,b
6k1/p1n2ppp/2B5/2n5/8/P3PK2/5PPP/2r5 b - - 1 27,0.0,b
6k1/p1n2ppp/8/8/P3B3/1nr1PK2/5PPP/8 b - - 2 29,0.0,b
6k1/p1n2ppp/8/8/P1r1BK2/4PP2/3n2PP/8 b - - 0 31,0.0,b
6k1/p4ppp/8/3n4/P1r1P3/4P1K1/6PP/8 b - - 0 33,0.0,b
6k1/p4ppp/8/3n4/P7/4r3/5KPP/8 b - - 1 35,0.0,b
6k1/p5pp/5p2/3n4/P7/r5P1/4K2P/8 b - - 2 37,0.0,b
6k1/p5pp/8/3n1p2/r5P1/7P/4K3/8 b - - 0 39,0.0,b
6k1/p5pp/8/3n3P/r7/6p1/4K3/8 b - - 0 41,0.0,b
6k1/p5pp/8/3n3P/r7/8/4K3/6q1 b - - 1 43,0.0,b
6k1/6pp/p7/3n3P/r7/3K4/8/q7 b - - 3 45,0.0,b
rnbq1rk1/ppp1ppbp/3p1np1/8/PP6/5NP1/1BPPPPBP/R2QK2R b KQ - 1 6,0.0,b
rn1q1rk1/pppbpp1p/3p1bp1/8/PP6/5NP1/2PPPPBP/R2Q1K1R b - - 1 8,0.0,b
r2q1rk1/pppbpp1p/3p1bp1/nP6/P7/5NP1/2PPPPBP/1R1Q1K1R b - - 2 10,0.0,b
r3qrk1/pppbpp1p/5bp1/nP1p4/PR6/2P2NP1/3PPPBP/3Q1K1R b - - 0 12,0.0,b
r3qrk1/pp1bpp1p/5R2/nPpp2p1/P7/2P2NP1/3PPPBP/3Q1K1R b - - 0 14,0.0,b
r3qrk1/pp3p1p/4bp2/nPpp2p1/P7/2P1PNP1/3P1PBP/4QK1R b - - 2 16,0.0,b
r3qrk1/pp3p1p/5pb1/nPpp2p1/P7/2P1PNPP/3P1PB1/4Q1KR b - - 0 18,0.0,b
r3qrk1/pp3p1p/1P3p2/n1pp2p1/P7/2PbPNPP/5PB1/4Q1KR b - - 0 20,0.0,b
r4rk1/1p3p1p/1p3p2/n1pB2p1/q7/2PbP1PP/3N1P2/4Q1KR b - - 0 22,0.0,b
r2r2k1/1p3p1p/1p3p2/n1p3p1/8/2PbPNPP/2q2PB1/4Q1KR b - - 4 24,0.0,b
r2r2k1/1p3p1p/1p3p2/n1p3N1/8/2P1P1PP/5PB1/1b4KR b - - 0 26,0.0,b
r5k1/1p3p1p/1p6/n1p3p1/7P/2P1P1P1/5PBK/1b1r3R b - - 2 28,0.0,b
r5k1/1p3p1p/1p6/n1p5/7P/2P1P3/5P1K/1b5B b - - 0 30,0.0,b
4r3/1p3pkp/1p6/n1pB4/7P/2P1P1K1/5P2/1b6 b - - 4 32,0.0,b
8/1p3p1p/1p3k2/n1p5/4r2P/2P1PK2/5P2/1b6 b - - 1 34,0.0,b
8/1p3p1p/1p3k2/2p5/7r/1nP1PK2/5P2/1b6 b - - 3 36,0.0,b
8/1p3p1p/1p3k2/2p5/5K2/1nr1P3/5P2/1b6 b - - 1 38,0.0,b
8/1p3p1p/1p3k2/2p5/4n3/2r1P3/5PK1/1b6 b - - 5 40,0.0,b
8/1p3p1p/1p1n1k2/2p5/8/r3PP2/5K2/1b6 b - - 2 42,0.0,b
8/1p3p1p/1p1n1k2/8/2p1P3/5PK1/r7/1b6 b - - 2 44,0.0,b
8/1p3p1p/1p1n1k2/r7/4P1K1/2p2P2/8/1b6 b - - 1 46,0.0,b
8/1p3p1p/1p3k2/r7/4nP2/5K2/2p5/1b6 b - - 1 48,0.0,b
8/1p3p1p/1p3k2/r4P2/4n1K1/8/8/1b3q2 b - - 2 52,0.0,b
5rk1/1pb2pp1/p1p1r3/P1Pp1bNn/1P1BnPq1/3BP3/R5pP/3Q1RK1 w - - 0 27,0.0,w
5rk1/1pb2pp1/p1p3r1/P1Pp1bNn/1P1BnP2/3BP3/6RP/3R2K1 w - - 1 29,0.0,w
5rk1/1pb2pp1/p1p5/P1P2b1n/1P1BpP2/4P3/6rP/1B1R2K1 w - - 0 31,0.0,w
