trial,loss,mae,mse,rmse,error_count,evaluated,val_mae,val_mse,val_rmse,val_error_count
698,544.8950053134963,544.8950053134963,1160230.3281615302,1077.139883284214,0,9410,570.5722488038277,1319064.3827751195,1148.5052819970483,0
699,542.5383634431456,542.5383634431456,1152436.0539851221,1073.5157446377402,0,9410,566.5138755980861,1308206.0162679425,1143.7683402979567,0
700,544.3505844845909,544.3505844845909,1156323.5465462275,1075.3248562858703,0,9410,568.7502392344497,1313023.3990430622,1145.8723310400082,0
701,542.7198724760892,542.7198724760892,1145767.7897980872,1070.4054324404783,0,9410,566.266985645933,1301608.9559808613,1140.8807807921305,0
702,542.5698193411265,542.5698193411265,1144453.0068012753,1069.791104282175,0,9410,566.1617224880383,1297174.2114832536,1138.9355607246855,0
703,537.4849096705632,537.4849096705632,1130469.9448459086,1063.2356017580998,0,9410,561.8,1286923.8842105262,1134.4266764363954,0
704,543.2321997874601,543.2321997874601,1152921.1667375134,1073.7416666673196,0,9410,569.5253588516747,1313658.04784689,1146.1492258196095,0
705,540.7188097768332,540.7188097768332,1143243.1219978747,1069.2254776228795,0,9410,563.9569377990431,1296174.289952153,1138.496504145776,0
706,546.1882040382571,546.1882040382571,1157829.0647183848,1076.0246580438502,0,9410,570.2421052631579,1313476.942583732,1146.070217126216,0
707,543.3865037194474,543.3865037194474,1148864.5994686503,1071.8510155187848,0,9410,567.6028708133971,1302435.4650717704,1141.2429474357205,0
708,549.2022316684378,549.2022316684378,1175326.8766206163,1084.1249358909777,0,9410,574.6057416267943,1335989.0956937799,1155.8499451459,0
709,546.7218916046759,546.7218916046759,1161007.0704569607,1077.5003807224202,0,9410,571.1349282296651,1319686.0516746412,1148.7758927112986,0
710,540.9563230605738,540.9563230605738,1146729.1537725823,1070.8544036294488,0,9410,565.7224880382776,1303426.710047847,1141.677147904716,0
711,538.8856535600426,538.8856535600426,1140600.2303931988,1067.9888718489528,0,9410,564.5808612440192,1301306.085167464,1140.748037547058,0
712,551.7465462274176,551.7465462274176,1181937.6353878852,1087.1695522722687,0,9410,577.4622009569377,1342752.6622009568,1158.7720492836186,0
713,542.2671625929862,542.2671625929862,1147626.0410201913,1071.273093576139,0,9410,568.1942583732058,1307981.675598086,1143.6702652417287,0
714,545.9639744952178,545.9639744952178,1158487.1947927736,1076.3304301155727,0,9410,571.0880382775119,1317405.1148325359,1147.7826949525488,0
715,541.3397449521785,541.3397449521785,1148613.7658873538,1071.7339995947473,0,9410,566.0488038277512,1305826.1846889951,1142.7275198790808,0
716,536.754091392136,536.754091392136,1133660.0019128586,1064.734709640321,0,9410,566.0755980861244,1300856.037320574,1140.550760519046,0
717,547.7013815090329,547.7013815090329,1160822.4240170033,1077.4146945429152,0,9410,572.5301435406699,1317511.119617225,1147.8288720960215,0
718,548.5192348565356,548.5192348565356,1169878.3481402763,1081.6091475853357,0,9410,572.3875598086124,1324385.166507177,1150.8193457303266,0
719,540.7400637619554,540.7400637619554,1144775.8952178534,1069.9420055394842,0,9410,566.244019138756,1305366.6210526316,1142.526420286477,0
720,550.256004250797,550.256004250797,1170877.0279489905,1082.0707130076992,0,9410,574.4248803827751,1327251.8794258374,1152.0641819906725,0
721,547.2506907545164,547.2506907545164,1163888.8483528162,1078.836803391883,0,9410,572.6535885167464,1323868.1138755982,1150.5946783622799,0
722,544.1360255047822,544.1360255047822,1155063.4852284803,1074.7387986057265,0,9410,568.6296650717703,1310454.2200956938,1144.7507239987638,0
723,546.522954303932,546.522954303932,1164534.0517534537,1079.135789302465,0,9410,571.8344497607656,1325003.7559808611,1151.0880748148081,0
724,542.3809776833157,542.3809776833157,1148501.0039319873,1071.6813910542571,0,9410,570.6373205741627,1316737.3014354068,1147.491743515136,0
725,538.1787460148778,538.1787460148778,1134603.5073326249,1065.1776881500216,0,9410,562.5770334928229,1290455.775119617,1135.9822952491897,0
726,545.0272051009564,545.0272051009564,1160734.5789585547,1077.3739271759619,0,9410,569.7732057416268,1317411.8267942583,1147.785618830563,0
727,542.6294367693943,542.6294367693943,1150272.5809776834,1072.5076134823862,0,9410,567.3205741626795,1306647.4200956938,1143.0867946467117,0
728,542.3671625929862,542.3671625929862,1152977.3805526036,1073.7678429495845,0,9410,566.9990430622009,1311349.7014354067,1145.1417822415733,0
729,544.2089266737513,544.2089266737513,1152923.5853347504,1073.742792913997,0,9410,568.0966507177034,1306729.1531100478,1143.1225450974396,0
730,547.0955366631243,547.0955366631243,1157791.394155154,1076.007153394044,0,9410,571.2516746411483,1315061.4488038279,1146.7612867566763,0
731,542.6496280552603,542.6496280552603,1153311.9301806588,1073.923614686193,0,9410,565.8516746411483,1303776.533014354,1141.8303433585718,0
732,538.4167906482465,538.4167906482465,1136948.5725823592,1066.2779058868093,0,9410,561.7521531100479,1289592.3167464114,1135.6021824329202,0
