number,loss,texel_scale,error_count
0,0.7327777204235136,666.8811974750696,0
1,0.8830819558661293,382.4441857993718,0
2,1.0976747984349455,264.99772586370716,0
3,0.8847267847909042,380.9939432630285,0
4,0.7919721367829751,497.9914363435389,0
5,0.7116745226333261,793.8766351024972,0
6,0.7247481670200236,706.9841295580145,0
7,1.104054532542156,262.7916895323986,0
8,0.8857332793684656,380.1137688942745,0
9,0.7545923100890142,586.2138530501433,0
10,0.7703079463222233,543.7770370066196,0
11,0.8704054492861378,394.14307550104365,0
12,0.7610426932180071,567.6093207695848,0
13,0.8045726348945001,476.06993192178993,0
14,0.8986260860613167,369.3000912446571,0
15,0.7702806445552085,543.8428859352894,0
16,0.9492503517058014,333.57854361623504,0
17,0.9460091346088043,335.5992527682607,0
18,0.7624069096285205,563.9006466425312,0
19,0.7734986803706526,536.2423908694045,0
20,0.7535490126519255,589.4026452933665,0
21,0.8022011653684308,479.9820391224461,0
22,0.7279802347310935,689.9187638946368,0
23,0.746515744914427,612.3994634644549,0
24,0.764554208898492,558.2095100705458,0
25,0.9051700249670734,364.1164459183599,0
26,0.8899482259346834,376.48616386392496,0
27,0.8718425858306973,392.76804666893923,0
28,0.7632656551654694,561.6035796462826,0
29,0.7701270047508897,544.2138963301851,0
30,0.7334646715711736,663.7809701717058,0
31,0.7598376081681678,570.9479927299756,0
32,0.7633416495225142,561.4016683983873,0
33,0.784966241899968,511.5285560926242,0
34,0.7958022757178589,491.0204938668514,0
35,0.7689193283285909,547.1569678192682,0
36,0.7892272699763169,503.16884259149606,0
37,0.7483595862526783,606.1019299063058,0
38,0.7974250126156501,488.1516359314787,0
39,0.7654921002038134,555.7778361878966,0
40,0.7904560571006746,500.83168229493367,0
41,0.8825709816832535,382.8977378672877,0
42,0.7301301146242763,679.2814121949855,0
43,0.7734283606013234,536.4050860901912,0
44,0.7669057369484604,552.1725310129959,0
45,0.9016427135541731,366.88637513930775,0
46,0.7504730663540985,599.1255414875047,0
47,0.7918599881672586,498.1999250143968,0
48,0.7728130588730033,537.8350112916894,0
49,0.8319256957744742,436.67914527114993,0
50,0.7901849928047563,501.3445125653481,0
51,0.7386872929293181,641.6259811368163,0
52,0.7804808798940012,520.7864080270713,0
53,0.7348345315741852,657.7342049715353,0
54,0.7745423879943162,533.8448460072268,0
55,0.7198600987889825,735.6567718195437,0
56,0.7214198877506882,726.0928211811729,0
57,0.7714244471158155,541.1045123977744,0
58,0.8452075425254327,420.6058975171757,0
59,0.724112050182856,710.5086503194134,0
60,0.7960678255175979,490.5476684106955,0
61,0.7556098278579229,583.1544799616886,0
62,0.7438458820536628,621.8920080001533,0
63,0.7637239084041864,560.3893683495577,0
64,0.7549023829623484,585.2763278264536,0
65,0.7461755102201597,613.5839958081928,0
66,0.7796067927396387,522.6489735003754,0
67,0.738572670255681,642.087253222062,0
68,0.7200912801089717,734.2128259105023,0
69,0.7391646602866166,639.7161668505541,0
70,0.7432116612755496,624.2156052217316,0
71,0.7323296472687885,668.9286156683287,0
72,0.7524960878742882,592.6757517224112,0
73,0.737807525110376,645.1936066246296,0
74,0.7311368000259482,674.4794190389374,0
75,0.7354416875722086,655.1098988494142,0
76,0.7303703508937479,678.12543031382,0
77,0.7738416723060374,535.4509397846997,0
78,0.7155942610057506,764.1302657265028,0
79,0.7151246291883967,767.4968824803267,0
80,0.7114139172428777,795.997356629381,0
81,0.7524750267001041,592.7417962457853,0
82,0.7153612506368392,765.7943911000025,0
83,0.7384673037244115,642.5122055839634,0
84,0.7225278974326583,719.5434134409917,0
85,0.711596984988329,794.5055908885676,0
86,0.7360040800772318,652.7086677614818,0
87,0.8418010225490912,424.5705665830328,0
88,0.7310312560247659,674.977740180691,0
89,0.7333297926971545,664.3860324277243,0
90,0.7423182473282172,627.5356174447556,0
91,0.7428959167549419,625.3826208225875,0
92,0.7203449194088601,732.6393868275486,0
93,0.7328372740635497,666.6105874685796,0
94,0.7329674914160735,666.0201104160493,0
