target_cp,original_eval,fitted_eval
-290.000000,-374.000000,141.484246
20.000000,-7.000000,1169.770849
590.000000,685.000000,2769.221612
164.000000,-334.000000,630.069562
383.000000,-403.000000,4059.258672
44.000000,-201.000000,225.496039
42.000000,-267.000000,207.201093
-531.000000,-543.000000,-4522.654143
-352.000000,-109.000000,-974.863946
-14.000000,-519.000000,53.059497
95.000000,-458.000000,1241.217475
0.000000,288.000000,-747.142146
-3.000000,-243.000000,571.282667
32.000000,74.000000,204.194115
-457.000000,-589.000000,-3818.186422
26.000000,-535.000000,-402.319910
34.000000,74.000000,204.194115
33.000000,-237.000000,141.359655
-5.000000,-317.000000,-410.638678
555.000000,-68.000000,1065.444599
-14.000000,-388.000000,577.351237
-1.000000,-110.000000,940.024719
9.000000,-214.000000,-405.942274
-11.000000,182.000000,-1049.164142
-139.000000,75.000000,-1411.519671
-49.000000,-342.000000,-1712.930617
12.000000,-119.000000,226.318517
4.000000,605.000000,149.322186
109.000000,176.000000,227.819606
23.000000,-153.000000,21.948336
22.000000,-508.000000,386.071183
-536.000000,-615.000000,-29.826501
166.000000,-605.000000,120.049410
-13.000000,-190.000000,-71.294875
16.000000,-277.000000,1116.743558
0.000000,-293.000000,-791.727600
-352.000000,-318.000000,-3071.149005
21.000000,-594.000000,335.360377
56.000000,-500.000000,-188.118790
59.000000,-22.000000,387.908530
-326.000000,-528.000000,-2187.001655
-2.000000,51.000000,-21.505111
2.000000,-323.000000,305.344484
38.000000,99.000000,412.539700
-9.000000,-85.000000,73.265199
-220.000000,-657.000000,-1156.817122
65.000000,164.000000,-749.611649
0.000000,27.000000,-112.834249
-4.000000,-475.000000,-2029.254272
-1.000000,-559.000000,-194.869870
422.000000,253.000000,698.895931
99.000000,-8.000000,-110.409069
-10.000000,-157.000000,-478.458597
217.000000,-239.000000,-132.282598
168.000000,-259.000000,-479.834328
3.000000,-268.000000,-466.768987
327.000000,109.000000,1223.767376
89.000000,-500.000000,-487.236199
0.000000,254.000000,37.731040
0.000000,223.000000,-311.747686
0.000000,223.000000,-311.747686
26.000000,-500.000000,-510.839081
15.000000,-373.000000,-134.386186
98.000000,27.000000,-49.302744
5.000000,-683.000000,-208.894549
63.000000,-611.000000,593.407164
330.000000,368.000000,54.738995
39.000000,-345.000000,135.387095
-25.000000,-195.000000,-201.718167
2.000000,254.000000,-1138.023499
0.000000,354.000000,-1882.069203
-155.000000,-315.000000,-246.941285
-3.000000,-476.000000,127.807329
-30.000000,-587.000000,-790.050061
-18.000000,-487.000000,187.427724
-38.000000,-246.000000,-175.616343
69.000000,-310.000000,138.144108
429.000000,22.000000,-258.625059
81.000000,-232.000000,-24.985335
-200.000000,-368.000000,1034.928019
-382.000000,-28.000000,-1405.714398
-309.000000,232.000000,-50.541927
172.000000,-345.000000,-2.635904
273.000000,-591.000000,-407.417007
79.000000,39.000000,170.576667
112.000000,-477.000000,103.341518
63.000000,-269.000000,1411.147153
85.000000,-373.000000,-267.242484
-274.000000,-309.000000,-169.618618
0.000000,12.000000,309.236453
80.000000,94.000000,350.595831
-156.000000,-247.000000,-1636.627114
151.000000,-191.000000,-1048.216060
-411.000000,-409.000000,559.053650
-404.000000,-676.000000,-3621.106738
58.000000,-444.000000,697.482855
26.000000,-209.000000,191.797458
-226.000000,-569.000000,-1063.502721
-427.000000,-563.000000,-2809.617879
-728.000000,-553.000000,-2645.939714
-26.000000,-592.000000,264.012164
-155.000000,-743.000000,308.222309
-16.000000,133.000000,-1190.578360
41.000000,333.000000,-227.361704
-41.000000,-608.000000,159.044615
-27.000000,-414.000000,-905.680470
419.000000,236.000000,-164.902682
155.000000,-610.000000,-126.236625
392.000000,364.000000,-1691.673053
368.000000,397.000000,857.088716
-27.000000,326.000000,404.694179
47.000000,246.000000,-104.058959
28.000000,-245.000000,-164.674470
-39.000000,-643.000000,-210.199123
97.000000,49.000000,684.910454
22.000000,284.000000,-572.464880
-75.000000,-739.000000,-63.501868
93.000000,-200.000000,50.457193
-8.000000,-10.000000,-140.424934
35.000000,-324.000000,-113.809064
-190.000000,-537.000000,-653.759168
-235.000000,-651.000000,36.253379
60.000000,93.000000,614.984650
0.000000,-272.000000,-360.366005
68.000000,241.000000,133.352564
-19.000000,-419.000000,123.216606
23.000000,-497.000000,-480.452118
-476.000000,-99.000000,-2415.071322
7.000000,-17.000000,-180.878920
88.000000,234.000000,-110.781020
233.000000,587.000000,713.616852
90.000000,-588.000000,-334.273730
405.000000,-44.000000,636.763581
-228.000000,-196.000000,-725.321586
-234.000000,-178.000000,-601.626942
-401.000000,-187.000000,573.825916
31.000000,-467.000000,1660.792568
0.000000,-347.000000,1481.802091
0.000000,-399.000000,-191.613458
65.000000,-483.000000,396.814544
10.000000,295.000000,-1081.716144
-30.000000,-259.000000,-20.209296
14.000000,612.000000,-35.750765
-69.000000,-216.000000,532.689595
-29.000000,-228.000000,531.389446
-39.000000,-616.000000,543.391054
9.000000,-408.000000,592.408556
29.000000,-347.000000,295.212797
-3.000000,-393.000000,-791.579172
11.000000,-408.000000,592.408556
155.000000,330.000000,493.948150
12.000000,-408.000000,592.408556
128.000000,-329.000000,301.438381
145.000000,-204.000000,-7.369058
2.000000,-601.000000,629.643451
69.000000,-569.000000,266.787084
-208.000000,-365.000000,-684.478989
46.000000,-28.000000,-439.487751
-23.000000,5.000000,-325.402533
289.000000,363.000000,1594.462001
520.000000,601.000000,2450.472179
-1.000000,-160.000000,9.393618
25.000000,-551.000000,203.852366
48.000000,-412.000000,-35.398574
73.000000,-175.000000,103.886533
-522.000000,-117.000000,-3531.166056
12.000000,-15.000000,-363.127613
20.000000,-185.000000,375.875245
20.000000,-116.000000,-231.649149
63.000000,-22.000000,387.908530
-331.000000,-385.000000,-2945.489939
-410.000000,171.000000,-2584.961185
205.000000,-216.000000,-486.428649
227.000000,15.000000,1033.226192
