fen,outcome,side_to_move
r6r/pp2kppp/2pB4/4p3/4B2P/1P2PP2/n4P2/3RK1R1 b - - 0 17,1.0,b
r6r/pp3pRp/2pBk3/4pB2/7P/1Pn1PP2/5P2/3RK3 b - - 2 19,1.0,b
r6r/pp3R1p/2p3k1/4B3/7P/1Pn1PP2/5P2/3RK3 b - - 0 21,1.0,b
r3r3/pp3k1p/2p5/8/1B5P/1P2PP2/5P2/3RK3 b - - 2 23,1.0,b
r3r3/pp5p/2pR4/5k2/1B2P2P/1P3P2/5P2/4K3 b - - 0 25,1.0,b
r3r3/pp5p/2p2R2/4k3/4P2P/1PB2P2/5P2/4K3 b - - 4 27,1.0,b
r1b1r1k1/pp1n1ppp/2pq1n2/3Pp3/8/1P2P2P/P2PNPP1/1BRQ1RK1 b - - 0 13,0.0,b
r1b1r1k1/pp3ppp/1n1q1n2/3pp3/8/1P2P1NP/P2P1PP1/1BRQR1K1 b - - 3 15,0.0,b
r3r1k1/pp3ppp/1n2bn2/3pp3/8/qP2PQNP/P1RP1PP1/1B2R1K1 b - - 7 17,0.0,b
2R1r1k1/pp3ppp/1n2b3/3pp2n/8/qP2PQ1P/P2P1PP1/1B2R1K1 b - - 0 19,0.0,b
2b1r1k1/pp3ppp/1n6/3p4/4p3/qP2P2P/P2P1PP1/1B1QR1K1 b - - 1 21,0.0,b
4r1k1/pp3ppp/1n1q4/3p1b2/4p3/1P2P2P/P2PRPP1/1B2Q1K1 b - - 5 23,0.0,b
4r1k1/pp3ppp/1n4q1/3p1b2/4p3/1P2P2P/P1BPRPP1/4Q2K b - - 9 25,0.0,b
6k1/pp2rppp/1n5q/3p1b2/1P2p3/4P2P/P1BPRPP1/4Q1K1 b - - 0 27,0.0,b
6k1/pp2rppp/1n6/3p4/1P2B3/4P2q/P2PRP2/4Q1K1 b - - 0 29,0.0,b
6k1/pp3ppp/1n6/3p4/1P2r3/3PPq2/P3R3/4Q1K1 b - - 0 31,0.0,b
6k1/pp3p1p/1n4p1/3p4/1P4r1/3PPq2/P1R4K/4Q3 b - - 1 33,0.0,b
6k1/pp3p1p/1n4p1/3p4/1P4r1/3qP3/PR6/4Q2K b - - 1 35,0.0,b
6k1/pp3p1p/1n4p1/3pq3/1P4r1/4P3/PR6/4Q2K b - - 5 37,0.0,b
6k1/pp3p1p/1n4p1/3p4/1P5r/4P2Q/Pq6/7K w - - 3 40,0.0,w
6k1/pp3p1p/1n4p1/3p4/1P5Q/4P3/q5K1/8 w - - 0 42,0.0,w
3rr1kb/pb2pp1p/1p4pP/n7/P2PN2q/2P5/3BBPP1/1RQ2RK1 b - - 0 23,0.0,b
3rr1k1/p3pp1p/1p3bpP/n1Nb4/P2P3q/2P1B3/4BPP1/1RQ2RK1 b - - 4 25,0.0,b
3rr1k1/p3pp1p/2b2bpP/n1P5/P6q/2P1B3/4BPP1/1RQ1R1K1 b - - 0 27,0.0,b
1r4k1/p3pp1p/2b2bpP/n1P5/P6q/2P1B3/5PP1/2QBR1K1 b - - 1 29,0.0,b
6k1/p2rpp1p/2b2bpP/n1P5/P4B1q/2P5/2B2PP1/2Q1R1K1 b - - 5 31,0.0,b
6k1/p2rpp1p/2b2bpP/n1P5/P4B2/2P1RqP1/2B2P2/2Q3K1 b - - 2 33,0.0,b
2rr2k1/pp3p1p/5p2/1Nn5/2P5/P7/1PR2PPP/5BK1 b - - 2 23,0.0,b
2rr2k1/1p3p1p/p7/2n2p2/2P5/P1N3P1/1PR2P1P/5BK1 b - - 0 25,0.0,b
2rr2k1/1p3p1p/p3n3/5P2/2P5/P1N5/1PR2P1P/5BK1 b - - 0 27,0.0,b
2rr4/1p3pkp/p7/5P2/2Pn4/P1N5/1P3PKP/2R2B2 b - - 4 29,0.0,b
2rr4/1p3p1p/p5k1/5n2/2P5/P1N2K2/1P3P1P/4RB2 b - - 3 31,0.0,b
2r5/1p3p1p/p5k1/5n2/2P5/P1N2K1B/1r3P1P/6R1 b - - 1 33,0.0,b
2r5/1p3p1p/p7/3N1n2/2Pk4/P4K1B/1r3P1P/6R1 w - - 5 36,0.0,w
8/1p3p1p/p7/3N1n2/2Pk4/P7/1r3PBP/6R1 b - - 0 38,0.0,b
8/1p3p1p/p7/3N1n2/P1Pk4/8/7r/6RB b - - 0 40,0.0,b
8/1p3p1R/p7/3N1n2/P1k5/8/8/8 b - - 0 42,0.0,b
8/1p6/8/p2k1R2/P7/8/8/8 b - - 0 44,0.0,b
8/8/1p6/1R6/P1k5/8/8/8 b - - 1 46,0.0,b
8/8/1R6/P7/8/8/2k5/8 b - - 0 48,0.0,b
8/P7/1R6/8/8/8/8/3k4 b - - 0 50,0.0,b
Q7/8/8/8/8/8/1R6/3k4 b - - 0 52,0.0,b
rnbqkb1r/pp1p1ppp/2p2n2/8/2P1p3/4P3/PPQPBPPP/RNB1K2R w KQkq - 0 5,0.0,w
rnb1kb1r/pp1p1ppp/2p2n2/4q3/2P1p3/2N1P3/PPQPBPPP/R1B2RK1 w kq - 4 7,0.0,w
r1b1k2r/pp1p1ppp/n1pb1n2/4q3/2P1P3/2N1P3/PPQPB1PP/R1B2RK1 w kq - 1 9,0.0,w
r1b1k2r/pp1p1ppp/n1p2n2/8/2PPP3/2N1P1b1/PPQ1BKPq/R1B2R2 w kq - 2 11,0.0,w
r3k2r/pp3ppp/n1pp1n2/3N4/2PPP1b1/4PKb1/PPQ1B1Pq/R1B2R2 w kq - 2 13,0.0,w
r4rk1/ppQb1ppp/5q2/8/2P5/2N5/PP3PPP/3R1BK1 b - - 0 18,1.0,b
r3r1k1/pQ1R1ppp/7q/8/2P5/2N5/PP3PPP/5BK1 b - - 0 20,1.0,b
3rr1k1/p2R1ppp/5q2/3Q4/2P1N3/8/PP3PPP/5BK1 b - - 4 22,1.0,b
3Q2k1/p4ppp/8/8/2P1r3/8/PP3PPP/5BK1 b - - 0 24,1.0,b
r2qr1k1/pp1nbppp/2p1bn2/3pp3/4P3/2PP1P2/PPBNQ1PP/R1B2R1K b - - 4 11,1.0,b
r2qr1k1/pp1nbppp/2p1bn2/8/3pP3/3P1P2/PPBN1QPP/R1B2R1K b - - 1 13,1.0,b
r2qr1k1/pp2bppp/2p1b3/4n3/3pP1P1/3P4/PPBN1QPP/R1BR3K b - - 0 15,1.0,b
r2qr1k1/pp2bppp/2p1b3/8/3pP3/3PnN2/PPB1Q1PP/R1BR3K b - - 3 17,1.0,b
r2qr1k1/pp2bppp/2p5/8/3pP1b1/3P1N1P/PPQ3P1/R1BR3K b - - 0 19,1.0,b
r1q1r1k1/pp2bppp/2p5/8/3pP3/3P1P1P/PP4Q1/R1BR3K b - - 2 21,1.0,b
r3r2k/pp2bppp/2p1q3/8/3pP3/3P1P1P/PP1B2Q1/R2R2K1 b - - 6 23,1.0,b
r3r2k/pp2bpp1/2p3p1/8/3pP3/3P1P1P/PP1B4/2RR2K1 b - - 1 25,1.0,b
r3r1k1/pp3pp1/2p3p1/8/1BRpP2b/3P1P1P/PP6/3R2K1 b - - 5 27,1.0,b
3rr1k1/pp3pp1/2p2bp1/8/1BRpP3/3P1P1P/PP6/2R2K2 b - - 9 29,1.0,b
r3r1k1/pp3pp1/2p3p1/2B3b1/2RpP3/3P1P1P/PPR5/5K2 w - - 13 32,1.0,w
r2r2k1/pp3pp1/2p3p1/8/2RBPP1b/3P3P/PPR5/5K2 w - - 1 34,1.0,w
4r1k1/pp1r1pp1/2p3p1/8/2R1PP1b/3P3P/PPR1K3/6B1 w - - 5 36,1.0,w
4r1k1/r4pp1/2R3p1/1p6/4PP1b/3P3P/PPR1K3/8 w - - 0 38,1.0,w
4R3/5ppk/6p1/1p6/4PP1b/3P3P/rPR1K3/8 w - - 1 40,1.0,w
2R1R3/5ppk/8/1p4p1/4PP1b/3P3P/1r6/3K4 w - - 0 42,1.0,w
7R/6p1/2R2pk1/1p4p1/4PP1b/3P3P/1r6/3K4 w - - 0 44,1.0,w
7R/4k1p1/2R2p2/1p3Pp1/4P2b/3P3P/1r6/2K5 b - - 3 46,1.0,b
7R/6R1/3k1p2/1p3Pp1/4P2b/3P3P/7r/2K5 b - - 0 48,1.0,b
8/6R1/5p1R/1p2kPp1/4P2b/3P3r/2K5/8 b - - 3 50,1.0,b
8/6R1/5pR1/1p2kPp1/4P3/1K1P2b1/7r/8 b - - 7 52,1.0,b
8/8/5pR1/1p1R1Pp1/4Pk2/1K1P4/7r/4b3 w - - 11 55,1.0,w
8/8/6R1/1p1R1Pp1/4Pk2/1K1r4/8/4b3 w - - 0 57,1.0,w
8/8/6R1/1p3kp1/8/1K6/8/3Rb3 w - - 0 59,1.0,w
8/8/1R6/1p3kp1/8/1K6/5b2/6R1 w - - 4 61,1.0,w
8/8/1R6/1p2k3/6p1/1K6/5R2/8 w - - 0 63,1.0,w
8/8/8/1R6/5k2/1K4p1/6R1/8 w - - 0 65,1.0,w
8/8/8/2R5/5k2/1K4p1/8/6R1 w - - 4 67,1.0,w
8/8/8/1R6/4k3/1K6/6R1/8 w - - 1 69,1.0,w
8/8/8/4R3/6R1/1K6/3k4/8 w - - 5 71,1.0,w
5rk1/pp1b3p/3bn1p1/P1pp4/6P1/1NP1B3/1P4K1/R2B4 w - - 0 30,0.0,w
5rk1/pP1b3p/3bn1p1/2p5/6P1/1NP1p3/1P4K1/R2B4 w - - 0 32,0.0,w
5rk1/pP5p/3bb1p1/2p5/5nP1/1NP1pB2/1P6/R5K1 w - - 4 34,0.0,w
1b3rk1/pP5p/R3b1p1/2p5/6P1/2P1pB1n/1P6/2N3K1 w - - 8 36,0.0,w
1b3r2/pP3k1p/R3b1p1/2p5/5nP1/2P1pB2/1P6/2N3K1 w - - 12 38,0.0,w
1b3r2/pP5p/4k1p1/2p5/6P1/2P1p2n/1P6/2NB2K1 w - - 2 40,0.0,w
1b6/pP5p/4k3/2p3p1/6P1/2P1p2n/1P3r2/2NB3K w - - 0 42,0.0,w
r1b1k2r/pp3pbp/2nnp1p1/7P/6q1/2P3N1/P1BP1PP1/R1B1QRK1 w kq - 0 15,0.0,w
r1b1k2r/pp3p1p/2nnp1P1/8/3b3q/2P2PN1/P1BP2P1/R1B1QRK1 w kq - 1 17,0.0,w
r1b1k2r/pp3p1p/2nnp1P1/8/8/5PN1/P1BP1QP1/q1B2RK1 w kq - 0 19,0.0,w
r1b4r/pp1k1Pqp/2nnp3/8/8/5PN1/P1BP1QP1/2B1R1K1 w - - 1 21,0.0,w
r1b3r1/pp1k1q1p/2nnp3/8/B7/B4PN1/P2P1QP1/4R1K1 w - - 2 23,0.0,w
r2k2r1/pp1b1q1p/2nQp3/8/B7/B4PN1/P2P2P1/4R1K1 w - - 1 25,0.0,w
r2k2r1/p2b3p/2pQq3/8/8/B4PN1/P2P2P1/6K1 w - - 0 27,0.0,w
r2k2r1/p2b3p/2p5/2Q5/4N3/B4P2/3P2P1/1q4K1 w - - 2 29,0.0,w
r2k2r1/3b3p/1pp5/8/4N3/B4P2/3P1KP1/8 w - - 0 31,0.0,w
r2k2r1/7p/1ppNb3/8/1B6/5P2/3P1KP1/8 w - - 4 33,0.0,w
3k2r1/7p/1pp1b3/8/1r6/2N2P2/3P1KP1/8 w - - 0 35,0.0,w
3k4/7p/1pp1b3/6r1/1r6/5P2/3P1KP1/8 b - - 0 37,0.0,b
8/4k2p/1pp1b3/6r1/8/5P2/3P1KP1/1r6 b - - 4 39,0.0,b
8/4k2p/1pp5/3b2r1/5P2/1r4P1/3P1K2/8 b - - 0 41,0.0,b
8/4k2p/2p5/1p1b4/5P2/1r6/3P2r1/4K3 w - - 0 44,0.0,w
3br1k1/1p3pp1/p1p1rn2/P1Pp1P2/1P5P/3RPB2/5KR1/8 b - - 0 38,0.0,b
3br1k1/1p3pp1/p1p2n2/P1Pp1r2/1P5P/3RPB2/4K3/6R1 b - - 1 40,0.0,b
3br1k1/1p3pp1/p1p2n2/P1Pp1r2/1P1R3P/4PB2/5K2/6R1 b - - 5 42,0.0,b
4r1k1/1pb2p2/p1p2np1/P1Pp1r2/1P1R3P/4P3/4K1B1/6R1 b - - 3 44,0.0,b
4r1k1/1p3p2/p1p3p1/P1Pp1r2/1P1RBb1P/8/4K3/6R1 b - - 0 46,0.0,b
4r2k/1p1R1p2/p1p3p1/P1P2r2/1P2pbRP/8/4K3/8 b - - 3 48,0.0,b
1r5k/1pb2p2/p1p3p1/P1P2r2/1P2R1RP/8/4K3/8 b - - 0 50,0.0,b
7k/1pbr1p2/p1p3p1/P1P2r2/1P2R2P/8/4K1R1/8 b - - 4 52,0.0,b
8/1pbr1p2/p1p3pk/P1P2r2/1P2R2P/4K3/8/6R1 b - - 8 54,0.0,b
8/1pbr1p1k/p1p3p1/P1P1r3/1P4RP/8/5K2/6R1 b - - 12 56,0.0,b
4r3/1pb2p1k/p1p3p1/P1P4P/1P4R1/8/3r4/5KR1 b - - 2 58,0.0,b
1b2r3/1p3p1k/p1p3p1/P1P4P/1P1R4/8/8/5rR1 w - - 2 61,0.0,w
3n3k/7p/2b3r1/p1p3PR/2P5/3PB3/P4K2/8 b - - 0 41,0.0,b
7k/7p/2b1n1r1/2p3PR/p1P5/2BP4/P4K2/8 b - - 1 43,0.0,b
8/6kp/2b1n1r1/2p3PR/p1P5/3PB3/P4K2/8 b - - 5 45,0.0,b
4b3/6kp/4n1r1/2p3PR/2P5/B2P4/P4K2/8 b - - 0 47,0.0,b
4b3/5k1p/6r1/2p3n1/2P4R/3P4/PB3K2/8 b - - 3 49,0.0,b
8/4k2p/2b3r1/2p3n1/2P2R2/3P4/PB2K3/8 b - - 7 51,0.0,b
8/4k2p/2b1r3/2p5/2P2R2/3P1n2/PB6/2K5 b - - 11 53,0.0,b
8/4k2p/8/2p5/b1P2R2/2KP1n2/PB6/4r3 b - - 15 55,0.0,b
8/4k2p/8/2p5/b1P1P3/2K2n2/PB6/8 w - - 0 58,0.0,w
8/7p/2bk4/2p1P3/2P5/B1K2n2/P7/8 b - - 0 60,0.0,b
8/7p/2bk4/2p5/2K5/8/PB6/8 b - - 0 62,0.0,b
8/7p/3k4/1Kp1B3/8/8/b7/8 b - - 1 64,0.0,b
8/8/8/4k2p/1K6/8/b7/8 b - - 1 66,0.0,b
8/8/8/4k3/K7/7p/b7/8 b - - 1 68,0.0,b
6b1/8/8/4k3/1K6/8/7p/8 b - - 3 70,0.0,b
6b1/8/8/3qk3/8/8/2K5/8 b - - 3 72,0.0,b
8/8/8/4k3/2bq4/8/2K5/8 b - - 7 74,0.0,b
8/8/8/4k3/2bq4/8/2K5/8 b - - 11 76,0.0,b
8/8/8/4k3/2q5/8/1K6/5b2 b - - 15 78,0.0,b
8/8/8/4k3/8/2qb4/K7/8 b - - 19 80,0.0,b
8/8/8/4k3/2b5/8/3q4/K7 b - - 23 82,0.0,b
5k2/p1r2ppp/1p2bn2/1P2P3/3r3n/R4PNP/4B1P1/4R1K1 b - - 0 37,1.0,b
4nk2/2r2ppp/Pp2b3/4P3/3r3n/R4PNP/4B1P1/R5K1 b - - 0 39,1.0,b
Q3nk2/2r2ppp/1p2b3/4n3/3r4/R4PNP/4B1P1/R5K1 b - - 0 41,1.0,b
Q3n3/4kppp/1p2b3/4n3/3r4/2R2PNP/4B1P1/R5K1 b - - 0 43,1.0,b
Q3n3/4kppp/1p2b3/8/8/5RNP/4B1P1/3R2K1 b - - 0 45,1.0,b
4n3/4k1pp/1p6/3Q1N2/8/5R1P/4B1P1/3R2K1 b - - 0 47,1.0,b
4nk2/5Qpp/8/1p3N2/2B5/5R1P/6P1/3R2K1 b - - 1 49,1.0,b
1r1qr1k1/2pn1pb1/1p1pbn1p/pP2p1p1/P1P1P3/R2P2P1/1B3PBP/Q1R2NK1 w - - 0 19,0.5,w
1r1qr1k1/2pn1pb1/1p1pbn1p/pP2p1p1/P1P1P3/R2PN1P1/1BR2PBP/Q5K1 w - - 4 21,0.5,w
1rq1r2k/2pn1pb1/1p1pbn1p/pP2p1p1/P1P1P3/R2PNBP1/1BR2P1P/4Q1K1 w - - 8 23,0.5,w
1rq1r2k/2pn1pb1/1p1pbn1p/pP2p1p1/P1P1P3/R2PNBP1/1BR2P1P/4Q1K1 w - - 12 25,0.5,w
1rq1r2k/2pn1pb1/1p1pbn1p/pP2p1p1/P1P1P3/R2PNBP1/1BR2P1P/4Q1K1 w - - 16 27,0.5,w
5rk1/1pb1rpp1/p1p2n2/P1Pp4/1P1R1P2/4P3/5KRP/3B4 b - - 4 33,1.0,b
4r1k1/1p2rpp1/p1p2n2/P1Pp4/5P2/3RP3/5KRP/3B4 b - - 0 35,1.0,b
4r1k1/1p2rpp1/p1p5/P1np4/5P2/2R1P3/6RP/3B2K1 b - - 1 37,1.0,b
4r1k1/1p3pp1/p1p5/P1Rp4/5P2/8/5KRP/3Br3 b - - 2 39,1.0,b
4r1k1/1p3pp1/p1p5/P2p4/3r1P2/5K2/2R3RP/8 b - - 3 41,1.0,b
8/1p2rppk/p1p5/P2p4/3r1P2/5KR1/1R5P/8 b - - 7 43,1.0,b
8/1p2rppk/p1p5/P2p1P2/8/r5R1/1R3K1P/8 b - - 2 45,1.0,b
6k1/1p2rpp1/p1p2P2/r2p4/8/7R/1R3K1P/8 b - - 0 47,1.0,b
6k1/1p2rp2/p1p2p2/3p4/8/7R/r6P/1R3K2 b - - 3 49,1.0,b
8/1p2rpk1/p1p2p2/3p4/8/8/1R6/1R3K2 b - - 2 51,1.0,b
8/1R3p2/p1p1rpk1/3p4/8/8/5K2/1R6 b - - 2 53,1.0,b
8/5p2/R1p1r1k1/3p4/5p2/8/5K2/1R6 b - - 0 55,1.0,b
8/5p2/R1p1r3/3p2k1/8/5K2/8/2R5 b - - 0 57,1.0,b
8/5p2/2R1r3/3p2k1/8/6K1/8/2R5 w - - 0 60,1.0,w
8/8/2R1p3/3p1k2/8/6K1/8/8 w - - 2 62,1.0,w
8/3R4/4p3/3p4/3k4/6K1/8/8 w - - 6 64,1.0,w
8/8/4R3/8/3p4/3k2K1/8/8 w - - 0 66,1.0,w
4R3/8/8/8/3p4/3k2K1/8/8 w - - 4 68,1.0,w
4R3/8/8/8/4K3/2kp4/8/8 w - - 0 70,1.0,w
3R4/8/8/8/8/4K3/2kp4/8 w - - 2 72,1.0,w
8/8/8/8/1k1K4/8/3R4/8 w - - 3 74,1.0,w
8/8/8/8/3K4/8/k7/1R6 w - - 7 76,1.0,w
8/8/8/8/3K4/8/k7/1R6 w - - 11 78,1.0,w
8/8/8/8/3K4/2R5/k7/8 w - - 15 80,1.0,w
8/8/8/8/2K5/2R5/8/k7 w - - 19 82,1.0,w
8/8/8/8/8/1K3R2/8/2k5 w - - 23 84,1.0,w
4r1k1/1pb2pp1/p1p1rn2/P1Pp3P/1P3P2/3RPB2/5KR1/8 w - - 1 39,0.0,w
4r1k1/1pb2pp1/p1p4P/P1PprP2/1P2n3/3RPB2/5KR1/8 w - - 1 41,0.0,w
4rk2/1pb2pR1/p1p4P/P1Pp1P2/1P2r3/3RP3/5K2/8 w - - 1 43,0.0,w
4rk2/1pb2p2/p6P/PpPp1P2/7r/3RP3/5KR1/8 w - - 0 45,0.0,w
4rk2/1pb2p2/p1r5/Pp1R1P2/8/4P3/5KR1/8 w - - 0 47,0.0,w
5k2/1pb2p2/p1r5/Pp1R1P2/5r2/5K2/6R1/8 w - - 2 49,0.0,w
8/1pb1kp2/p7/Pp1R1P2/2r2r2/4K3/1R6/8 w - - 6 51,0.0,w
8/1pb2p2/p1r2k2/Pp1R1P2/5r2/3K4/4R3/8 w - - 10 53,0.0,w
8/1pb2p2/p1r2k2/1p1R1P2/5r2/3K4/8/R7 w - - 2 55,0.0,w
8/1pb2p2/p3rk2/1p3r2/8/8/4K3/R2R4 w - - 2 57,0.0,w
8/1p3p2/p3rk2/1p1r4/5b2/8/8/R1KR4 w - - 6 59,0.0,w
8/1p3p2/p4k2/1p1r4/5b2/K3r3/8/R2R4 w - - 10 61,0.0,w
8/1p3p2/p4k2/1p1rb3/8/8/K3r3/R2R4 w - - 14 63,0.0,w
8/1p3p2/p4k2/1p2b3/8/1K6/1r2r3/R7 w - - 2 65,0.0,w
rn3r1k/1p1bp1bp/1q1n2p1/p1pB1pN1/Q1Pp1PP1/3P3P/PP1BPR2/6RK w - - 6 20,1.0,w
rn2r2k/1p2p1bp/1qbn2p1/p1pB1pN1/2Pp1PP1/Q2P3P/PP1BPR2/4R2K w - - 10 22,1.0,w
r3r2k/1p1np1bp/2qn2p1/p1p2p2/2Pp1PP1/Q2P1N1P/PP1BPR2/4R2K w - - 2 24,1.0,w
r3r2k/1p1np1bp/2q3p1/B1p5/2np1PP1/Q2P1N2/PP2PR2/4R2K w - - 0 26,1.0,w
r3r2k/1p1np1bp/2q3p1/B1p3P1/2Pp1P2/Q4N2/PP2PR2/4R2K w - - 1 28,1.0,w
4r1k1/1p1np1bp/2q3p1/r1p3P1/2Pp1P2/3Q1N2/PP2P2R/4R2K w - - 0 30,1.0,w
4r1k1/1p2p1bp/2q3p1/Q1p3P1/2np1P2/5N2/PP2P2R/4R2K w - - 0 32,1.0,w
4r1k1/Qp2p1bp/q5p1/2p3P1/2n2P2/3P1N2/PP5R/4R2K w - - 1 34,1.0,w
5rk1/4p1bp/p5p1/2p3P1/2P2P2/5N2/PP5R/4R2K w - - 1 36,1.0,w
6k1/4R2p/p5p1/2p3P1/2P2r2/5N2/PR6/7K w - - 0 38,1.0,w
1R6/4Rrkp/p5p1/2p3P1/2P5/5N2/P5K1/8 w - - 4 40,1.0,w
1R6/7p/p3RPpk/2p5/2P5/5N2/P5K1/8 w - - 1 42,1.0,w
1R3Q2/7p/p3R1p1/2p5/2P3k1/5N2/P5K1/8 w - - 1 44,1.0,w
8/pp1k1p2/3n1p1p/3P4/1P6/P2BK3/5PPP/8 w - - 6 32,0.5,w
8/pp3p2/1k1n1p1p/1P1P4/8/P3K3/4BPPP/8 w - - 3 34,0.5,w
8/pp3p2/3n1p1p/1k1P4/6K1/P4B2/5PPP/8 b - - 1 36,0.5,b
8/pp3p2/3n1p1p/3P3K/8/k7/5PPP/3B4 b - - 1 38,0.5,b
8/pp3p1K/5p2/3P1n2/8/8/1k3PPP/3B4 b - - 2 40,0.5,b
8/pp3B1K/5p2/3P1n2/1k6/8/5PPP/8 b - - 0 42,0.5,b
8/pp3K2/5p2/3P4/1k6/8/5PPP/8 b - - 0 44,0.5,b
8/pp2K3/2kP1p2/8/8/8/5PPP/8 b - - 2 46,0.5,b
3Q4/pp2K3/5p2/4k3/8/8/5PPP/8 b - - 0 48,0.5,b
8/p3K3/5p2/1Q6/4k3/8/5PPP/8 b - - 0 50,0.5,b
8/p7/5K2/Q7/8/2k5/5PPP/8 b - - 2 52,0.5,b
8/8/5K2/2Q5/8/2k5/5PPP/8 b - - 2 54,0.5,b
8/8/8/4K3/8/4Q3/2k2PPP/8 b - - 6 56,0.5,b
8/8/8/8/4K3/3Q4/2k2PPP/8 b - - 10 58,0.5,b
8/8/8/8/3QK3/1k6/5PPP/8 b - - 14 60,0.5,b
8/8/8/8/4K3/3Q4/1k3PPP/8 b - - 18 62,0.5,b
8/8/8/8/3K4/2Q5/1k3PPP/8 b - - 22 64,0.5,b
8/8/8/8/8/2QK4/k4PPP/8 b - - 26 66,0.5,b
8/8/8/8/8/2QK4/k4PPP/8 b - - 30 68,0.5,b
2r5/pp3pkp/5p2/3P4/1P2n3/P2B4/2R2PPP/6K1 b - - 0 26,0.0,b
8/pp3pkp/8/1P1P1p2/4n3/P7/2B2PPP/6K1 b - - 0 28,0.0,b
8/pp3p1p/3n1k2/1P1P1p2/P7/5P2/2B3PP/6K1 w - - 1 31,0.0,w
8/1p3p1p/1p1n4/3Pkp2/P7/5P2/6PP/1B4K1 w - - 2 33,0.0,w
8/1p3p1p/1p1n4/3P1p2/P7/2k2P2/B5PP/5K2 w - - 6 35,0.0,w
8/1p3p1p/1p1n4/3k1p2/P7/5P2/5KPP/1B6 w - - 0 37,0.0,w
8/1p3p1p/1p1n4/5p2/P7/4kPK1/B5PP/8 w - - 4 39,0.0,w
8/1p3p1p/3n4/1p6/P4p2/1B2kP1K/6PP/8 w - - 0 41,0.0,w
8/1p3p1p/3n4/1P6/5pK1/1B2kP2/6PP/8 w - - 3 43,0.0,w
8/1p3p2/3n4/1P5K/B4p2/5P2/5kPP/8 w - - 1 45,0.0,w
8/1p3p2/3n4/1P6/5p2/1B2kP1K/6PP/8 b - - 5 47,0.0,b
8/8/1p1n4/1P3p2/5p2/1B2kP1K/6PP/8 b - - 1 49,0.0,b
8/8/1p6/3B1p2/3n1p1K/4kP2/6PP/8 b - - 3 51,0.0,b
8/1B6/8/1p3p2/3n1p2/5P1K/5kPP/8 b - - 1 53,0.0,b
8/8/8/5p2/2Bn1p2/1p3P1K/5kPP/8 b - - 1 55,0.0,b
8/8/8/5p2/5p1K/1n2kP2/6PP/8 b - - 1 57,0.0,b
8/8/8/5p2/3n1p1K/5P2/5kPP/8 b - - 5 59,0.0,b
8/8/6K1/5p2/3n1p2/5k2/7P/8 b - - 1 61,0.0,b
8/8/6K1/5p2/3n4/4kp2/7P/8 b - - 1 63,0.0,b
8/8/5K2/5p2/3nk3/8/5p1P/8 b - - 3 65,0.0,b
8/8/5K2/5p2/3nk3/8/6qP/8 b - - 3 67,0.0,b
8/4K3/8/8/3nkp2/7q/8/8 b - - 1 69,0.0,b
8/8/8/2K5/3n1k2/5p1q/8/8 w - - 3 72,0.0,w
8/8/8/8/2K2k2/7q/8/5r2 w - - 0 74,0.0,w
2q5/8/8/8/3K1k2/8/8/3r4 w - - 4 76,0.0,w
r1bqk2r/pp2ppbp/2nn2p1/8/7P/P1P5/2BPNPP1/R1BQ1RK1 b kq - 0 12,1.0,b
r2qk2r/pp2pp1p/2nn1bp1/8/6bP/P1P2P2/2BPN1P1/R1BQR1K1 b kq - 0 14,1.0,b
r3k2r/pp2pp1p/q1nn1bp1/8/6PP/P1P5/2BPN1P1/R1BQRK2 b kq - 0 16,1.0,b
2kr3r/pp2pp1p/q1n2Pp1/8/2n4P/P1P5/2BPN1P1/R1BQRK2 b - - 0 18,1.0,b
2krr3/pp3p1p/q1n2pp1/8/2nP3P/P1P5/2B1NKP1/R1BQR3 b - d3 0 20,1.0,b
2krr3/pp3p1p/2n2pp1/7q/2nP1B1P/P1PB4/4NKP1/R2QR3 b - - 4 22,1.0,b
2krr3/pp3p1p/2n3p1/4p2q/Q4B1P/P1PB4/4NKP1/R3R3 b - - 1 24,1.0,b
2k1Q3/pp3p1p/2n3p1/7q/5p1P/P1Pr4/4NKP1/R3R3 b - - 0 26,1.0,b
2kr4/pp3Q1p/2n3p1/8/5p1q/P1P5/4N1P1/R3RK2 b - - 1 28,1.0,b
2kr4/pp5p/2n1Q1pq/8/5p2/P1P5/6P1/R3RKN1 b - - 5 30,1.0,b
3r4/ppk2Q1p/2n3pq/8/8/P1P2p1N/6P1/R3RK2 b - - 1 32,1.0,b
2kr4/pp5p/2n3pq/8/5Q2/P1P4N/6K1/R3R3 b - - 0 34,1.0,b
2k5/pp5p/2n3pq/8/5Q2/P1PrR1KN/8/R7 b - - 4 36,1.0,b
2k5/pp5p/2n3p1/8/5Q2/P1P1r2q/5K2/R7 b - - 1 38,1.0,b
2kn1Q2/pp2r2p/6p1/8/8/P1P4q/5K2/4R3 b - - 5 40,1.0,b
3nr3/pp1k3p/6p1/2Q5/8/P1P4q/5K2/3R4 b - - 9 42,1.0,b
3nr3/pp5p/6p1/4k3/8/P1P4Q/5K2/3R4 b - - 0 44,1.0,b
3n1r2/pp5p/8/4k1p1/8/P1P1Q3/6K1/3R4 b - - 1 46,1.0,b
3n1r2/pp5p/6k1/6p1/4Q3/P1P5/6K1/5R2 b - - 5 48,1.0,b
