fen,outcome,side_to_move
r2qr1k1/pp1nbppp/2p1bn2/4p3/3pP3/2PP1P2/PPBNQ1PP/R1B2R1K w - - 0 12,0.0,w
r2qr1k1/pp1n1ppp/2p1bn2/4P3/1b1p4/3P1P2/PPBNQ1PP/R1B2R1K w - - 1 14,0.0,w
r3r1k1/pp1n1ppp/2p2q2/3b4/1b1p4/3P1P2/PPBN1QPP/R1B2R1K w - - 0 16,0.0,w
r3r1k1/pp1nbppp/2p5/3b1q2/3pN3/P2P1P2/1PB2QPP/R1B2R1K w - - 1 18,0.0,w
r3rnk1/pp2bppp/2p3q1/3b4/3pNB2/P2P1P1P/1PB2QP1/R4R1K w - - 3 20,0.0,w
r3r1k1/pp2bppp/2p3q1/3bQ3/4Nn2/P2P1P1P/1PB3P1/R4R1K w - - 0 22,0.0,w
3rr1k1/pp3ppp/2p3q1/3b2b1/5Q2/P2P1PNP/1PB3P1/R4R1K w - - 3 24,0.0,w
3rr1k1/pp3ppp/2p2bq1/8/8/P2P1QNP/1PB3P1/R4R1K w - - 1 26,0.0,w
4r1k1/pp1r1ppp/2p2b2/5N2/3P4/P4Q1P/1Pq3P1/R4R1K w - - 2 28,0.0,w
3r2k1/pp1r1pNp/2p2Q2/8/3Pq3/P6P/1P4P1/R4R1K w - - 1 30,0.0,w
3r3k/pp1r1p1p/2p5/6QN/3q4/P6P/1P4P1/R4R1K w - - 2 32,0.0,w
3r3k/pp1r1p1p/2p2q2/7N/5R2/P6P/6P1/R6K w - - 0 34,0.0,w
7k/pp3p1p/2p2N2/8/5R2/P6P/6P1/3r3K w - - 0 36,0.0,w
8/pp3pkN/2p5/8/5R2/P2r3P/6PK/8 w - - 1 38,0.0,w
8/pp3N2/2p3k1/8/5R2/r6P/6PK/8 w - - 0 40,0.0,w
8/pp6/2p2R2/4N1k1/8/r6P/6PK/8 w - - 4 42,0.0,w
8/p7/2N5/6k1/8/7P/6PK/r7 w - - 1 44,0.0,w
8/8/p7/6k1/rN6/6KP/6P1/8 w - - 2 46,0.0,w
8/8/p5k1/3N4/r6P/6K1/6P1/8 w - - 3 48,0.0,w
8/8/p7/3Nk3/r6P/6K1/6P1/8 w - - 7 50,0.0,w
4N3/8/p7/3k4/r6P/6K1/6P1/8 w - - 11 52,0.0,w
8/8/p7/5k2/r5NP/6K1/6P1/8 w - - 15 54,0.0,w
8/8/p7/4k3/7P/r7/5NPK/8 w - - 19 56,0.0,w
8/8/p7/6kP/6N1/r7/6PK/8 w - - 3 58,0.0,w
8/8/6kP/p7/6N1/r7/6P1/7K w - - 0 60,0.0,w
8/8/7k/p7/2N5/8/6P1/r6K w - - 2 62,0.0,w
8/6k1/8/p7/r7/8/1N4PK/8 b - - 6 64,0.0,b
8/5k2/8/p7/1r6/7K/6P1/3N4 b - - 10 66,0.0,b
8/5k2/8/8/p7/1r4PK/5N2/8 b - - 2 68,0.0,b
8/8/6k1/8/6K1/1r4P1/p4N2/8 w - - 0 71,0.0,w
8/5k2/8/8/5NK1/1r4P1/8/q7 w - - 2 73,0.0,w
8/5k2/8/3N1K2/3q4/6r1/8/8 w - - 2 75,0.0,w
8/5k2/5q2/6K1/8/5r2/8/8 w - - 0 77,0.0,w
8/5k2/5q2/8/8/6K1/8/r7 w - - 4 79,0.0,w
8/5k2/6q1/8/8/6K1/8/5r2 w - - 8 81,0.0,w
3q1r1k/2p2rbn/1p1p2pp/pPnPp3/P3p3/3P1PPB/7P/2BQRR1K w - - 0 34,1.0,w
5r1k/2p1qrb1/1p1p1npp/pPnPp3/P3P3/3PB1PB/7P/3QRR1K w - - 3 36,1.0,w
4qr1k/2p2rb1/3pBnpp/pPpPp3/P3P3/3P2P1/7P/3QRR1K w - - 2 38,1.0,w
4q2k/5rb1/1p1p1npp/p1pPp3/P3P3/3P2P1/7P/3QRR1K w - - 0 40,1.0,w
4qrk1/6b1/1p1p1npp/p1pPp3/P3P3/3P2P1/4R1KP/3Q1R2 w - - 4 42,1.0,w
5r2/3q1kb1/1p1p1npp/p1pPp3/P3P3/3P2P1/1R3RKP/3Q4 w - - 8 44,1.0,w
2q2r2/4k1b1/3R1npp/p1pPp3/P3P3/3P2P1/5RKP/3Q4 w - - 1 46,1.0,w
5r2/4k1b1/1q3npp/p1RPp3/P3P3/3P2P1/5RKP/3Q4 w - - 1 48,1.0,w
8/4k1b1/1q3rp1/p2Pp2p/P3P3/3P2P1/2R3KP/3Q4 w - - 0 50,1.0,w
4k3/2R3b1/5rp1/p2Pp2p/P2qP3/6P1/6KP/3Q4 w - - 2 52,1.0,w
4k3/2R3b1/3r2p1/p2Pp2p/P3P3/6PK/5q1P/1Q6 w - - 6 54,1.0,w
1Q1r1k2/2R3b1/6p1/p2Pp2p/P3P3/6PK/5q1P/8 w - - 10 56,1.0,w
5k2/p1rr1ppp/1p6/1P1nP3/5P1n/R5PP/4N3/R5K1 b - - 0 41,1.0,b
8/p1rrkppp/1p4n1/1P1nP3/3N1P2/3R2PP/8/R5K1 b - - 4 43,1.0,b
8/p2rkppp/1p4n1/1P2PN2/1nr2P2/6PP/3R4/R5K1 b - - 8 45,1.0,b
8/p3Rppp/1p2k3/1P2PN2/1nr2n2/6PP/8/R5K1 b - - 1 47,1.0,b
8/p5pp/1p4k1/1P2P3/1nr2R2/6PP/8/R5K1 b - - 0 49,1.0,b
8/p5pp/1p4k1/1P2P3/R4P2/3n3P/8/6K1 w - - 2 52,1.0,w
8/p5pp/Rp4k1/1P2P3/8/7n/5K2/8 w - - 0 54,1.0,w
8/R5p1/1p4kp/1P2P3/8/6K1/8/6n1 w - - 0 56,1.0,w
8/R5p1/1p4k1/1P2P2p/8/4K2n/8/8 w - - 0 58,1.0,w
8/1R4p1/1p4k1/1P2P1n1/3K3p/8/8/8 w - - 2 60,1.0,w
8/6R1/8/1P2P1n1/3K4/7p/8/8 b - - 0 62,1.0,b
8/8/4P3/1P4R1/3K4/8/8/7q b - - 0 64,1.0,b
8/8/1q2P3/2R5/3K4/8/8/8 b - - 1 66,1.0,b
8/8/4P3/3q4/8/4K3/8/8 b - - 3 68,1.0,b
8/8/4P3/8/8/4q3/6K1/8 b - - 7 70,1.0,b
8/8/4P3/8/8/8/8/6K1 b - - 0 72,1.0,b
r3r1k1/pp1bb1np/2p1p1p1/3p4/6P1/2P5/PPBN3P/R1B2R1K w - - 0 21,0.5,w
r4rk1/pp1b2np/2pbp1p1/3p4/6P1/2P2N2/PPB3KP/R1B2R2 w - - 4 23,0.5,w
5rk1/pp1b2np/2pbprpB/3p4/6P1/2P2N2/PPB3KP/4RR2 w - - 8 25,0.5,w
5rk1/pp1b2np/3bp1p1/2pp2N1/6P1/2P1B3/PPB3KP/4Rr2 w - - 0 27,0.5,w
6k1/pp4np/3bp1p1/1bpp2N1/6P1/2P1B3/PPB4P/5K2 w - - 1 29,0.5,w
6k1/pp4np/3bp1p1/1bpp2N1/6P1/1PP1B3/P1B2K1P/8 w - - 1 31,0.5,w
6k1/pp4np/3bp1p1/1bpp2N1/6P1/1PP1B3/P1B1K2P/8 w - - 5 33,0.5,w
6k1/pp4np/4p1p1/1bp3N1/3P2P1/1P2B3/P1B4b/3K4 w - - 0 35,0.5,w
6k1/pp4np/2b3p1/2P1p1N1/4B1P1/1P2B3/P6b/3K4 w - - 2 37,0.5,w
6k1/p5np/2p3p1/2P1p1N1/5bP1/1P2B3/P2K4/8 w - - 2 39,0.5,w
8/p5nk/2p3p1/2P5/5pP1/1P6/P2K4/8 w - - 0 41,0.5,w
8/p6k/2p1n1p1/2P5/4K1P1/1P3p2/P7/8 w - - 0 43,0.5,w
8/p2n3k/2p3p1/8/5KP1/1P6/P7/8 w - - 2 45,0.5,w
7k/p2n4/2p3p1/6P1/8/1P2K3/P7/8 w - - 1 47,0.5,w
8/p5k1/2p3p1/2n3P1/8/1P6/P2K4/8 w - - 5 49,0.5,w
8/p5k1/2p3p1/6n1/8/1P6/P1K5/8 w - - 0 51,0.5,w
8/p4k2/2p1n1p1/8/8/1P6/P2K4/8 b - - 4 53,0.5,b
8/p7/2p1n1p1/4k3/8/1P6/P2K4/8 b - - 8 55,0.5,b
8/p7/2p1n1p1/4k3/8/1P3K2/P7/8 b - - 12 57,0.5,b
8/p7/2p3p1/2n2k2/8/1P6/P4K2/8 b - - 16 59,0.5,b
8/p7/2p3p1/8/4nk2/1P6/P6K/8 b - - 20 61,0.5,b
8/p7/2p3p1/8/P7/1Pn2k2/7K/8 w - - 1 64,0.5,w
8/p7/2p5/6p1/PP2n3/5k1K/8/8 w - - 0 66,0.5,w
8/p7/2p5/1P6/P3n2K/5kp1/8/8 w - - 0 68,0.5,w
8/p1P5/5n2/8/P6K/5k2/6p1/8 w - - 0 70,0.5,w
8/pQ6/5n2/8/P6K/8/4k3/6q1 w - - 2 72,0.5,w
8/p7/5n2/8/P6K/2Q5/5k2/6q1 w - - 6 74,0.5,w
8/p7/4Q3/8/P6K/3k4/8/6q1 w - - 3 76,0.5,w
8/p7/8/8/P5K1/3k3q/8/8 w - - 0 78,0.5,w
8/p7/8/Pk6/8/7K/8/8 w - - 1 80,0.5,w
8/p7/8/6K1/k7/8/8/8 w - - 2 82,0.5,w
8/8/8/pk6/6K1/8/8/8 w - - 2 84,0.5,w
8/8/8/8/pk4K1/8/8/8 w - - 2 86,0.5,w
8/8/8/8/1k6/6K1/p7/8 w - - 0 88,0.5,w
8/8/8/8/1k1q4/5K2/8/8 w - - 2 90,0.5,w
8/8/8/8/1k6/5q2/8/7K w - - 6 92,0.5,w
8/8/8/8/8/2k4q/5K2/8 w - - 10 94,0.5,w
8/8/8/8/2k5/6q1/8/5K2 w - - 14 96,0.5,w
8/8/8/8/2k5/6q1/8/5K2 w - - 18 98,0.5,w
8/8/8/8/8/2kq4/8/4K3 w - - 22 100,0.5,w
r4rk1/1p1bp1bp/1qnn2p1/p1pB1pN1/2Pp1PP1/Q2P3P/PP1BPR2/6RK b - - 3 18,0.0,b
r4r1k/1p1b2bp/1qnnp1p1/p1pB1pP1/2Pp1P2/Q2P1N1P/PP1BPR2/6RK b - - 0 20,0.0,b
r4r1k/1p1bn1bp/1q1n2p1/p1pP1pP1/3p1P2/Q2P1N1P/PP1BPR2/2R4K b - - 2 22,0.0,b
r1r3k1/1p1bn1bp/1q1n2p1/p1pPNpP1/3p1P1P/Q2P4/PP1BPR2/2R4K b - - 2 24,0.0,b
r1r3k1/1p2n1bp/1N1q2p1/pnpP1pP1/3p1P1P/Q2P4/PP1BPR2/2R4K b - - 2 26,0.0,b
2r3k1/1p2n1bp/3q2p1/p1pP1pP1/3p1P1P/P2P4/P2BPR2/2R4K b - - 0 28,0.0,b
2r3k1/1p2n1bp/6p1/2pq1pP1/p1Rp1P1P/P2P4/P2BPR2/6K1 b - - 1 30,0.0,b
2r3k1/1p2nqbp/6p1/5pP1/R1Pp1P1P/P7/P2BPR2/6K1 b - - 0 32,0.0,b
2R3k1/1p2nqbp/6p1/5pP1/3p1P1P/P7/P2BPR2/6K1 b - - 0 34,0.0,b
2n3k1/1p4bp/6p1/5pP1/3p1P1P/P7/q2BP3/2R3K1 b - - 1 36,0.0,b
4Rbk1/1p5p/6p1/5pP1/3p1P1P/P7/3qP3/6K1 b - - 2 38,0.0,b
4Rbk1/1p5p/6p1/5pP1/3p3P/P6q/4P3/5K2 w - - 3 41,0.0,w
4Rbk1/1p5p/6p1/5pq1/3p4/P7/4P3/3K4 w - - 0 43,0.0,w
2R2bk1/1p5p/6p1/5p2/3p4/q7/2K1P3/8 w - - 0 45,0.0,w
5bk1/1p5p/6p1/5p2/2R5/3P4/2K5/q7 w - - 1 47,0.0,w
2R2bk1/1p5p/6p1/5p2/8/3P4/q2K4/8 w - - 5 49,0.0,w
6k1/1p5p/6p1/5p2/8/3P4/2qb4/8 w - - 0 53,0.0,w
r2n1r1k/1p1b2bp/4p1p1/p1pB1nN1/1qPp1P1P/3P4/P2BPR2/3Q2RK b - - 1 24,0.0,b
r2n1r1k/1p1b2bp/4p1p1/p1pB1n2/2PpPP1P/3P1N2/q2B1R2/3Q2RK b - e3 0 26,0.0,b
r2n1r1k/1p1b2bp/5Pp1/p1pp4/2Pp1P1P/q2P1N2/3B1R2/3Q2RK b - - 0 28,0.0,b
r2n1r1k/1p1b3p/5bp1/p1pp4/Q1Pp1P1P/3P1N2/5R2/2B3RK b - - 0 30,0.0,b
r2n1r1k/1p5p/5bp1/pbpP4/3p1P1P/3P1N2/1B3R2/6RK b - - 2 32,0.0,b
r2n1r1k/1p5p/5bp1/2pP4/p2p1P1P/3b1N2/5R2/2B1R2K b - - 1 34,0.0,b
r2n1r1k/1p5p/5bp1/2pP1b1P/3p4/p4N2/5R2/2B1R2K b - - 0 36,0.0,b
r2n1r1k/1p5p/5bb1/2pPN3/8/p2p4/5R2/2B1R2K b - - 1 38,0.0,b
r2n1r1k/1p6/5bp1/2pP4/8/3p4/pB3R2/4R2K b - - 1 40,0.0,b
3n1r1k/1p6/5bp1/2pP4/8/3p4/5R2/R6K b - - 0 42,0.0,b
3R4/1p4k1/6p1/2pP4/8/3p4/8/b6K b - - 0 44,0.0,b
8/1R6/6pk/2pP4/8/8/3p4/b6K b - - 0 46,0.0,b
8/8/1R4pk/2pq4/8/8/7K/b7 b - - 1 48,0.0,b
8/8/1R4p1/2pqb1k1/8/8/5K2/8 b - - 5 50,0.0,b
8/8/1R4p1/2p3k1/2qb4/8/3K4/8 b - - 9 52,0.0,b
8/8/1R4p1/b1p3k1/2q5/8/8/3K4 b - - 13 54,0.0,b
8/8/1b4p1/2p3k1/8/3q4/1K6/8 b - - 1 56,0.0,b
8/8/6p1/2b3k1/2p5/3q4/K7/8 b - - 3 58,0.0,b
8/8/6p1/6k1/2p5/3q4/5b2/K7 w - - 7 75,0.0,w
8/8/6p1/8/2p2k2/3q4/1K3b2/8 b - - 11 78,0.0,b
8/8/6p1/8/K4k2/3q4/2p2b2/8 b - - 1 80,0.0,b
8/8/6p1/8/K4k2/3q4/8/2r1b3 b - - 3 82,0.0,b
rn1q1rk1/ppb2ppp/2p2nb1/2Pp4/1P3P2/3BP3/PBQ3PP/RN3RK1 w - - 1 13,0.0,w
rn1qr1k1/ppb3pp/2p2np1/2Pp4/1P3P2/4P3/PBQ3PP/RN1R2K1 w - - 2 15,0.0,w
rn4k1/ppb3pp/2p2qp1/2Pp4/1P3P2/4r3/P1QN2PP/R2R2K1 w - - 0 17,0.0,w
r5k1/ppb3pp/n4qp1/1pPp4/5P2/4r1P1/P1QN3P/R2R2K1 w - - 0 19,0.0,w
2r3k1/pp4pp/n1P2qp1/bp1p4/5P2/4r1P1/P1QN3P/1R1R2K1 w - - 1 21,0.0,w
2r3k1/pR4pp/n1P3p1/b2p4/3q1P2/6P1/P1QNr2P/3R2K1 w - - 1 23,0.0,w
2r2k2/p5Rp/n1P3p1/b2p4/5P2/6P1/P1QNrq1P/3R3K w - - 1 25,0.0,w
7k/2p3bn/1p1p2pp/pPnPp3/P3Pr1q/3P1P2/6BP/3QRR1K w - - 0 37,0.5,w
7k/2p2rbn/1p1p3p/pPnPp1p1/P3P2q/3P1P2/3Q2BP/R4R1K w - - 0 39,0.5,w
7k/2p2rb1/1p1p1n1p/pPnPp1pq/P3P3/3P1P2/3Q2BP/2R2RK1 w - - 4 41,0.5,w
7k/2p2rb1/1p3n1p/pPnPp1pq/P4p2/3P4/3Q2BP/2R2RK1 w - - 0 43,0.5,w
7k/2p2rb1/1p5p/pPnnp2q/P4pp1/3P4/3Q3P/2RB1RK1 w - - 0 45,0.5,w
7k/2p2rb1/1p5p/pP1np3/n4pq1/3P4/3Q3P/2R2R1K w - - 0 47,0.5,w
7k/2p2rb1/1p5p/pP1np3/n7/3P1p2/5QqP/2R2R1K w - - 2 49,0.5,w
7k/2p2rb1/1p5p/pP2p3/n7/3Pn3/6KP/2R2R2 w - - 1 51,0.5,w
7k/2p2rb1/1p5p/pPn1p3/8/3P4/7P/5RK1 w - - 1 53,0.5,w
7k/2R3b1/1p5p/pP6/4p3/3n4/7P/6K1 w - - 0 55,0.5,w
8/6b1/1p4kp/pP6/2R1p3/3n4/7P/6K1 w - - 4 57,0.5,w
8/4R3/1p5p/pP3k2/3b4/3n4/7P/6K1 w - - 3 59,0.5,w
8/4R3/1p5p/pPn1bk2/8/8/4K2P/8 w - - 7 61,0.5,w
8/8/1p5p/pPn1b3/6k1/8/4KR1P/8 w - - 11 63,0.5,w
8/8/1p5p/pPn1b3/6k1/8/4KR1P/8 w - - 15 65,0.5,w
8/8/1p5p/pP2bk2/8/1n3K2/6RP/8 w - - 19 67,0.5,w
8/8/1p5p/1P2bk2/p2n4/4K3/6RP/8 w - - 2 69,0.5,w
8/8/1p2k2p/1n2b3/p7/4K3/6RP/8 w - - 0 71,0.5,w
8/8/1p5p/1n2bk2/8/p3K3/6RP/8 b - - 0 73,0.5,b
8/8/1p1n3p/4b1k1/8/p4K2/5R1P/8 b - - 4 75,0.5,b
8/8/1p3k1p/1n2b3/6K1/p7/R6P/8 b - - 8 77,0.5,b
8/2b3k1/1p5p/1n6/8/p6K/2R4P/8 b - - 12 79,0.5,b
8/6k1/1p5p/4b3/3n4/p7/3R2KP/8 b - - 16 81,0.5,b
8/8/1p3k1p/4b3/3n4/R7/p5KP/8 b - - 1 83,0.5,b
8/8/1p3k1p/5n2/8/8/6KP/b7 b - - 0 86,0.5,b
8/2b5/1p3k1p/5n2/8/8/5K1P/8 b - - 4 88,0.5,b
8/8/1p3k1p/4bn2/8/5K2/8/8 b - - 3 90,0.5,b
8/8/1p1n2kp/4b3/8/8/3K4/8 b - - 7 92,0.5,b
8/8/1p1n2k1/4b3/7p/8/2K5/8 b - - 1 94,0.5,b
8/8/1p1n2k1/4b3/8/8/7p/2K5 b - - 1 96,0.5,b
8/8/3n2k1/1p2b3/8/1K6/8/7q b - - 1 98,0.5,b
8/8/2q3k1/1p2b3/2n5/1K6/8/8 w - - 5 102,0.5,w
8/8/8/1p2bk2/2n5/1K6/8/7q w - - 9 104,0.5,w
8/8/8/1p2bk2/2n5/1K6/6q1/8 w - - 13 106,0.5,w
8/8/6k1/4b3/2K5/8/6q1/8 b - - 0 108,0.5,b
8/1q6/6k1/4b3/2K5/8/8/8 b - - 4 110,0.5,b
8/8/6k1/8/4q3/8/K7/b7 b - - 8 112,0.5,b
8/8/6k1/8/q7/2b5/8/2K5 b - - 12 114,0.5,b
8/8/6k1/8/4q3/8/8/b1K5 b - - 16 116,0.5,b
8/8/6k1/8/4q3/8/8/b1K5 b - - 20 118,0.5,b
r3r1k1/pb2pp1p/1pnn2pP/8/P2b2q1/2PB2N1/5PP1/R1B1QRK1 w - - 0 19,0.0,w
r3r1k1/pb2pp1p/1pnn2pP/8/P2P4/1q6/4BPP1/R1B1QRK1 w - - 1 21,0.0,w
2r1r1k1/pb2pp1p/1pnn2pP/8/P2P4/q3B3/4BPP1/2R1QRK1 w - - 5 23,0.0,w
2nnr1k1/pb2pp1p/1p4pP/3P4/P7/q3B3/4BPP1/4QRK1 w - - 0 25,0.0,w
2nn1rk1/p3pp1p/1p4pP/1B1b4/P4B2/q7/5PP1/4QRK1 w - - 0 27,0.0,w
2nn1rk1/p1q1pp1p/1p4pP/1B1b4/P7/4BP2/6P1/4QRK1 w - - 3 29,0.0,w
2nn1rk1/pb2pp1p/1q4pP/1B6/P7/5P2/5RP1/4Q1K1 w - - 0 31,0.0,w
2nn1rk1/pb2pp1p/5qpP/1B6/P4P2/8/5RPK/4Q3 w - - 1 33,0.0,w
2nn1rk1/pb2pp1p/6pq/1B6/P7/6P1/2R4K/4Q3 w - - 0 35,0.0,w
2nn1rk1/pb2pp1p/6p1/1B6/P7/6P1/2R2K1q/4Q3 w - - 4 37,0.0,w
2nn1rk1/pb2pp1p/6p1/2q5/P7/3BK1P1/8/4Q3 w - - 2 39,0.0,w
2n2rk1/pb2p2p/4p1p1/2q5/P4K2/3B2P1/8/8 w - - 0 41,0.0,w
