mg_scale,eg_scale,returncode,wins,losses,draws
0.7198903227451472,0.7198903227451472,0,0,18,2
0.7198903227451472,1.3629810185397422,0,0,15,5
1.3629810185397422,0.7198903227451472,0,0,18,2
1.3629810185397422,1.3629810185397422,0,0,18,2
