mg_scale,eg_scale,returncode,wins,losses,draws
0.6923973596006213,0.6923973596006213,0,0,19,1
0.6923973596006213,1.2351599996197167,0,0,18,2
1.2351599996197167,0.6923973596006213,0,0,20,0
1.2351599996197167,1.2351599996197167,0,0,17,3
