trial,loss,mae,mse,rmse,error_count,evaluated,val_mae,val_mse,val_rmse,val_error_count
0,469.3355991316417,469.3355991316417,518371.63545014104,719.9803021264825,0,2079326,468.09455236413373,512770.0798879828,716.0796602948466,0
1,469.3355991316417,469.3355991316417,518371.63545014104,719.9803021264825,0,2079326,468.09455236413373,512770.0798879828,716.0796602948466,0
2,469.3355991316417,469.3355991316417,518371.63545014104,719.9803021264825,0,2079326,468.09455236413373,512770.0798879828,716.0796602948466,0
3,469.3355991316417,469.3355991316417,518371.63545014104,719.9803021264825,0,2079326,468.09455236413373,512770.0798879828,716.0796602948466,0
4,469.3355991316417,469.3355991316417,518371.63545014104,719.9803021264825,0,2079326,468.09455236413373,512770.0798879828,716.0796602948466,0
5,469.3355991316417,469.3355991316417,518371.63545014104,719.9803021264825,0,2079326,468.09455236413373,512770.0798879828,716.0796602948466,0
6,469.3355991316417,469.3355991316417,518371.63545014104,719.9803021264825,0,2079326,468.09455236413373,512770.0798879828,716.0796602948466,0
7,469.3355991316417,469.3355991316417,518371.63545014104,719.9803021264825,0,2079326,468.09455236413373,512770.0798879828,716.0796602948466,0
8,469.3355991316417,469.3355991316417,518371.63545014104,719.9803021264825,0,2079326,468.09455236413373,512770.0798879828,716.0796602948466,0
9,469.3355991316417,469.3355991316417,518371.63545014104,719.9803021264825,0,2079326,468.09455236413373,512770.0798879828,716.0796602948466,0
10,469.3355991316417,469.3355991316417,518371.63545014104,719.9803021264825,0,2079326,468.09455236413373,512770.0798879828,716.0796602948466,0
11,469.3355991316417,469.3355991316417,518371.63545014104,719.9803021264825,0,2079326,468.09455236413373,512770.0798879828,716.0796602948466,0
12,469.3355991316417,469.3355991316417,518371.63545014104,719.9803021264825,0,2079326,468.09455236413373,512770.0798879828,716.0796602948466,0
13,469.3355991316417,469.3355991316417,518371.63545014104,719.9803021264825,0,2079326,468.09455236413373,512770.0798879828,716.0796602948466,0
14,469.3355991316417,469.3355991316417,518371.63545014104,719.9803021264825,0,2079326,468.09455236413373,512770.0798879828,716.0796602948466,0
15,469.3355991316417,469.3355991316417,518371.63545014104,719.9803021264825,0,2079326,468.09455236413373,512770.0798879828,716.0796602948466,0
16,469.3355991316417,469.3355991316417,518371.63545014104,719.9803021264825,0,2079326,468.09455236413373,512770.0798879828,716.0796602948466,0
17,469.3355991316417,469.3355991316417,518371.63545014104,719.9803021264825,0,2079326,468.09455236413373,512770.0798879828,716.0796602948466,0
18,469.3355991316417,469.3355991316417,518371.63545014104,719.9803021264825,0,2079326,468.09455236413373,512770.0798879828,716.0796602948466,0
19,469.3355991316417,469.3355991316417,518371.63545014104,719.9803021264825,0,2079326,468.09455236413373,512770.0798879828,716.0796602948466,0
20,469.3355991316417,469.3355991316417,518371.63545014104,719.9803021264825,0,2079326,468.09455236413373,512770.0798879828,716.0796602948466,0
21,469.3355991316417,469.3355991316417,518371.63545014104,719.9803021264825,0,2079326,468.09455236413373,512770.0798879828,716.0796602948466,0
22,469.3355991316417,469.3355991316417,518371.63545014104,719.9803021264825,0,2079326,468.09455236413373,512770.0798879828,716.0796602948466,0
23,469.3355991316417,469.3355991316417,518371.63545014104,719.9803021264825,0,2079326,468.09455236413373,512770.0798879828,716.0796602948466,0
24,469.3355991316417,469.3355991316417,518371.63545014104,719.9803021264825,0,2079326,468.09455236413373,512770.0798879828,716.0796602948466,0
25,469.3355991316417,469.3355991316417,518371.63545014104,719.9803021264825,0,2079326,468.09455236413373,512770.0798879828,716.0796602948466,0
26,469.3355991316417,469.3355991316417,518371.63545014104,719.9803021264825,0,2079326,468.09455236413373,512770.0798879828,716.0796602948466,0
27,469.3355991316417,469.3355991316417,518371.63545014104,719.9803021264825,0,2079326,468.09455236413373,512770.0798879828,716.0796602948466,0
28,469.3355991316417,469.3355991316417,518371.63545014104,719.9803021264825,0,2079326,468.09455236413373,512770.0798879828,716.0796602948466,0
29,469.3355991316417,469.3355991316417,518371.63545014104,719.9803021264825,0,2079326,468.09455236413373,512770.0798879828,716.0796602948466,0
30,469.3355991316417,469.3355991316417,518371.63545014104,719.9803021264825,0,2079326,468.09455236413373,512770.0798879828,716.0796602948466,0
31,469.3355991316417,469.3355991316417,518371.63545014104,719.9803021264825,0,2079326,468.09455236413373,512770.0798879828,716.0796602948466,0
32,469.3355991316417,469.3355991316417,518371.63545014104,719.9803021264825,0,2079326,468.09455236413373,512770.0798879828,716.0796602948466,0
33,469.3355991316417,469.3355991316417,518371.63545014104,719.9803021264825,0,2079326,468.09455236413373,512770.0798879828,716.0796602948466,0
34,469.3355991316417,469.3355991316417,518371.63545014104,719.9803021264825,0,2079326,468.09455236413373,512770.0798879828,716.0796602948466,0
35,469.3355991316417,469.3355991316417,518371.63545014104,719.9803021264825,0,2079326,468.09455236413373,512770.0798879828,716.0796602948466,0
36,469.3355991316417,469.3355991316417,518371.63545014104,719.9803021264825,0,2079326,468.09455236413373,512770.0798879828,716.0796602948466,0
37,469.3355991316417,469.3355991316417,518371.63545014104,719.9803021264825,0,2079326,468.09455236413373,512770.0798879828,716.0796602948466,0
38,469.3355991316417,469.3355991316417,518371.63545014104,719.9803021264825,0,2079326,468.09455236413373,512770.0798879828,716.0796602948466,0
39,469.3355991316417,469.3355991316417,518371.63545014104,719.9803021264825,0,2079326,468.09455236413373,512770.0798879828,716.0796602948466,0
40,469.3355991316417,469.3355991316417,518371.63545014104,719.9803021264825,0,2079326,468.09455236413373,512770.0798879828,716.0796602948466,0
41,469.3355991316417,469.3355991316417,518371.63545014104,719.9803021264825,0,2079326,468.09455236413373,512770.0798879828,716.0796602948466,0
42,469.3355991316417,469.3355991316417,518371.63545014104,719.9803021264825,0,2079326,468.09455236413373,512770.0798879828,716.0796602948466,0
43,469.3355991316417,469.3355991316417,518371.63545014104,719.9803021264825,0,2079326,468.09455236413373,512770.0798879828,716.0796602948466,0
44,469.3355991316417,469.3355991316417,518371.63545014104,719.9803021264825,0,2079326,468.09455236413373,512770.0798879828,716.0796602948466,0
45,469.3355991316417,469.3355991316417,518371.63545014104,719.9803021264825,0,2079326,468.09455236413373,512770.0798879828,716.0796602948466,0
46,469.3355991316417,469.3355991316417,518371.63545014104,719.9803021264825,0,2079326,468.09455236413373,512770.0798879828,716.0796602948466,0
47,469.3355991316417,469.3355991316417,518371.63545014104,719.9803021264825,0,2079326,468.09455236413373,512770.0798879828,716.0796602948466,0
48,469.3355991316417,469.3355991316417,518371.63545014104,719.9803021264825,0,2079326,468.09455236413373,512770.0798879828,716.0796602948466,0
49,469.3355991316417,469.3355991316417,518371.63545014104,719.9803021264825,0,2079326,468.09455236413373,512770.0798879828,716.0796602948466,0
