mg_scale,eg_scale,returncode,wins,losses,draws
0.8843565636806634,0.8843565636806634,0,2,0,198
0.8843565636806634,0.6844077088934206,0,3,0,194
0.6844077088934206,0.8843565636806634,0,2,0,193
0.6844077088934206,0.6844077088934206,0,3,0,190
