source,game_index,ply,fen,side_to_move,stockfish_cp,result,outcome,winner,weight
lichess_elite_2014-10.pgn,23,52,1r3bk1/p4pp1/1p2p1p1/3p2P1/P2Pn3/3NB2P/5PK1/2R5 w - - 1 27,w,-84.0,1/2-1/2,0.5,d,1.0
lichess_elite_2014-10.pgn,23,80,8/3k1pp1/4p1p1/pN1p2P1/nb1P1B1P/8/4KP2/8 w - - 0 41,w,-429.0,1/2-1/2,0.5,d,1.0
lichess_elite_2014-10.pgn,25,36,2k4r/pp1rnpp1/2p1p3/4Pb1p/2P4P/PB6/1P1B1PP1/2KR3R w - - 1 19,w,36.0,1-0,1.0,w,1.0
lichess_elite_2014-10.pgn,27,16,rn2kb1r/pp3ppp/1qp1pn2/5b2/2PP4/2N2N2/PP3PPP/R1BQKB1R w KQkq - 0 9,w,52.0,1-0,1.0,w,1.0
lichess_elite_2014-10.pgn,28,72,1r6/5kp1/7p/8/P2pbP2/K5P1/2pB3P/3R4 w - - 0 37,w,-505.0,0-1,0.0,b,1.0
lichess_elite_2014-10.pgn,30,16,rn2kb1r/pp3ppp/2p1pn2/q7/2PP4/2N5/PP2NPPP/R1BQ1RK1 w kq - 0 9,w,69.0,1-0,1.0,w,1.0
lichess_elite_2014-10.pgn,30,20,r3k2r/pp1nbppp/2p1pn2/q7/2PP1B2/P1N5/1P2NPPP/R2Q1RK1 w kq - 1 11,w,34.0,1-0,1.0,w,1.0
lichess_elite_2014-10.pgn,32,16,rnbq1rk1/pp2ppbp/1n1p2p1/8/2PP4/4BN2/PP1N1PPP/R2QKB1R w KQ - 4 9,w,-11.0,1-0,1.0,w,1.0
lichess_elite_2014-10.pgn,32,20,r2q1rk1/pp2ppbp/1nnp2p1/5b2/2PP4/4BN2/PP1NBPPP/R2Q1RK1 w - - 8 11,w,56.0,1-0,1.0,w,1.0
lichess_elite_2014-10.pgn,32,24,r1nq1rk1/pp2ppbp/2n3p1/2Pp1b2/3P4/4BN2/PP1NBPPP/2RQ1RK1 w - - 1 13,w,39.0,1-0,1.0,w,1.0
lichess_elite_2014-10.pgn,32,28,r1nq1rk1/pp3pbp/2n1p1p1/2Pp4/1P1P2b1/P3BN2/3NBPPP/2RQ1RK1 w - - 0 15,w,148.0,1-0,1.0,w,1.0
lichess_elite_2014-10.pgn,38,12,rn2kb1r/pp2pppp/2p2n2/q4b2/3P4/2N2N2/PPPB1PPP/R2QKB1R w KQkq - 2 7,w,62.0,0-1,0.0,b,1.0
lichess_elite_2014-10.pgn,39,28,3rk2r/ppp3pp/2b1pn2/8/4P3/2N1bN1P/PPP1B1P1/R3K2R w KQk - 0 15,w,-117.0,1/2-1/2,0.5,d,1.0
lichess_elite_2014-10.pgn,39,40,3r1rk1/ppp3p1/1bb1p2p/4P3/8/2NP1N1P/PP2K1P1/3R1R2 w - - 0 21,w,-150.0,1/2-1/2,0.5,d,1.0
lichess_elite_2014-10.pgn,39,44,5rk1/pppr2p1/1bb1p2p/4P3/8/2NP1N1P/PP2K1P1/3R1R2 w - - 4 23,w,-150.0,1/2-1/2,0.5,d,1.0
lichess_elite_2014-10.pgn,39,52,3r2k1/pppr2p1/2b1p2p/b3P3/8/2NP1N1P/PP1RK1P1/3R4 w - - 12 27,w,-113.0,1/2-1/2,0.5,d,1.0
lichess_elite_2014-10.pgn,39,68,8/1pp3k1/1b2p2p/1P1rP1p1/3P4/4KP1P/3R4/3R4 w - - 0 35,w,312.0,1/2-1/2,0.5,d,1.0
lichess_elite_2014-10.pgn,42,64,6k1/pp3ppp/2p1p3/8/3r4/3P1P2/4B1P1/3R1K2 w - - 0 33,w,-56.0,0-1,0.0,b,1.0
lichess_elite_2014-10.pgn,42,68,5k2/pp1r1ppp/2p1p3/8/8/3PKP2/4B1P1/3R4 w - - 4 35,w,-39.0,0-1,0.0,b,1.0
lichess_elite_2014-10.pgn,43,68,8/8/p2p4/2kBb3/1p1pP3/1P1P3R/PKP4P/5r2 w - - 0 35,w,41.0,1/2-1/2,0.5,d,1.0
lichess_elite_2014-10.pgn,44,36,4r1k1/B2bppbp/5np1/8/2n5/6P1/P3PPBP/1R3RK1 w - - 2 19,w,65.0,1-0,1.0,w,1.0
lichess_elite_2014-10.pgn,46,32,r4rk1/p3pp1p/6p1/8/B7/2b3P1/b3PP1P/1RB2RK1 w - - 0 17,w,-89.0,1/2-1/2,0.5,d,1.0
lichess_elite_2014-10.pgn,47,52,1r6/p3kpp1/7p/2npP3/2p3bP/2P3P1/PPR2P2/R5K1 w - - 7 27,w,-411.0,0-1,0.0,b,1.0
lichess_elite_2014-10.pgn,47,60,1r6/p3kp2/8/3pn1P1/1Pp3b1/2P3P1/P1R5/R5K1 w - - 0 31,w,-390.0,0-1,0.0,b,1.0
lichess_elite_2014-10.pgn,49,12,rnb1k1nr/pp2ppbp/2p3p1/q7/3P4/2N2N1P/PPP2PP1/R1BQKB1R w KQkq - 0 7,w,124.0,1-0,1.0,w,1.0
lichess_elite_2014-10.pgn,54,56,r7/5pk1/6p1/1p6/1P2p2P/4P3/r4P2/1RR3K1 w - - 0 29,w,-7.0,1-0,1.0,w,1.0
lichess_elite_2014-10.pgn,54,60,8/5pk1/6p1/1R6/1P2p2r/4P3/r4P2/1R4K1 w - - 0 31,w,0.0,1-0,1.0,w,1.0
lichess_elite_2014-10.pgn,55,16,r2qkb1r/pp2pppp/n1p2n2/5b2/2PP1B2/2N5/PP3PPP/R2QKBNR w KQkq - 2 9,w,75.0,1-0,1.0,w,1.0
lichess_elite_2014-10.pgn,56,52,r5k1/pp3ppp/8/8/8/3r1P2/P4P1P/R4RK1 w - - 0 27,w,-187.0,0-1,0.0,b,1.0
lichess_elite_2014-10.pgn,56,72,8/p4pk1/1p4p1/7p/P1R4P/r7/5P2/6K1 w - - 1 37,w,-454.0,0-1,0.0,b,1.0
lichess_elite_2014-10.pgn,57,24,3rk2r/ppq2ppp/2b1p1n1/2b1P3/8/3P1N2/PP3PPP/RNBQR1K1 w k - 0 13,w,-72.0,1-0,1.0,w,1.0
lichess_elite_2014-10.pgn,57,76,8/p7/1p2pk2/5pp1/3q1b2/3P1P2/PPQ2PK1/8 w - - 0 39,w,-451.0,1-0,1.0,w,1.0
lichess_elite_2014-10.pgn,61,56,2k5/pp5p/8/5b2/2pP4/P1P1B3/6r1/R2K4 w - - 0 29,w,-403.0,1/2-1/2,0.5,d,1.0
lichess_elite_2014-10.pgn,61,60,2k5/pp6/8/7p/2pP4/P1Pb4/5Br1/R3K3 w - - 0 31,w,-454.0,1/2-1/2,0.5,d,1.0
lichess_elite_2014-10.pgn,61,68,8/pp1k4/8/7p/2pP4/P1Pb2B1/8/2K5 w - - 1 35,w,-66.0,1/2-1/2,0.5,d,1.0
lichess_elite_2014-10.pgn,61,72,8/pp6/8/5k1p/2pP4/P1PbK1B1/8/8 w - - 5 37,w,-36.0,1/2-1/2,0.5,d,1.0
lichess_elite_2014-10.pgn,63,24,r3kb1r/pp3ppp/8/2p1n3/2P5/P1P5/2K2PPP/R1B3NR w kq - 3 13,w,-44.0,0-1,0.0,b,1.0
lichess_elite_2014-10.pgn,63,28,2kr1b1r/pp3ppp/8/2p5/2n2B2/P1P5/2K2PPP/R5NR w - - 2 15,w,-236.0,0-1,0.0,b,1.0
lichess_elite_2014-10.pgn,65,12,r1b1kb1r/pppn1pp1/3ppq1p/8/3PP3/2PB4/PP3PPP/RN1QK1NR w KQkq - 2 7,w,38.0,1-0,1.0,w,1.0
lichess_elite_2014-10.pgn,65,80,8/8/2R5/1p4p1/1P2P3/2P2BkP/2r3P1/6K1 w - - 3 41,w,470.0,1-0,1.0,w,1.0
lichess_elite_2014-10.pgn,69,20,r2qkb1r/pp1npppp/2p5/2Pp1n2/8/5P2/PP1N1BPP/R2QKBNR w KQkq - 2 11,w,260.0,1-0,1.0,w,1.0
lichess_elite_2014-10.pgn,71,40,1r3rk1/p4ppp/2p5/B4b2/4n3/1P6/4BPPP/R4RK1 w - - 2 21,w,-2.0,1-0,1.0,w,1.0
lichess_elite_2014-10.pgn,75,12,r1bk1bnr/ppp2ppp/4p1n1/8/4PP2/8/PPP3PP/RNB1KBNR w KQ - 0 7,w,65.0,1/2-1/2,0.5,d,1.0
lichess_elite_2014-10.pgn,75,32,r2rk3/1pp2ppp/1pb1pnn1/8/4PPP1/P1NB3P/1PP1N3/2KRR3 w - - 0 17,w,36.0,1/2-1/2,0.5,d,1.0
lichess_elite_2014-10.pgn,75,44,3rk3/1pp2pp1/1pb1p1p1/4P3/5PP1/P1N1R2P/1PP5/2K5 w - - 2 23,w,3.0,1/2-1/2,0.5,d,1.0
lichess_elite_2014-10.pgn,75,48,4k3/1pp2pp1/1p2p1p1/3rP3/4RPP1/P6P/1PP5/2K5 w - - 1 25,w,-5.0,1/2-1/2,0.5,d,1.0
lichess_elite_2014-10.pgn,75,52,3r4/1pp1kpp1/1p2p1p1/4P3/P3RPP1/1P5P/2P5/2K5 w - - 1 27,w,13.0,1/2-1/2,0.5,d,1.0
lichess_elite_2014-10.pgn,75,56,8/1ppk1pp1/1p2p1p1/4P3/P2r1PP1/1P3R1P/2P5/2K5 w - - 5 29,w,0.0,1/2-1/2,0.5,d,1.0
lichess_elite_2014-10.pgn,75,60,8/1pp2pp1/1p2p1p1/3kP3/P2r1PP1/1PK2R1P/2P5/8 w - - 9 31,w,-15.0,1/2-1/2,0.5,d,1.0
lichess_elite_2014-10.pgn,75,80,8/5pp1/1p2p1p1/4P3/2k2PPP/2P5/3K4/8 w - - 2 41,w,0.0,1/2-1/2,0.5,d,1.0
lichess_elite_2014-10.pgn,76,12,r3kbnr/pp2pppp/1qn5/3pP3/3P2b1/5N2/PP3PPP/RNBQKB1R w KQkq - 3 7,w,-70.0,1/2-1/2,0.5,d,1.0
lichess_elite_2014-10.pgn,76,28,r4bnr/1p1k1ppp/p3p3/1N1p4/8/3n2B1/PP3PPP/R2B1RK1 w - - 0 15,w,-183.0,1/2-1/2,0.5,d,1.0
lichess_elite_2014-10.pgn,79,16,r1bqk2r/ppp1pp1p/2n2bp1/8/3P4/2P2N1P/PP3PP1/R1BQKB1R w KQkq - 0 9,w,103.0,1-0,1.0,w,1.0
lichess_elite_2014-10.pgn,80,16,r2qk2r/pp3ppp/2nbpn2/3p4/3P2b1/2P2N2/PP1NBPPP/R1BQ1RK1 w kq - 1 9,w,-25.0,1/2-1/2,0.5,d,1.0
lichess_elite_2014-10.pgn,80,80,2r1k3/5p2/P1n1pBp1/3pP3/8/6Pp/7P/1R4K1 w - - 0 41,w,-108.0,1/2-1/2,0.5,d,1.0
lichess_elite_2014-10.pgn,81,12,rnbqk2r/pp1nbppp/2p1p3/3pP3/3P4/1P3N2/PBP2PPP/RN1QKB1R w KQkq - 1 7,w,82.0,0-1,0.0,b,1.0
lichess_elite_2014-10.pgn,81,24,r1bq1rk1/1p2bppp/2n1p3/p2pP3/8/1P1P1N2/PB1NQPPP/R4RK1 w - - 0 13,w,-52.0,0-1,0.0,b,1.0
lichess_elite_2014-10.pgn,82,12,r3kbnr/pp2pppp/1qn5/3pP3/3P2b1/5N2/PP3PPP/RNBQKB1R w KQkq - 1 7,w,-76.0,1-0,1.0,w,1.0
lichess_elite_2014-10.pgn,83,20,r4rk1/pppqppbp/5np1/3Pp3/2P1P3/8/PP2QPPP/RNB2RK1 w - - 1 11,w,72.0,1-0,1.0,w,1.0
lichess_elite_2014-10.pgn,83,56,5r2/5pbk/p5p1/1p2p2p/1q2P3/1P2B1PP/P1QR1PK1/8 w - - 6 29,w,548.0,1-0,1.0,w,1.0
lichess_elite_2014-10.pgn,84,16,r2qkbnr/1p1npppp/2p3b1/p7/3PP3/1P3N2/PBP1Q1PP/RN2KB1R w KQkq - 0 9,w,72.0,0-1,0.0,b,1.0
lichess_elite_2014-10.pgn,85,20,r3kb1r/2p1pppp/p2q1n2/3p1b2/Pp1P4/1N2PN2/1PP2PPP/R1BQ1RK1 w kq - 0 11,w,52.0,1-0,1.0,w,1.0
lichess_elite_2014-10.pgn,89,72,8/5k1p/5bp1/2N1p3/3p4/6PP/3B4/n5K1 w - - 0 37,w,-375.0,0-1,0.0,b,1.0
lichess_elite_2014-10.pgn,89,80,8/5k1p/6p1/2b1p3/3p4/6PP/5K2/4B3 w - - 0 41,w,-253.0,0-1,0.0,b,1.0
lichess_elite_2014-10.pgn,90,56,4r3/p4k1p/1p4p1/8/3P4/2p2KPP/P1P5/R7 w - - 0 29,w,78.0,1-0,1.0,w,1.0
lichess_elite_2014-10.pgn,91,60,r7/1pp2bp1/p1np2kp/P3p3/1P4P1/2P1N2P/8/4R1K1 w - - 3 31,w,-553.0,1-0,1.0,w,1.0
lichess_elite_2014-10.pgn,93,12,rnb1kb1r/ppq1pppp/2p2n2/8/8/2N2N2/PPPPBPPP/R1BQ1RK1 w kq - 4 7,w,106.0,0-1,0.0,b,1.0
lichess_elite_2014-10.pgn,93,52,6k1/5ppp/2q1p3/p1PpP3/1r6/4Q2P/P4PP1/2R3K1 w - - 4 27,w,19.0,0-1,0.0,b,1.0
lichess_elite_2014-10.pgn,93,80,8/5pk1/4p2p/p3P1p1/8/q5PP/4QP1K/8 w - - 0 41,w,-235.0,0-1,0.0,b,1.0
lichess_elite_2014-10.pgn,94,80,1k6/1p2b3/p5pp/5p2/1PN2P2/P5P1/6KP/8 w - - 3 41,w,6.0,1-0,1.0,w,1.0
lichess_elite_2014-10.pgn,96,24,2kr1b1r/pp3ppp/2n5/2p5/4n3/N1P5/PP3PPP/R1B1NRK1 w - - 0 13,w,-18.0,1/2-1/2,0.5,d,1.0
lichess_elite_2014-10.pgn,98,16,r3kbnr/pp3ppp/2n5/2pq3b/4p3/N1P2N1P/PP1PBPP1/R1BQ1RK1 w kq - 0 9,w,-41.0,0-1,0.0,b,1.0
lichess_elite_2014-10.pgn,100,20,r1bq1rk1/1p1nppbp/p1p3p1/8/3PP3/2N2N1P/PP3PP1/R1BQ1RK1 w - - 5 11,w,98.0,1-0,1.0,w,1.0
lichess_elite_2014-10.pgn,100,24,r1b2rk1/1p1nppbp/p1p3p1/q7/N2PPB2/5N1P/PP3PP1/R2Q1RK1 w - - 9 13,w,109.0,1-0,1.0,w,1.0
lichess_elite_2014-10.pgn,101,52,3r2k1/1b1q1pp1/p3n1p1/1p6/1P2P3/2P1BP2/1PQ3PP/4R1K1 w - - 0 27,w,-314.0,0-1,0.0,b,1.0
lichess_elite_2014-10.pgn,103,40,3rr1k1/1p3ppp/p2n2q1/3Pp3/8/1PN2P2/1P1Q1BPP/5RK1 w - - 1 21,w,-309.0,0-1,0.0,b,1.0
lichess_elite_2014-10.pgn,104,20,r2qkb1r/1p3ppp/p1n1b3/3pPp2/3P4/5N2/PP3PPP/RNBQ1RK1 w kq - 2 11,w,3.0,1/2-1/2,0.5,d,1.0
lichess_elite_2014-10.pgn,108,52,2r5/pp4pp/3k1p2/3P4/8/3R4/PP2KPPP/8 w - - 6 27,w,-4.0,1/2-1/2,0.5,d,1.0
lichess_elite_2014-10.pgn,110,12,r1bk1bnr/ppp2ppp/4p1n1/8/4PP2/8/PPP3PP/RNB1KBNR w KQ - 0 7,w,61.0,1-0,1.0,w,1.0
lichess_elite_2014-10.pgn,112,16,r1b2rk1/ppppqppp/n2b1n2/3P4/1PP5/P4N2/4PPPP/RNBQKB1R w KQ - 1 9,w,249.0,1-0,1.0,w,1.0
lichess_elite_2014-10.pgn,114,64,5r2/ppkb1r2/2p5/2Pp3p/3q1p2/P2B1P2/1PQ3R1/1K4R1 w - - 0 33,w,-283.0,0-1,0.0,b,1.0
lichess_elite_2014-10.pgn,115,72,4r3/p5k1/1pb4p/5pp1/P1BP4/2KN1Pb1/1P2r1P1/R1R5 w - - 1 37,w,-143.0,0-1,0.0,b,1.0
lichess_elite_2014-10.pgn,116,60,6r1/1pp2r2/1b2k1p1/5pP1/p3pP2/P1B4R/1PP1KP2/R7 w - - 2 31,w,26.0,1-0,1.0,w,1.0
lichess_elite_2014-10.pgn,117,44,3r4/pp1n1pkp/3p2p1/3P4/3R4/1B5P/PPP1r1PK/3R4 w - - 1 23,w,-126.0,0-1,0.0,b,1.0
lichess_elite_2014-10.pgn,117,48,2r5/pp3pkp/3p2p1/3Pn3/B2R4/6KP/PPP1r1P1/3R4 w - - 5 25,w,-152.0,0-1,0.0,b,1.0
lichess_elite_2014-10.pgn,117,52,2r5/pp3pkp/3p2p1/3Pn3/B2R4/6KP/PPP1r1P1/3R4 w - - 9 27,w,-167.0,0-1,0.0,b,1.0
lichess_elite_2014-10.pgn,117,56,2r5/pp3pkp/3p2p1/3P4/B1n5/6KP/PPPR2P1/8 w - - 1 29,w,-302.0,0-1,0.0,b,1.0
lichess_elite_2014-10.pgn,120,12,rnbq1rk1/ppp2pbp/3p1pp1/8/2P5/1PN3P1/P2PPP1P/R2QKBNR w KQ - 0 7,w,15.0,0-1,0.0,b,1.0
lichess_elite_2014-10.pgn,124,16,r1b1kb1r/pp2pppp/n1p2n2/8/2PP1B2/2N5/Pq3PPP/R2QKBNR w KQkq - 0 9,w,-76.0,1-0,1.0,w,1.0
lichess_elite_2014-10.pgn,126,36,6k1/1qp1b1p1/3p4/4prp1/1p6/3P4/1PPN1PPP/3Q1RK1 w - - 0 19,w,115.0,1-0,1.0,w,1.0
lichess_elite_2014-10.pgn,126,52,8/2p1bk2/3p2p1/4p1p1/1pPr4/1P6/2P2PPP/R4NK1 w - - 3 27,w,44.0,1-0,1.0,w,1.0
lichess_elite_2014-10.pgn,126,56,8/2pkb3/3p2p1/4p1p1/1pPr4/1P3P2/2P2KPP/R4N2 w - - 3 29,w,17.0,1-0,1.0,w,1.0
lichess_elite_2014-10.pgn,126,64,8/2p1b3/3pk1p1/8/1pPp4/1P3K2/2P3PP/5N2 w - - 1 33,w,185.0,1-0,1.0,w,1.0
lichess_elite_2014-10.pgn,126,68,8/8/2ppkbp1/8/1pPpK3/1P6/2PN2PP/8 w - - 0 35,w,273.0,1-0,1.0,w,1.0
lichess_elite_2014-10.pgn,131,12,r1bqk1nr/1p2ppbp/p1p3p1/2p5/4P3/2P2N2/PP1P1PPP/RNBQ1RK1 w kq - 0 7,w,46.0,1-0,1.0,w,1.0
lichess_elite_2014-10.pgn,133,12,r2qkbnr/pp3ppp/2n1p3/3pPb2/3P4/5N2/PP3PPP/RNBQKB1R w KQkq - 0 7,w,-16.0,1-0,1.0,w,1.0
lichess_elite_2014-10.pgn,133,20,r2q1rk1/pp3ppp/2n1p1n1/3pPb2/Nb1P4/5N2/PP2BPPP/R1BQ1RK1 w - - 8 11,w,24.0,1-0,1.0,w,1.0
lichess_elite_2014-10.pgn,133,24,2rq1rk1/pp2bppp/2n1p1n1/3pPb2/NP1P4/P4N2/4BPPP/R1BQ1RK1 w - - 1 13,w,18.0,1-0,1.0,w,1.0
lichess_elite_2014-10.pgn,135,16,r1bq1rk1/1p2ppbp/2np1np1/p1p5/2P1P3/2N3P1/PP1PNPBP/1RBQ1RK1 w - - 0 9,w,12.0,1-0,1.0,w,1.0
lichess_elite_2014-10.pgn,136,52,6k1/5pp1/r3p2p/1p1pP3/1B1P4/8/1PrN1PPP/4R1K1 w - - 1 27,w,133.0,0-1,0.0,b,1.0
lichess_elite_2014-10.pgn,136,56,6k1/5pp1/r3p2p/3pP3/1B1P4/8/1r1N1PPP/4R1K1 w - - 0 29,w,-23.0,0-1,0.0,b,1.0
lichess_elite_2014-10.pgn,136,60,6k1/5pp1/4p2p/3pP3/1B1P4/8/r1rN1PPP/4R1K1 w - - 4 31,w,-47.0,0-1,0.0,b,1.0
lichess_elite_2014-10.pgn,136,64,6k1/5pp1/4p2p/Br1pP3/3P4/8/2rN1PPP/3R2K1 w - - 8 33,w,-147.0,0-1,0.0,b,1.0
lichess_elite_2014-10.pgn,137,16,1rbq1rk1/ppp2pbp/2np1np1/4p3/2P1P3/2NP2P1/PP2NPBP/R1BQ1RK1 w - - 1 9,w,39.0,0-1,0.0,b,1.0
lichess_elite_2014-10.pgn,138,28,r2qr1k1/pp1b1pbp/1n1p1np1/3P4/3N4/1BN4P/PP3PP1/R1BQ1RK1 w - - 3 15,w,56.0,1/2-1/2,0.5,d,1.0
lichess_elite_2014-10.pgn,138,68,4r1k1/pp6/1n1p4/3PbpB1/P7/7P/1PR2PK1/8 w - - 0 35,w,-370.0,1/2-1/2,0.5,d,1.0
lichess_elite_2014-10.pgn,142,20,r3kb1r/1pp2ppp/p1n5/4p3/2P3b1/3P1N2/PP2KPPP/RNB4R w kq - 0 11,w,-241.0,0-1,0.0,b,1.0
lichess_elite_2014-10.pgn,142,24,r3kb1r/1pp3pp/p1n5/4pp1b/2P5/3PBN1P/PP2KPP1/RN5R w kq - 1 13,w,-183.0,0-1,0.0,b,1.0
lichess_elite_2014-10.pgn,145,56,8/p6p/4k1p1/1p1pp3/1Br5/2P3P1/3P1K1P/2R5 w - - 0 29,w,392.0,1-0,1.0,w,1.0
lichess_elite_2014-10.pgn,148,20,r3k1nr/pp3pbp/1qn1p1p1/3pP1B1/3P4/5N1P/PP3PP1/R2QKB1R w KQkq - 2 11,w,55.0,0-1,0.0,b,1.0
lichess_elite_2014-10.pgn,148,24,r3k2r/pp3pbp/1qn1p1p1/3pPnB1/3P4/5N1P/PP2BPP1/R2Q1RK1 w kq - 6 13,w,-11.0,0-1,0.0,b,1.0
lichess_elite_2014-10.pgn,154,56,br4k1/5ppp/3pp3/N7/p1P1PP2/2n2B2/6PP/4R2K w - - 3 29,w,-418.0,1/2-1/2,0.5,d,1.0
lichess_elite_2014-10.pgn,154,80,6k1/1N3p1p/4p1p1/2P5/3p1P1P/6K1/6P1/2r5 w - - 2 41,w,-471.0,1/2-1/2,0.5,d,1.0
lichess_elite_2014-10.pgn,155,12,rnbq1rk1/pp2ppbp/2pp1np1/8/2P5/2N2NP1/PP1PPPBP/R1BQ1RK1 w - - 0 7,w,42.0,0-1,0.0,b,1.0
lichess_elite_2014-10.pgn,156,72,8/p7/2p1k2p/2P3p1/1P1K4/P3P1rP/8/7R w - - 1 37,w,172.0,1-0,1.0,w,1.0
lichess_elite_2014-10.pgn,157,12,rn2kb1r/pp2pppp/2p2n2/q4b2/3P4/2N2N2/PPPB1PPP/R2QKB1R w KQkq - 2 7,w,60.0,1-0,1.0,w,1.0
lichess_elite_2014-10.pgn,161,12,rnb1kb1r/ppp1pp1p/8/3q4/3P3p/8/PPP1P1PP/RN1QKBNR w KQkq - 0 7,w,29.0,1-0,1.0,w,1.0
lichess_elite_2014-10.pgn,163,12,rnb1kb1r/ppp1pp1p/8/3q4/3P3p/8/PPP1P1PP/RN1QKBNR w KQkq - 0 7,w,23.0,1-0,1.0,w,1.0
lichess_elite_2014-10.pgn,165,16,r1b1k2r/ppp2p1p/2n1qpp1/8/1bPP4/2N5/PP2BPPP/R2QK1NR w KQkq - 5 9,w,277.0,1-0,1.0,w,1.0
lichess_elite_2014-10.pgn,171,60,3r2k1/1p3p1p/3P2p1/p7/P3PP2/2b3BP/1r3P2/K2RR3 w - - 2 31,w,-117.0,1-0,1.0,w,1.0
lichess_elite_2014-10.pgn,172,20,r1b2rk1/p3bppp/1pn1pn2/3q4/3P4/4BN1P/PP2BPP1/RN1Q1RK1 w - - 0 11,w,-13.0,0-1,0.0,b,1.0
lichess_elite_2014-10.pgn,172,24,r4rk1/pb2bppp/1pnqpn2/8/3P4/P1N1BN1P/1P2BPP1/R2Q1RK1 w - - 1 13,w,-10.0,0-1,0.0,b,1.0
lichess_elite_2014-10.pgn,172,68,6k1/6pp/4pp1b/1p6/1P1P4/4PKNP/1r4P1/3R4 w - - 2 35,w,1.0,0-1,0.0,b,1.0
lichess_elite_2014-10.pgn,173,20,r2q1rk1/1p1bppbp/p1np1np1/8/2P1P3/2N1QN1P/PP2BPP1/R1B2RK1 w - - 0 11,w,92.0,1-0,1.0,w,1.0
lichess_elite_2014-10.pgn,173,24,2r2rk1/1pqbppbp/p1np1np1/8/2P1P3/2N1QN1P/PP1BBPP1/2R2RK1 w - - 4 13,w,129.0,1-0,1.0,w,1.0
lichess_elite_2014-10.pgn,175,76,8/5p2/p3p3/P1r1k1p1/B1p5/8/8/4K3 w - - 0 39,w,-758.0,0-1,0.0,b,1.0
lichess_elite_2014-10.pgn,176,16,r2qkbnr/pb1n1ppp/1p1pp3/8/2P1PP2/3B1N2/PP4PP/RNBQ1RK1 w kq - 1 9,w,91.0,0-1,0.0,b,1.0
lichess_elite_2014-10.pgn,176,20,2rqkbnr/1b1n1ppp/pp1pp3/8/2P1PP2/1PNB1N2/P5PP/R1BQ1RK1 w k - 1 11,w,114.0,0-1,0.0,b,1.0
