source,game_index,ply,fen,side_to_move,stockfish_cp,result,outcome,winner,weight
lichess_elite_2014-08.pgn,33,20,rn1k1b1r/pp3ppp/2p3b1/4n1P1/2P1P3/2N5/PP5P/R1B1KBNR w KQ - 0 11,w,-41.0,0-1,0.0,b,1.0
lichess_elite_2014-08.pgn,33,72,8/pp2r1N1/1kp5/8/8/1P3n2/P1K3R1/8 w - - 3 37,w,-27.0,0-1,0.0,b,1.0
lichess_elite_2014-08.pgn,33,80,8/pp6/1kp5/1n4r1/8/1P4N1/PK4R1/8 w - - 11 41,w,-27.0,0-1,0.0,b,1.0
lichess_elite_2014-08.pgn,34,68,8/1r3k1p/4p1p1/P3Pp2/8/8/5PPP/R5K1 w - - 1 35,w,395.0,0-1,0.0,b,1.0
lichess_elite_2014-08.pgn,34,72,8/r3k2p/P3p1p1/4Pp2/8/8/5PPP/R4K2 w - - 3 37,w,419.0,0-1,0.0,b,1.0
lichess_elite_2014-08.pgn,36,28,rqr3k1/1p2ppbp/p1npbnp1/8/1PP1P3/P1N1BP2/3NB1PP/2RQ1RK1 w - - 1 15,w,155.0,1/2-1/2,0.5,d,1.0
lichess_elite_2014-08.pgn,37,64,8/1p3kpp/1p2p1b1/8/2pPP3/5P2/PP3K1P/2B5 w - - 1 33,w,24.0,1-0,1.0,w,1.0
lichess_elite_2014-08.pgn,37,68,4k3/1p4pp/4p1b1/1p6/1BpPP3/5P2/PP3K1P/8 w - - 2 35,w,20.0,1-0,1.0,w,1.0
lichess_elite_2014-08.pgn,37,72,8/1p1k1bpp/4p3/1p6/1BpPPK2/5P2/PP5P/8 w - - 6 37,w,84.0,1-0,1.0,w,1.0
lichess_elite_2014-08.pgn,37,76,8/1p1k1bp1/4p3/1p2K3/1BpPPP1p/8/PP5P/8 w - - 0 39,w,265.0,1-0,1.0,w,1.0
lichess_elite_2014-08.pgn,37,80,8/1p1k2p1/8/1p3K1b/1BpPP2p/8/PP5P/8 w - - 1 41,w,392.0,1-0,1.0,w,1.0
lichess_elite_2014-08.pgn,38,48,2q1r1k1/5pbp/4n1p1/4P3/2r2P2/P1N2Q2/1P3BPP/R4RK1 w - - 3 25,w,368.0,0-1,0.0,b,1.0
lichess_elite_2014-08.pgn,40,20,r1bq1rk1/p4pbp/2n2np1/3p4/3Pp3/5NP1/PP2PPBP/RNBQ1RK1 w - - 0 11,w,-27.0,0-1,0.0,b,1.0
lichess_elite_2014-08.pgn,44,16,r2q1rk1/pp1nbppp/3ppn2/2p5/4PP2/2NP1N2/PPP3PP/R1BQ1RK1 w - - 3 9,w,52.0,0-1,0.0,b,1.0
lichess_elite_2014-08.pgn,46,48,r3r3/ppp2p2/3p1k1p/3P1P1n/8/1PPb3N/P4RBP/R5K1 w - - 1 25,w,-132.0,0-1,0.0,b,1.0
lichess_elite_2014-08.pgn,48,16,r2qkb1r/1b1n1ppp/p1pp1n2/1p2p3/4P3/2PP2PN/PP1N1PBP/R1BQ1RK1 w kq - 1 9,w,47.0,1-0,1.0,w,1.0
lichess_elite_2014-08.pgn,48,48,r5k1/3n1pp1/p2p1b1p/1pp1rP2/5N2/8/PP3NKP/R1B2R2 w - - 1 25,w,21.0,1-0,1.0,w,1.0
lichess_elite_2014-08.pgn,49,12,r1bqk2r/pp1nppbp/2pp2pn/8/P2PPP2/2N2N2/1PP3PP/R1BQKB1R w KQkq - 1 7,w,166.0,0-1,0.0,b,1.0
lichess_elite_2014-08.pgn,50,16,rn1q1rk1/1b1pppbp/p1p2np1/1p6/4P3/2PP2PN/PP1N1PBP/R1BQ1RK1 w - - 1 9,w,129.0,1-0,1.0,w,1.0
lichess_elite_2014-08.pgn,50,20,rn1q1rk1/1b2ppbp/p2p1np1/1pp5/4PPP1/2PP3N/PP1N2BP/R1BQ1RK1 w - - 0 11,w,43.0,1-0,1.0,w,1.0
lichess_elite_2014-08.pgn,54,48,r4bk1/1b3ppp/pB2p3/4P3/5P2/1Nq5/2P2QPP/3R2K1 w - - 1 25,w,-107.0,1-0,1.0,w,1.0
lichess_elite_2014-08.pgn,56,44,5rk1/2qbp1b1/p2p1p1p/2pPn1pP/2P1P3/P3N3/3BQPP1/RN4K1 w - - 1 23,w,28.0,0-1,0.0,b,1.0
lichess_elite_2014-08.pgn,57,24,2kr1b1r/ppp1nbpp/2n2p2/4pP2/4P3/2P3P1/PP1N3P/R1B1KBNR w KQ - 3 13,w,-39.0,1/2-1/2,0.5,d,1.0
lichess_elite_2014-08.pgn,57,52,8/pkp1n3/1pn5/4p1p1/4P3/2P2BP1/PP6/2N4K w - - 0 27,w,97.0,1/2-1/2,0.5,d,1.0
lichess_elite_2014-08.pgn,57,64,8/2p5/1pnk1n2/p3p1p1/4P3/2P1K1P1/PP2BN2/8 w - - 0 33,w,22.0,1/2-1/2,0.5,d,1.0
lichess_elite_2014-08.pgn,59,16,2kr2nr/pppq1ppp/2n1b3/2b1p3/4P3/2P3P1/PP1NQPBP/R1B1K1NR w KQ - 1 9,w,-24.0,1-0,1.0,w,1.0
lichess_elite_2014-08.pgn,59,20,2kr3r/pppq1ppp/2n1bn2/2b5/4PP2/2P5/PP1NQ1BP/R1B1K1NR w KQ - 1 11,w,-340.0,1-0,1.0,w,1.0
lichess_elite_2014-08.pgn,59,56,8/pp1k3p/1bp3p1/4np2/1P3n1P/1PP5/4B3/4KN1R w - - 3 29,w,-75.0,1-0,1.0,w,1.0
lichess_elite_2014-08.pgn,59,60,8/pp5p/1bpk4/4nppP/1P3n2/1PP5/3KB3/5N1R w - - 0 31,w,-178.0,1-0,1.0,w,1.0
lichess_elite_2014-08.pgn,63,20,r1bq1r1k/pp1np1bp/2pp1np1/8/4PP2/2P3PN/PP1N2BP/R1BQ1RK1 w - - 1 11,w,81.0,0-1,0.0,b,1.0
lichess_elite_2014-08.pgn,64,12,r1bqk1nr/pp1np1bp/2pp1pp1/8/1PPP4/4PN2/PB3PPP/RN1QKB1R w KQkq - 0 7,w,93.0,0-1,0.0,b,1.0
lichess_elite_2014-08.pgn,64,16,r1bq1rk1/pp1np1bp/2pp1ppn/8/1PPP4/4PN2/PB2BPPP/RN1Q1RK1 w - - 4 9,w,86.0,0-1,0.0,b,1.0
lichess_elite_2014-08.pgn,64,64,r5r1/p6p/7k/1P6/6n1/4PN2/5P1P/4NRK1 w - - 1 33,w,-8.0,0-1,0.0,b,1.0
lichess_elite_2014-08.pgn,64,68,5rr1/p6p/5n1k/1P6/8/4PN1P/5P2/4NR1K w - - 1 35,w,-8.0,0-1,0.0,b,1.0
lichess_elite_2014-08.pgn,64,72,1r4r1/p6p/7k/1P6/4n3/4PN1P/5P2/4NR1K w - - 5 37,w,-162.0,0-1,0.0,b,1.0
lichess_elite_2014-08.pgn,66,80,8/p7/2pk4/1p2p2n/4P1p1/1P4P1/1PPKNb2/5N2 w - - 8 41,w,-32.0,0-1,0.0,b,1.0
lichess_elite_2014-08.pgn,71,24,r2qk2r/1p2bppb/2p1pn1p/p1n5/4PP2/2P3PN/PP1NQ1BP/R1B2R1K w kq - 3 13,w,35.0,1-0,1.0,w,1.0
lichess_elite_2014-08.pgn,73,24,2kr1b1r/ppp3pp/2n1bpn1/8/4PP2/2P2N2/PP1NK1BP/R1B4R w - - 1 13,w,-190.0,0-1,0.0,b,1.0
lichess_elite_2014-08.pgn,73,32,2kr3r/ppp3pp/3b1p2/4nP2/2b1P3/1NP5/PP4BP/R1B1K2R w - - 0 17,w,-235.0,0-1,0.0,b,1.0
lichess_elite_2014-08.pgn,73,60,7r/1pp1k3/p2bBpp1/4n3/4P3/1PP5/P5K1/R1B5 w - - 1 31,w,-320.0,0-1,0.0,b,1.0
lichess_elite_2014-08.pgn,73,68,7r/1pp1k3/p2b1p2/4n3/4P3/1PP5/P5K1/R5B1 w - - 2 35,w,-556.0,0-1,0.0,b,1.0
lichess_elite_2014-08.pgn,73,72,8/1pp1k3/p2b1p2/4n3/4P3/1PP1B1r1/P7/R4K2 w - - 6 37,w,-539.0,0-1,0.0,b,1.0
lichess_elite_2014-08.pgn,75,32,1rq2rk1/2p1nppp/3ppn2/p7/Pb1PP3/2N2N2/1PQ2PPP/R1BR2K1 w - - 1 17,w,31.0,0-1,0.0,b,1.0
lichess_elite_2014-08.pgn,75,36,1rq2rk1/2p2p1p/3pppn1/p7/Pb1PP3/2N2N2/1PQ2PPP/R2R2K1 w - - 0 19,w,60.0,0-1,0.0,b,1.0
lichess_elite_2014-08.pgn,76,80,7r/1p3p2/pBbp4/4pk2/2P5/1PN5/1P5P/6K1 w - - 7 41,w,-548.0,0-1,0.0,b,1.0
lichess_elite_2014-08.pgn,78,64,b2rr3/2p4p/5kp1/1PP2p2/P1N1p3/6P1/2n2P1P/RR3BK1 w - - 6 33,w,237.0,0-1,0.0,b,1.0
lichess_elite_2014-08.pgn,79,60,4rk2/1p3p2/p1p5/3p1Nr1/5RB1/2P5/PP3K2/8 w - - 1 31,w,0.0,1/2-1/2,0.5,d,1.0
lichess_elite_2014-08.pgn,85,12,rnbqkb1r/p2p1ppp/1p2p3/3nP3/3P4/5N2/PP3PPP/RNBQKB1R w KQkq - 0 7,w,40.0,1-0,1.0,w,1.0
lichess_elite_2014-08.pgn,85,16,rnbqk2r/p2pbppp/1p2p3/4P3/3P4/2P2N2/P4PPP/R1BQKB1R w KQkq - 1 9,w,53.0,1-0,1.0,w,1.0
lichess_elite_2014-08.pgn,85,44,5rk1/1r3ppp/1pp5/2b1P3/5B2/2P5/5PPP/R2R2K1 w - - 0 23,w,15.0,1-0,1.0,w,1.0
lichess_elite_2014-08.pgn,89,16,r1bq1rk1/pp1np1bp/2pp1ppn/8/2P5/1PN2NP1/PB1PPPBP/R2Q1RK1 w - - 3 9,w,68.0,0-1,0.0,b,1.0
lichess_elite_2014-08.pgn,91,12,r1bqk2r/pp1nppbp/2pp2pn/8/2P5/2N2NP1/PP1PPPBP/R1BQ1RK1 w kq - 2 7,w,87.0,0-1,0.0,b,1.0
lichess_elite_2014-08.pgn,93,40,2k1r3/1pp3pp/1pn2p2/8/4PPb1/1NPr4/PP4BP/4RRK1 w - - 5 21,w,-27.0,1-0,1.0,w,1.0
lichess_elite_2014-08.pgn,93,44,2krr3/1pp3pp/1pn1bp2/8/4PP2/2P5/PP3RBP/2N1R1K1 w - - 9 23,w,-19.0,1-0,1.0,w,1.0
lichess_elite_2014-08.pgn,93,48,2krr3/1pp3pp/1pn2p2/7b/4PP2/1PP4P/P4RB1/2N1R1K1 w - - 1 25,w,-49.0,1-0,1.0,w,1.0
lichess_elite_2014-08.pgn,93,52,2k3r1/1pp1r1pp/1pn2p2/7b/4PP2/1PP3KP/P4RB1/2N1R3 w - - 5 27,w,0.0,1-0,1.0,w,1.0
lichess_elite_2014-08.pgn,93,56,1k4r1/1pp1r1p1/1pn2p1p/7b/4PP1P/1PP3KB/P4R2/2N1R3 w - - 2 29,w,0.0,1-0,1.0,w,1.0
lichess_elite_2014-08.pgn,93,60,1k1r4/1ppr2p1/1pn2p1p/7b/4PP1P/1PPN2K1/P4R2/4RB2 w - - 6 31,w,23.0,1-0,1.0,w,1.0
lichess_elite_2014-08.pgn,93,68,1k2r3/1pp1r1p1/1pn4p/4P2b/7P/1PPNR1KB/P4R2/8 w - - 3 35,w,156.0,1-0,1.0,w,1.0
lichess_elite_2014-08.pgn,95,16,rnbq1rk1/pp3pb1/2pp1npp/4p3/4P3/2PP2PN/PP1N1PBP/R1BQ1RK1 w - - 0 9,w,36.0,1-0,1.0,w,1.0
lichess_elite_2014-08.pgn,97,52,3r1rk1/p5bp/1p1q4/2pP1p2/4p3/1P2P1P1/P2Q3P/1R2R1K1 w - - 1 27,w,-476.0,0-1,0.0,b,1.0
lichess_elite_2014-08.pgn,98,20,r2q1rk1/pb1nbppp/4pn2/1pp5/4PP2/2P3PN/PP1N2BP/R1BQ1RK1 w - - 1 11,w,-35.0,1-0,1.0,w,1.0
lichess_elite_2014-08.pgn,99,12,r1bqk2r/pp1nppbp/2pp2pn/8/1PPP4/4PN2/PB3PPP/RN1QKB1R w KQkq - 1 7,w,34.0,1-0,1.0,w,1.0
lichess_elite_2014-08.pgn,101,32,r1b1qr1k/pp4b1/2pp2pp/2n4n/4PP2/2P2N2/PPQN2BP/R1B1R1K1 w - - 1 17,w,-96.0,1-0,1.0,w,1.0
lichess_elite_2014-08.pgn,102,12,r1bqk2r/pppnp1bp/3p1ppn/8/1PPP4/4PN2/PB3PPP/RN1QKB1R w KQkq - 1 7,w,89.0,0-1,0.0,b,1.0
lichess_elite_2014-08.pgn,106,32,r5k1/pp1qn1pp/3p1nr1/3Ppp2/2P5/3P2PP/PP3PBK/R1BQ1R2 w - - 3 17,w,227.0,1-0,1.0,w,1.0
lichess_elite_2014-08.pgn,106,48,6k1/pp1qn1pp/3p3r/3P1P2/2P2RPr/1P2p2P/P5BK/R2Q4 w - - 0 25,w,421.0,1-0,1.0,w,1.0
lichess_elite_2014-08.pgn,111,56,3r1r1k/6qp/4P1p1/p1p5/PpB4P/8/1PP3P1/1KQ4R w - - 3 29,w,254.0,0-1,0.0,b,1.0
lichess_elite_2014-08.pgn,112,16,r1bq1rk1/pp2npbp/2np2p1/2p1p3/4P3/2PP2PN/PP1N1PBP/R1BQ1RK1 w - - 1 9,w,7.0,0-1,0.0,b,1.0
lichess_elite_2014-08.pgn,114,48,r1b2r1k/pp4bp/2p5/2P2P2/1PB3p1/2n5/P5PP/1RBRN1K1 w - - 3 25,w,-413.0,0-1,0.0,b,1.0
lichess_elite_2014-08.pgn,121,76,2r2nk1/2r3p1/1p3q1p/p2p4/3N1P2/4R1P1/PP2Q1K1/4R3 w - - 1 39,w,20.0,0-1,0.0,b,1.0
lichess_elite_2014-08.pgn,123,12,rnbqkb1r/p2p1ppp/1p2p3/3nP3/3P4/5N2/PP3PPP/RNBQKB1R w KQkq - 0 7,w,45.0,1-0,1.0,w,1.0
lichess_elite_2014-08.pgn,124,40,r1br2k1/1pq1npp1/2p1p2p/8/pPNPP3/P5P1/1Q3PBP/2R2RK1 w - - 3 21,w,178.0,0-1,0.0,b,1.0
lichess_elite_2014-08.pgn,126,12,rn1q1rk1/ppp1bppp/4bn2/8/3P4/2N2N2/PP2PPPP/R1BQKB1R w KQ - 0 7,w,182.0,1-0,1.0,w,1.0
lichess_elite_2014-08.pgn,127,24,r2qk2r/5ppp/npp1p1n1/p2pP3/Pb1P4/5N2/1PP1NPPP/R1BQ1RK1 w kq - 4 13,w,88.0,1-0,1.0,w,1.0
lichess_elite_2014-08.pgn,128,16,r3kb1r/ppp2ppp/2n1pn2/q6b/8/P1N2N1P/1PPPBPP1/R1BQ1RK1 w kq - 1 9,w,76.0,0-1,0.0,b,1.0
lichess_elite_2014-08.pgn,129,16,r1bq1rk1/pppnnppp/4p3/8/3P4/2N1PN2/PP3PPP/R2QKB1R w KQ - 1 9,w,35.0,1-0,1.0,w,1.0
lichess_elite_2014-08.pgn,129,36,r1b2rk1/1p3pp1/p3p1n1/8/8/1NN1P3/PP3PPP/R2R2K1 w - - 2 19,w,233.0,1-0,1.0,w,1.0
lichess_elite_2014-08.pgn,130,80,4k3/6Bp/p7/1p6/2p5/P1Pr1b1P/1P6/5NK1 w - - 0 41,w,-474.0,1-0,1.0,w,1.0
lichess_elite_2014-08.pgn,131,16,rn1q1rk1/pbp2ppp/1p1ppn2/8/2PPP3/P1PB4/2Q2PPP/R1B1K1NR w KQ - 2 9,w,90.0,1-0,1.0,w,1.0
lichess_elite_2014-08.pgn,132,44,5k2/p1qb3p/3p2p1/2nP4/4Pn2/2P1NP2/P2KBP1P/R6R w - - 4 23,w,-352.0,0-1,0.0,b,1.0
lichess_elite_2014-08.pgn,134,36,r4rk1/2q1ppbp/P2p2p1/2nb4/3N1P2/4B3/1PPQB1PP/R4RK1 w - - 1 19,w,258.0,1-0,1.0,w,1.0
lichess_elite_2014-08.pgn,134,40,r5k1/2r1ppbp/P2p2p1/2nb4/3N1P2/4B3/1PP1B1PP/R4RK1 w - - 0 21,w,334.0,1-0,1.0,w,1.0
lichess_elite_2014-08.pgn,134,44,r5k1/2r1ppbp/P2p2p1/8/5P2/1bP1B3/1P2B1PP/R4RK1 w - - 0 23,w,405.0,1-0,1.0,w,1.0
lichess_elite_2014-08.pgn,134,60,r5k1/P4p1p/4p1p1/3p4/1P3P2/2b1B3/6PP/R5K1 w - - 0 31,w,431.0,1-0,1.0,w,1.0
