source,game_index,ply,fen,side_to_move,stockfish_cp,result,outcome,winner,weight
lichess_elite_2014-07.pgn,24,40,1k1r1b1r/2pb3p/2n2pp1/8/qnP5/4R3/PP2QPPP/RNB2NK1 w - - 2 21,w,-329.0,0-1,0.0,b,1.0
lichess_elite_2014-07.pgn,24,44,1k1r3r/2pb3p/2n2pp1/2b5/1nP5/2N1R3/PPqBQPPP/R4NK1 w - - 6 23,w,-323.0,0-1,0.0,b,1.0
lichess_elite_2014-07.pgn,31,16,r1bq1rk1/pp1nppbp/2n3p1/2ppP3/8/N1PP1N2/PP2BPPP/R1BQ1RK1 w - - 1 9,w,12.0,1-0,1.0,w,1.0
lichess_elite_2014-07.pgn,32,16,2kr1b1r/ppp1pppp/2n2n2/7q/3P2b1/2N2N2/PPPBBPPP/R2Q1RK1 w - - 9 9,w,164.0,0-1,0.0,b,1.0
lichess_elite_2014-07.pgn,32,20,2kr1b1r/ppp1pppp/2n2n2/8/3P4/2N2N1q/PPPBBP2/R2Q1RK1 w - - 0 11,w,256.0,0-1,0.0,b,1.0
lichess_elite_2014-07.pgn,33,68,7k/7r/p7/1p6/4P3/2Pp4/PP2RKPP/3r4 w - - 0 35,w,-532.0,0-1,0.0,b,1.0
lichess_elite_2014-07.pgn,39,20,r4rk1/pp1qbppp/4pn2/2np4/5B2/4PN2/PPPN1PPP/R2Q1RK1 w - - 2 11,w,-56.0,0-1,0.0,b,1.0
lichess_elite_2014-07.pgn,41,24,r1bq1rk1/1pp1b1pp/p1p1n3/5p2/2PP4/4BN2/PP3PPP/RN1QR1K1 w - - 0 13,w,34.0,0-1,0.0,b,1.0
lichess_elite_2014-07.pgn,42,48,6k1/5pPp/p1p1p3/1p1rP3/7n/2B5/PPP2PP1/4R1K1 w - - 0 25,w,-13.0,0-1,0.0,b,1.0
lichess_elite_2014-07.pgn,42,56,8/4npkp/p3p3/1p1pP3/6P1/2B5/PPP2P2/6K1 w - - 1 29,w,-9.0,0-1,0.0,b,1.0
lichess_elite_2014-07.pgn,42,64,8/5p2/p3p1k1/1p1pPn2/5PK1/2B5/PPP5/8 w - - 1 33,w,-16.0,0-1,0.0,b,1.0
lichess_elite_2014-07.pgn,45,68,8/4npkp/q1p1b3/6p1/p1NPP3/2R3P1/1R2NP1P/6K1 w - - 2 35,w,-80.0,1-0,1.0,w,1.0
lichess_elite_2014-07.pgn,46,68,8/4k3/p1p3p1/1p1bPp2/1P5P/P4P2/2K1N3/8 w - - 0 35,w,348.0,1-0,1.0,w,1.0
lichess_elite_2014-07.pgn,49,16,2kr1b1r/ppp1pppp/5n2/q2P4/1nB3b1/2N2N2/PPP2PPP/R1BQ1RK1 w - - 5 9,w,58.0,1-0,1.0,w,1.0
lichess_elite_2014-07.pgn,51,28,1k2rbr1/ppp2Npp/4pn2/n7/2PP4/4B3/PP2NPPP/2KR3R w - - 1 15,w,228.0,1/2-1/2,0.5,d,1.0
lichess_elite_2014-07.pgn,51,44,1k2rr2/p1p3pp/2pbpn2/8/2PP4/1P1NBP2/P1K3PP/3RR3 w - - 0 23,w,401.0,1/2-1/2,0.5,d,1.0
lichess_elite_2014-07.pgn,52,12,rn2kb1r/pp2pppp/2p2n2/q4b2/3P4/2N2N2/PPPB1PPP/R2QKB1R w KQkq - 2 7,w,60.0,1-0,1.0,w,1.0
lichess_elite_2014-07.pgn,52,16,rn2kb1r/ppq1pp1p/2p2p2/5b2/3P4/5N2/PPPB1PPP/R2QKB1R w KQkq - 0 9,w,92.0,1-0,1.0,w,1.0
lichess_elite_2014-07.pgn,52,64,8/ppk2p2/2p1p2r/8/2NP1pP1/2P2P2/P1P5/1K1R4 w - - 0 33,w,476.0,1-0,1.0,w,1.0
lichess_elite_2014-07.pgn,55,80,3r2k1/4npp1/8/1R6/5P2/5K2/P2p3P/3B4 w - - 2 41,w,19.0,1-0,1.0,w,1.0
lichess_elite_2014-07.pgn,59,36,1r4k1/p3ppbp/2p3p1/3pP3/3P4/4BP2/PP3P1P/4R1K1 w - - 1 19,w,58.0,0-1,0.0,b,1.0
lichess_elite_2014-07.pgn,62,12,rn2kbnr/pp1b1ppp/1q2p3/3pP3/3P4/5N2/PP3PPP/RNBQKB1R w KQkq - 3 7,w,79.0,1-0,1.0,w,1.0
lichess_elite_2014-07.pgn,62,24,r3k1nr/pp3ppp/q1n1p3/3pP3/P2P4/2P2N2/5PPP/R1BQ1RK1 w kq - 1 13,w,102.0,1-0,1.0,w,1.0
lichess_elite_2014-07.pgn,63,12,rn2kb1r/pp2pppp/2pq1n2/8/2PP2b1/2N2N2/PP3PPP/R1BQKB1R w KQkq - 3 7,w,117.0,0-1,0.0,b,1.0
lichess_elite_2014-07.pgn,63,68,8/p4pkp/1p2p3/5p2/7P/P5P1/1Pb2PB1/5K2 w - - 0 35,w,-40.0,0-1,0.0,b,1.0
lichess_elite_2014-07.pgn,63,76,8/p6p/1p1kpp2/5p2/3K1P1P/P5P1/1Pb3B1/8 w - - 0 39,w,-16.0,0-1,0.0,b,1.0
lichess_elite_2014-07.pgn,65,60,3rr1k1/1b3pp1/p2p4/2pPpP2/P3B1Pp/1P6/2PR2K1/5R2 w - - 0 31,w,79.0,1-0,1.0,w,1.0
lichess_elite_2014-07.pgn,65,64,3rr3/1b3kp1/p2p1p2/2pPpP2/P3B1PR/1P6/2PR2K1/8 w - - 1 33,w,62.0,1-0,1.0,w,1.0
lichess_elite_2014-07.pgn,67,12,r1b1k1nr/pp1pppbp/q5p1/2P5/4P3/P7/1PPB1PPP/RN1QK1NR w KQkq - 0 7,w,80.0,0-1,0.0,b,1.0
lichess_elite_2014-07.pgn,67,48,4r1k1/pp3pbp/6p1/5b2/8/PPN2N2/1P4PP/2KR4 w - - 1 25,w,-272.0,0-1,0.0,b,1.0
lichess_elite_2014-07.pgn,68,24,1r2kb1r/pb1p1ppp/4p3/q2nP3/3P4/5N2/PP2QPPP/RNB2RK1 w k - 3 13,w,2.0,1-0,1.0,w,1.0
lichess_elite_2014-07.pgn,68,32,1r2kb1r/p2p1ppp/b1q1p3/4P3/3P4/2B2N2/PP3PPP/R2Q1RK1 w k - 3 17,w,88.0,1-0,1.0,w,1.0
lichess_elite_2014-07.pgn,71,76,8/p2bkp2/p1p5/2Pqp1p1/1Q6/1R5P/P4P1K/8 w - - 0 39,w,116.0,0-1,0.0,b,1.0
lichess_elite_2014-07.pgn,73,44,2kr3r/4qpb1/2n1p1p1/1p1pP3/p1pP1PP1/P1P2NN1/1P1Q2B1/R5K1 w - - 1 23,w,-145.0,0-1,0.0,b,1.0
lichess_elite_2014-07.pgn,73,56,2k1rb2/3q1p2/2n1pPr1/1p1pP3/p1pP4/P1P2N2/1P1QNKB1/7R w - - 5 29,w,148.0,0-1,0.0,b,1.0
lichess_elite_2014-07.pgn,74,36,1r3b1r/p4ppp/2k1pn2/2p5/2P2PP1/2Np3P/PP1P1K2/R1B4R w - - 0 19,w,88.0,0-1,0.0,b,1.0
lichess_elite_2014-07.pgn,75,44,2kr4/ppq2p1p/2pb4/5P1b/3Pp2N/8/PPPB1Q1P/1K5R w - - 1 23,w,-12.0,0-1,0.0,b,1.0
lichess_elite_2014-07.pgn,75,64,2k5/pp3p2/5Pp1/3p4/7P/P1B3b1/KPP5/8 w - - 0 33,w,-427.0,0-1,0.0,b,1.0
lichess_elite_2014-07.pgn,76,52,3r1bk1/pp6/2b5/2p2PPn/8/2P5/PP1B3P/4RRK1 w - - 7 27,w,174.0,1/2-1/2,0.5,d,1.0
lichess_elite_2014-07.pgn,76,56,3r1bk1/pp6/8/2p2PPn/8/2Pb4/PP3R1P/2B1R1K1 w - - 11 29,w,223.0,1/2-1/2,0.5,d,1.0
lichess_elite_2014-07.pgn,78,64,6k1/p2n1ppb/7p/4P3/1P3PP1/2p1P1KP/8/2B5 w - - 0 33,w,-457.0,0-1,0.0,b,1.0
lichess_elite_2014-07.pgn,78,72,6k1/p4p1b/7p/4n3/1P2P1P1/4K2P/2p5/2B5 w - - 0 37,w,-388.0,0-1,0.0,b,1.0
lichess_elite_2014-07.pgn,80,24,r1b2rk1/pppp1pp1/1bn1q1np/8/1P2P2B/2P2N2/P2NBPPP/R2Q1RK1 w - - 2 13,w,77.0,1-0,1.0,w,1.0
lichess_elite_2014-07.pgn,81,12,rn2kbnr/pp1b1ppp/1q2p3/3pP3/3P4/5N2/PP3PPP/RNBQKB1R w KQkq - 3 7,w,79.0,1-0,1.0,w,1.0
lichess_elite_2014-07.pgn,81,16,r3k1nr/pp1b1ppp/1qn1p3/3pP3/Pb1P4/2N2N2/1P3PPP/R1BQKB1R w KQkq - 1 9,w,20.0,1-0,1.0,w,1.0
lichess_elite_2014-07.pgn,82,12,rn2kb1r/pp2pppp/2pq1n2/8/2PP2b1/2N2N2/PP3PPP/R1BQKB1R w KQkq - 3 7,w,136.0,0-1,0.0,b,1.0
lichess_elite_2014-07.pgn,89,12,rn2kbnr/pp1b1ppp/1q2p3/3pP3/3P4/5N2/PP3PPP/RNBQKB1R w KQkq - 3 7,w,82.0,1-0,1.0,w,1.0
lichess_elite_2014-07.pgn,89,16,rn2k2r/pp1bnppp/1q2p3/3pP3/Pb1P4/2N2N2/1P3PPP/R1BQKB1R w KQkq - 1 9,w,32.0,1-0,1.0,w,1.0
lichess_elite_2014-07.pgn,89,28,2r1k2r/pp2bppp/1qn1b3/3pPp2/P2P3P/4BN2/1P2NPP1/R2Q1RK1 w k - 1 15,w,64.0,1-0,1.0,w,1.0
lichess_elite_2014-07.pgn,90,52,r4r2/p3k1p1/2p1pnP1/2P2p1p/Pp1PpP1P/1P2P3/1N1K4/R6R w - - 5 27,w,44.0,0-1,0.0,b,1.0
lichess_elite_2014-07.pgn,90,56,1r3r2/p3k1p1/2p1p1P1/P1P2p1p/1pNPpPnP/1P2P3/3K4/R6R w - - 1 29,w,83.0,0-1,0.0,b,1.0
lichess_elite_2014-07.pgn,90,64,1r1r4/p3k1p1/P1p1p1P1/2P1Pp1p/1p1Pp2P/1P2P3/3K4/R5R1 w - - 1 33,w,0.0,0-1,0.0,b,1.0
lichess_elite_2014-07.pgn,90,76,7r/p3k1p1/P1p1p1P1/1rP1Pp1p/1p1PpK1P/1P2P3/6R1/R7 w - - 13 39,w,74.0,0-1,0.0,b,1.0
