source,game_index,ply,fen,side_to_move,stockfish_cp,result,outcome,winner,weight
lichess_elite_2013-09.pgn,0,32,rn2k2r/p4ppp/2pqp3/5b2/3P4/5N2/PPPQBP2/R1B2RK1 w kq - 2 17,w,475.0,1-0,1.0,w,1.0
lichess_elite_2013-09.pgn,1,28,r3kb1r/pp3pp1/2p2n1p/3p1b2/8/1P2P1BP/4NPP1/3NKB1R w Kkq - 1 15,w,-571.0,0-1,0.0,b,1.0
lichess_elite_2013-09.pgn,1,40,2kr3r/1p3pp1/p4n1p/2pp4/8/1P2PP1P/4N1P1/1b1NKB1R w - - 2 21,w,-534.0,0-1,0.0,b,1.0
lichess_elite_2013-09.pgn,2,32,r4rk1/pp2p1bp/4b1p1/2p1p3/4P3/6P1/PPP1P1BP/2KRB2R w - - 0 17,w,-16.0,0-1,0.0,b,1.0
lichess_elite_2013-09.pgn,3,12,rnb1kb1r/ppq1pppp/2p2n2/8/3P4/2N2N2/PPPB1PPP/R2QKB1R w KQkq - 4 7,w,117.0,1-0,1.0,w,1.0
lichess_elite_2013-09.pgn,6,12,r2qk2r/pppnbppp/4pn2/3p4/3P2b1/1P3NP1/P1P1PPBP/RNBQ1RK1 w kq - 1 7,w,-25.0,0-1,0.0,b,1.0
lichess_elite_2013-09.pgn,6,48,2rr2k1/p4ppp/2p1p3/1pPp4/1P1P1nP1/4nP1P/PB1R2BK/R7 w - - 3 25,w,-148.0,0-1,0.0,b,1.0
lichess_elite_2013-09.pgn,6,68,r2r2k1/5ppp/2p5/P1PpP3/1p4P1/5P1P/PB2R2K/3n3B w - - 6 35,w,-414.0,0-1,0.0,b,1.0
lichess_elite_2013-09.pgn,6,76,3r2k1/5ppp/2p5/2PpP3/1R4P1/5PKP/2r5/7B w - - 2 39,w,-441.0,0-1,0.0,b,1.0
lichess_elite_2013-09.pgn,8,12,r2qk2r/pppnbppp/4pn2/3p4/3P2b1/1P3NP1/P1P1PPBP/RNBQ1RK1 w kq - 1 7,w,-22.0,0-1,0.0,b,1.0
