source,game_index,ply,fen,side_to_move,stockfish_cp,result,outcome,winner,weight
lichess_elite_2014-05.pgn,0,52,2r3k1/2P3pp/5p2/P3pP1b/8/8/1P4PP/2R2RK1 w - - 0 27,w,670.0,1-0,1.0,w,1.0
lichess_elite_2014-05.pgn,1,20,r1bq1rk1/1p1n1pbp/p2p1np1/2pP4/P7/2N2NP1/1P2PPBP/R1BQ1RK1 w - - 1 11,w,39.0,1-0,1.0,w,1.0
lichess_elite_2014-05.pgn,1,32,r3r1k1/1pqb1pbp/p2p2p1/2nP4/P2N1P2/2N5/4PPBP/2RQ1RK1 w - - 2 17,w,-201.0,1-0,1.0,w,1.0
lichess_elite_2014-05.pgn,5,72,8/6p1/p1k4p/P3p3/1p6/3P1K1P/1P6/8 w - - 2 37,w,-559.0,0-1,0.0,b,1.0
lichess_elite_2014-05.pgn,5,80,8/8/p6p/P2kpKpP/8/1p1P4/1P6/8 w - - 2 41,w,-778.0,0-1,0.0,b,1.0
lichess_elite_2014-05.pgn,6,12,rn2kbnr/pp3ppp/2p1p3/q4b2/3P4/2N2N2/PPPB1PPP/R2QKB1R w KQkq - 0 7,w,81.0,0-1,0.0,b,1.0
lichess_elite_2014-05.pgn,6,56,2kr4/ppq2p2/2p1p3/2n1P2p/2P2B1P/P4P2/KP2Q3/7R w - - 0 29,w,-27.0,0-1,0.0,b,1.0
lichess_elite_2014-05.pgn,6,60,2kq4/pp3p2/2p1p3/2n1P2p/2P2B1P/P4P2/KP2Q3/8 w - - 0 31,w,-17.0,0-1,0.0,b,1.0
lichess_elite_2014-05.pgn,6,64,2k5/pp3p2/2p1p3/4P1Bp/2P4P/P2n1P2/KP6/8 w - - 0 33,w,-34.0,0-1,0.0,b,1.0
lichess_elite_2014-05.pgn,6,72,2k5/5p2/4p3/ppn1P1Bp/5P1P/P1K5/1P6/8 w - - 0 37,w,74.0,0-1,0.0,b,1.0
lichess_elite_2014-05.pgn,6,80,8/5p2/2k1p2B/1p2P2p/nP1K1P1P/8/8/8 w - - 3 41,w,0.0,0-1,0.0,b,1.0
lichess_elite_2014-05.pgn,7,44,2k5/pp5p/4p2p/2p2p2/7b/2P5/PP1N1PP1/3K4 w - - 0 23,w,-297.0,1/2-1/2,0.5,d,1.0
lichess_elite_2014-05.pgn,7,48,8/ppk4p/4pb1p/2p2p2/2N5/2P5/PP2KPP1/8 w - - 4 25,w,-305.0,1/2-1/2,0.5,d,1.0
lichess_elite_2014-05.pgn,7,56,8/2k4p/4pb1p/1pp2p2/2N2P2/2PK4/1P4P1/8 w - - 0 29,w,-311.0,1/2-1/2,0.5,d,1.0
lichess_elite_2014-05.pgn,7,80,8/5k1p/8/2p4N/1pP1pPp1/1P6/4K3/2b5 w - - 0 41,w,-368.0,1/2-1/2,0.5,d,1.0
lichess_elite_2014-05.pgn,8,68,8/p5pk/1pb4p/8/2pp1KPP/P4P2/1P1B4/8 w - - 2 35,w,-8.0,0-1,0.0,b,1.0
lichess_elite_2014-05.pgn,8,76,8/p6k/1p4p1/1b4Pp/2pK1P1P/P2p4/1P1B4/8 w - - 2 39,w,2.0,0-1,0.0,b,1.0
lichess_elite_2014-05.pgn,8,80,8/p6k/1p4p1/6Pp/2K2P1P/3p4/1PbB4/8 w - - 1 41,w,0.0,0-1,0.0,b,1.0
lichess_elite_2014-05.pgn,13,12,rn2kb1r/pp2pppp/2pq1n2/8/2PP2b1/2N2N2/PP3PPP/R1BQKB1R w KQkq - 3 7,w,122.0,1/2-1/2,0.5,d,1.0
lichess_elite_2014-05.pgn,13,16,rn2k2r/pp2bppp/2pqpn2/8/2PP2b1/2N2N2/PP2BPPP/R1BQ1RK1 w kq - 2 9,w,91.0,1/2-1/2,0.5,d,1.0
lichess_elite_2014-05.pgn,13,24,r3k2r/pp1n1ppp/2p1pn2/7b/1bPP1B2/2N2N1P/PP2BPP1/R4RK1 w kq - 0 13,w,73.0,1/2-1/2,0.5,d,1.0
lichess_elite_2014-05.pgn,13,28,r3k2r/p2n1ppp/1pp1pn2/7b/2PP1B2/P1P2N1P/4BPP1/R4RK1 w kq - 0 15,w,165.0,1/2-1/2,0.5,d,1.0
lichess_elite_2014-05.pgn,13,32,2kr3r/p2n1ppp/1ppBp3/7b/P1PPn3/2P2N1P/4BPP1/R4RK1 w - - 1 17,w,-47.0,1/2-1/2,0.5,d,1.0
lichess_elite_2014-05.pgn,15,32,2r2rk1/ppqn1ppp/4p3/3pP3/5B2/3P4/PP2QPPP/R3R1K1 w - - 1 17,w,-22.0,1/2-1/2,0.5,d,1.0
lichess_elite_2014-05.pgn,20,20,r2qk2r/1p2bppp/p1bppn2/8/4P3/2N1QN2/PPPB1PPP/2KR3R w kq - 2 11,w,-23.0,1-0,1.0,w,1.0
lichess_elite_2014-05.pgn,20,24,r3k2r/1pq1bpp1/p1bppn2/7p/4P3/2N1QN1P/PPPB1PP1/2KR2R1 w kq - 1 13,w,8.0,1-0,1.0,w,1.0
lichess_elite_2014-05.pgn,20,28,2r1k2r/1pq1bpp1/p1bppn2/8/4P1P1/2N1QN2/PPPB1P2/2KR2R1 w k - 1 15,w,87.0,1-0,1.0,w,1.0
lichess_elite_2014-05.pgn,21,36,4k2r/pp3ppp/2r1p3/3pPb2/1B6/PP6/2P1RPPP/2K4R w k - 1 19,w,-9.0,1-0,1.0,w,1.0
lichess_elite_2014-05.pgn,21,40,2r5/pp1k1ppp/2r1p3/3pPb2/1B6/PP6/1KP1RPPP/2R5 w - - 5 21,w,3.0,1-0,1.0,w,1.0
lichess_elite_2014-05.pgn,22,36,3r1rk1/pp2nppp/2n3q1/8/3P4/2N1B1P1/PP3PKP/R2Q1R2 w - - 1 19,w,40.0,0-1,0.0,b,1.0
lichess_elite_2014-05.pgn,22,44,3r2k1/pp3ppp/2n3q1/3r4/3P4/4B1P1/PP1Q1PKP/3RR3 w - - 2 23,w,34.0,0-1,0.0,b,1.0
lichess_elite_2014-05.pgn,23,32,2rq1rk1/pp2p1bp/2p2pp1/2Pp1b2/PP1PnB2/1R2PN1P/4BPP1/3Q1RK1 w - - 0 17,w,114.0,1-0,1.0,w,1.0
lichess_elite_2014-05.pgn,24,16,r1b1kb1r/p1ppqppp/1np5/4P3/2P5/8/PP2QPPP/RNB1KB1R w KQkq - 1 9,w,9.0,0-1,0.0,b,1.0
lichess_elite_2014-05.pgn,24,20,r3kb1r/2ppqppp/bnp5/p3P3/2P2P2/2N5/PP2Q1PP/R1B1KB1R w KQkq - 1 11,w,34.0,0-1,0.0,b,1.0
lichess_elite_2014-05.pgn,24,28,r6r/2ppbk1p/bnp2p2/p7/2P2P2/1PN5/P5PP/R1B1KB1R w KQ - 0 15,w,-43.0,0-1,0.0,b,1.0
lichess_elite_2014-05.pgn,25,12,rnbqk2r/pp2ppbp/2p2np1/8/P1p5/5NP1/1P1PPPBP/RNBQ1RK1 w kq - 1 7,w,-20.0,1-0,1.0,w,1.0
lichess_elite_2014-05.pgn,27,64,2r2nk1/3p4/r2P1pp1/2P1p2p/Pp5P/1P2B3/3K1PP1/2R4R w - - 2 33,w,274.0,1-0,1.0,w,1.0
lichess_elite_2014-05.pgn,30,72,1r2r1k1/8/4ppP1/2B3R1/2nP4/5P2/1p6/1K4R1 w - - 0 37,w,-256.0,0-1,0.0,b,1.0
lichess_elite_2014-05.pgn,31,12,rnbqkb1r/ppp2ppp/4p3/3p1n2/3P4/5P2/PPPNPBPP/R2QKBNR w KQkq - 0 7,w,104.0,1-0,1.0,w,1.0
lichess_elite_2014-05.pgn,35,32,2kr1br1/pp3p1p/1np1pp2/8/3Pq2N/4B1P1/PPP1QP1P/2KR3R w - - 2 17,w,15.0,0-1,0.0,b,1.0
lichess_elite_2014-05.pgn,35,76,8/pp1k1p1p/5b2/5p2/1PP2P2/2p5/P1N4P/K7 w - - 0 39,w,-146.0,0-1,0.0,b,1.0
lichess_elite_2014-05.pgn,36,12,rnbq1rk1/pppp1pbp/6p1/5p2/2PP4/2N2N2/PP2PPPP/R2QKB1R w KQ - 2 7,w,-3.0,1/2-1/2,0.5,d,1.0
lichess_elite_2014-05.pgn,36,60,r5k1/5p1p/6p1/1N3p2/2pPn3/8/5PPP/3R2K1 w - - 0 31,w,-70.0,1/2-1/2,0.5,d,1.0
lichess_elite_2014-05.pgn,38,68,8/3r4/ppNp1kp1/3P1p2/PP3P1b/2PK3P/8/5R2 w - - 1 35,w,211.0,1-0,1.0,w,1.0
lichess_elite_2014-05.pgn,40,16,rnb1k2r/pp1pbppp/1q2p3/4P3/3P4/8/PP1Q1PPP/RN2KBNR w KQkq - 1 9,w,-13.0,1-0,1.0,w,1.0
lichess_elite_2014-05.pgn,40,56,r7/pp3pk1/1bn4p/8/8/1b3N2/1P2R1PP/1B2R2K w - - 4 29,w,144.0,1-0,1.0,w,1.0
lichess_elite_2014-05.pgn,41,32,2kr1br1/ppp4p/4pp2/8/2P5/5N2/PP2KPPP/R6R w - - 2 17,w,-125.0,0-1,0.0,b,1.0
lichess_elite_2014-05.pgn,41,36,2kr4/ppp4p/4pp2/2b5/2P3r1/5NP1/PP2KP1P/R1R5 w - - 3 19,w,-32.0,0-1,0.0,b,1.0
lichess_elite_2014-05.pgn,43,12,rnb1kb1r/pp1ppp2/1q3p2/2pP4/2P4p/8/PP2PPPP/RNQ1KBNR w KQkq - 0 7,w,25.0,1-0,1.0,w,1.0
lichess_elite_2014-05.pgn,45,12,rnb1kb1r/pp1p1pp1/5q1p/2pPp3/4P3/2N5/PPP2PPP/R2QKBNR w KQkq - 0 7,w,109.0,1-0,1.0,w,1.0
lichess_elite_2014-05.pgn,48,64,4r3/1p2rn2/p1p2kp1/2Pp1p2/1P6/3KPPP1/1PN4R/7R w - - 4 33,w,0.0,0-1,0.0,b,1.0
lichess_elite_2014-05.pgn,49,12,rnb1k2r/pp2ppbp/2pp1np1/q7/3PP3/2N1B3/PPPQ1PPP/2KR1BNR w kq - 4 7,w,88.0,0-1,0.0,b,1.0
lichess_elite_2014-05.pgn,51,12,rnbq1rk1/pp2ppbp/2pp1np1/8/3PP3/2N1B1P1/PPP2PBP/R2QK1NR w KQ - 3 7,w,35.0,0-1,0.0,b,1.0
lichess_elite_2014-05.pgn,53,20,r2q1rk1/pp2ppbp/2n3p1/3p4/3P2b1/2P2N2/PP2BPPP/R1BQ1RK1 w - - 1 11,w,32.0,0-1,0.0,b,1.0
lichess_elite_2014-05.pgn,53,28,r4rk1/1p3pbp/1p2p1p1/n2p4/3P1Bb1/2P2N2/PP2BPPP/R3R1K1 w - - 0 15,w,29.0,0-1,0.0,b,1.0
lichess_elite_2014-05.pgn,54,12,3rkbnr/ppp2ppp/2n1b3/8/2P5/2N5/PP2PPPP/R1B1KBNR w KQk - 0 7,w,32.0,1-0,1.0,w,1.0
lichess_elite_2014-05.pgn,54,20,4kbnr/pp1r2pp/5p2/8/1nb5/2N3B1/PP2PPPP/R3KBNR w KQk - 3 11,w,-152.0,1-0,1.0,w,1.0
lichess_elite_2014-05.pgn,55,76,rq5k/6p1/6Pp/5P2/1pB5/1P6/P1Q4P/1K3R2 w - - 2 39,w,661.0,1-0,1.0,w,1.0
lichess_elite_2014-05.pgn,58,72,3q4/1bk2p2/2n1p1p1/1p1pP2r/1PpP4/2P2NPp/3Q1P1P/R2B2K1 w - - 13 37,w,238.0,1-0,1.0,w,1.0
lichess_elite_2014-05.pgn,59,16,r1bq1rk1/pppnnppp/4p3/8/3P4/2N1PN2/PP3PPP/R2QKB1R w KQ - 0 9,w,41.0,1-0,1.0,w,1.0
lichess_elite_2014-05.pgn,62,12,rn2kbnr/pp3ppp/2p1p3/q4b2/3P4/2N2N2/PPPB1PPP/R2QKB1R w KQkq - 0 7,w,64.0,1-0,1.0,w,1.0
lichess_elite_2014-05.pgn,62,20,r4b1r/pp1k1ppp/2p1pnb1/q7/3P2PP/2N5/PPPB1P2/R2QKB1R w KQ - 0 11,w,383.0,1-0,1.0,w,1.0
lichess_elite_2014-05.pgn,65,36,2r4r/pp2kppp/3bp3/1B1p2P1/3P4/5N2/P2Q1PP1/q1B2RK1 w - - 4 19,w,306.0,1-0,1.0,w,1.0
lichess_elite_2014-05.pgn,72,12,r2qkb1r/pp2pppp/2n2n2/5b2/8/2N5/PPPPBPPP/R1BQK1NR w KQkq - 6 7,w,54.0,0-1,0.0,b,1.0
lichess_elite_2014-05.pgn,72,16,r2qk2r/pp3ppp/2nbpn2/5b2/8/2N2N2/PPPPBPPP/R1BQ1RK1 w kq - 2 9,w,100.0,0-1,0.0,b,1.0
lichess_elite_2014-05.pgn,72,20,r3k2r/1pq2ppp/p1nbpn2/5b2/8/2NP1N1P/PPP1BPP1/R1BQ1RK1 w kq - 1 11,w,53.0,0-1,0.0,b,1.0
lichess_elite_2014-05.pgn,75,20,r3k2r/pp1n1ppp/1qp1pn2/8/Pb4b1/2N2N2/2PPBPPP/R1BQ1RK1 w kq - 0 11,w,-92.0,0-1,0.0,b,1.0
lichess_elite_2014-05.pgn,84,12,r3kbnr/pp2pppp/1qn5/3pP3/3P2b1/5N2/PP3PPP/RNBQKB1R w KQkq - 1 7,w,-53.0,0-1,0.0,b,1.0
